KO	BCMy_011_trim_nohost	BCMy_021_trim_nohost	BCMy_031_trim_nohost	BCMy_041_trim_nohost	BCMy_071_trim_nohost	BCMy_081_trim_nohost	BCMy_091_trim_nohost	BCMy_121_trim_nohost	BCMy_131_trim_nohost	BCMy_151_trim_nohost	BCMy_181_trim_nohost	BCMy_211_trim_nohost
K00001	0	180	67	458	1	0	0	2	1631	194	3	110
K00002	0	0	0	0	0	0	0	1	0	0	0	0
K00003	0	14	0	44	1	4	0	4	10	11	0	4
K00004	2	2	2	0	0	0	0	0	0	0	2	0
K00005	0	12	1	33	0	0	3	0	7	5	0	6
K00008	2	4	4	0	0	1	0	0	0	0	2	0
K00009	2	13	8	19	0	0	1	0	94	9	0	3
K00010	0	0	0	1	0	0	0	0	0	0	3	0
K00012	0	10	0	42	0	0	5	0	2	5	0	5
K00013	0	11	3	28	3	1	3	0	5	3	0	4
K00014	2	48	10	142	0	0	0	0	329	51	0	54
K00015	3	9	1	2	0	0	2	0	5	3	1	0
K00016	4	78	23	179	1	2	6	1	694	64	0	46
K00018	0	1	0	0	0	0	2	0	0	0	0	1
K00020	4	63	11	179	2	0	0	0	512	69	2	18
K00021	0	0	0	1	0	0	0	0	4	0	0	0
K00023	0	0	0	0	0	0	0	0	0	1	0	0
K00024	0	0	0	0	0	0	2	0	2	0	0	0
K00027	4	115	30	314	0	0	5	2	932	71	0	70
K00029	2	6	0	11	0	0	2	0	13	2	0	1
K00030	0	3	0	19	0	0	0	0	0	0	0	0
K00031	1	0	0	0	0	0	1	2	0	0	0	2
K00033	2	103	14	238	1	0	0	1	1090	102	1	85
K00034	0	58	14	151	0	0	0	0	300	37	0	29
K00036	3	80	16	233	2	0	0	0	860	82	0	75
K00039	0	0	0	0	0	0	0	0	0	1	0	0
K00040	4	157	43	311	0	0	0	2	1399	180	0	89
K00041	0	67	27	245	0	0	1	0	960	107	0	41
K00042	0	5	0	23	0	0	0	0	7	7	2	0
K00045	0	17	3	29	0	0	0	0	0	20	0	9
K00046	0	72	15	147	0	2	2	0	543	66	2	45
K00048	0	102	20	211	0	0	0	0	753	62	0	26
K00050	1	0	0	0	0	0	0	0	0	0	0	0
K00052	0	12	0	32	1	0	6	0	2	15	0	3
K00053	0	11	0	18	0	0	2	0	0	9	0	2
K00054	0	188	50	429	0	0	8	2	1693	177	4	90
K00055	1	0	0	0	0	0	3	0	0	0	0	0
K00057	4	68	25	210	5	1	1	0	773	90	2	52
K00058	2	57	14	122	1	0	0	0	384	23	0	12
K00059	4	155	45	338	2	2	0	1	1375	165	0	72
K00060	0	0	0	0	0	0	0	2	0	0	0	0
K00065	0	1	0	4	0	1	1	0	5	0	0	0
K00066	0	0	0	1	0	0	0	0	0	0	0	0
K00067	0	61	13	172	0	1	0	0	415	48	1	35
K00068	2	0	0	1	0	0	0	0	0	0	0	0
K00074	1	3	0	3	0	0	0	0	0	0	0	0
K00075	2	73	11	146	2	2	0	6	627	77	0	41
K00076	0	4	0	8	0	0	0	1	21	4	0	2
K00077	2	0	0	0	3	2	0	0	0	0	2	0
K00083	0	3	0	4	0	0	0	0	0	0	0	0
K00088	4	136	34	361	0	0	2	2	1405	134	5	71
K00090	1	0	0	1	0	0	0	0	0	0	1	0
K00091	2	5	0	16	0	0	0	0	0	3	0	0
K00096	0	0	0	3	0	0	0	0	0	0	0	0
K00097	1	11	0	21	0	0	0	1	0	6	0	3
K00099	0	12	0	35	2	4	0	0	4	2	0	6
K00101	0	0	0	0	0	2	0	0	0	0	0	0
K00102	2	0	0	0	0	0	0	0	0	0	0	0
K00104	2	2	0	0	0	0	0	0	0	0	0	0
K00105	1	7	0	0	1	0	0	0	0	0	0	0
K00108	0	0	1	0	0	0	0	0	0	0	0	0
K00111	3	9	1	0	1	2	3	0	2	0	0	0
K00116	0	0	0	0	1	0	0	0	0	0	0	0
K00117	0	65	7	126	0	0	0	2	2	41	0	10
K00118	0	0	0	1	0	0	0	0	1	0	0	0
K00121	1	7	2	11	0	2	1	0	0	1	0	5
K00123	2	0	0	0	0	1	0	0	0	0	0	2
K00124	0	2	0	2	0	2	2	0	0	0	0	0
K00128	1	0	0	2	0	0	1	0	0	1	0	0
K00130	0	0	0	0	0	0	0	0	4	0	0	0
K00132	0	0	0	2	0	0	0	0	0	0	0	0
K00133	4	23	0	24	2	0	0	2	0	6	0	3
K00134	8	152	33	329	8	0	9	3	1588	134	0	111
K00135	11	17	0	35	4	2	0	0	6	12	0	4
K00138	0	1	0	3	0	0	0	0	0	0	0	0
K00140	2	0	0	0	0	0	0	0	0	0	0	2
K00145	1	8	0	16	0	0	0	0	2	6	0	4
K00147	4	15	0	28	2	1	0	4	0	10	0	4
K00148	4	0	0	0	0	0	0	0	0	0	0	0
K00156	4	13	1	32	0	0	0	0	89	9	0	4
K00158	12	92	36	254	2	0	0	0	1186	79	0	76
K00161	2	87	21	226	1	0	2	0	847	99	2	79
K00162	0	90	17	218	0	2	0	0	1019	78	0	73
K00163	0	2	0	0	0	0	0	0	0	0	0	2
K00164	2	37	1	88	2	3	0	0	2	17	1	6
K00166	2	0	0	2	0	0	0	0	3	0	0	0
K00167	0	0	0	0	0	0	0	0	1	0	0	0
K00169	0	1	0	0	0	0	0	0	0	0	0	0
K00170	0	0	0	0	0	1	0	0	9	0	0	0
K00171	0	0	0	0	0	0	2	0	0	0	0	0
K00174	0	0	0	0	0	2	2	0	0	0	0	2
K00175	1	0	0	0	2	0	0	0	0	0	0	0
K00179	0	0	0	0	0	4	0	0	0	0	0	0
K00198	0	0	0	0	0	0	2	0	0	0	0	0
K00208	0	62	22	166	0	2	0	0	564	62	2	45
K00210	0	1	1	4	0	0	0	0	38	3	0	0
K00215	5	11	3	18	0	0	0	2	0	0	0	4
K00219	0	12	3	22	0	0	0	0	133	10	0	3
K00220	0	6	1	12	0	0	0	0	29	9	0	2
K00226	0	72	17	128	0	0	0	0	579	62	1	50
K00228	0	8	0	4	1	0	0	0	0	9	2	0
K00239	2	1	0	0	5	0	0	0	0	0	2	6
K00240	0	1	0	0	0	0	0	0	0	0	0	0
K00241	0	0	0	0	1	1	0	0	0	0	0	2
K00242	0	0	0	0	0	0	0	0	0	0	0	1
K00243	2	25	4	96	1	0	0	1	427	27	4	27
K00244	25	43	8	32	1	0	5	0	151	17	7	10
K00248	0	0	0	0	0	1	0	0	0	0	0	0
K00249	1	1	0	1	0	0	0	0	0	0	2	0
K00253	0	0	0	0	0	0	0	0	0	1	0	1
K00254	0	14	1	28	0	2	0	0	0	1	1	5
K00261	0	0	0	0	1	0	1	0	0	0	0	2
K00262	0	0	0	0	2	0	2	0	0	0	0	3
K00264	0	0	0	1	0	0	0	0	0	0	0	0
K00265	4	27	2	74	4	0	2	6	4	39	0	7
K00266	0	15	1	39	0	1	5	3	0	3	2	6
K00274	0	0	0	0	0	0	0	0	0	4	0	0
K00275	0	0	2	16	0	0	0	0	0	6	0	1
K00278	0	99	22	260	4	2	0	0	937	111	2	63
K00281	0	0	0	0	0	0	0	1	2	0	0	2
K00283	0	0	0	0	0	0	0	1	2	0	0	2
K00284	1	2	0	4	3	0	2	3	0	2	0	4
K00285	0	0	0	0	0	0	0	2	0	0	0	0
K00286	2	67	12	161	4	5	0	0	517	63	0	33
K00287	0	43	14	90	0	0	0	0	325	28	0	29
K00290	0	0	0	0	2	2	0	0	0	0	0	2
K00293	0	0	0	2	0	0	0	0	0	0	0	0
K00294	1	1	0	1	0	0	0	0	0	1	0	0
K00297	1	1	0	16	2	0	0	2	0	1	0	1
K00302	0	0	0	4	0	0	0	0	0	0	2	0
K00306	0	2	0	0	0	0	0	0	0	0	0	0
K00311	1	21	0	36	0	4	0	2	5	5	4	1
K00324	0	0	0	0	0	0	0	1	0	0	0	0
K00325	1	0	0	0	0	0	0	2	0	0	0	0
K00327	0	0	0	0	0	2	0	0	0	0	0	0
K00329	0	0	0	0	0	0	0	0	0	1	0	0
K00331	0	0	0	3	0	0	0	2	0	0	0	0
K00332	0	0	0	0	1	0	0	0	0	0	0	0
K00333	2	0	0	0	1	0	0	0	4	2	0	0
K00335	0	2	0	0	0	1	1	6	0	0	0	0
K00336	0	2	0	0	0	0	0	2	0	0	0	6
K00337	4	0	0	0	0	1	0	0	0	0	0	0
K00340	0	0	0	0	0	0	1	0	0	0	0	0
K00341	0	0	0	0	0	0	0	0	0	0	0	7
K00342	0	0	0	0	1	2	0	0	1	0	0	4
K00343	0	0	0	0	0	1	0	0	0	0	0	4
K00344	0	70	27	150	2	2	1	1	368	65	0	32
K00348	0	0	0	1	0	0	0	0	0	0	0	2
K00350	0	0	0	0	0	0	0	0	0	0	1	0
K00351	0	0	0	0	0	0	0	0	0	0	1	0
K00354	0	1	0	2	0	0	0	0	2	1	0	1
K00362	0	1	0	0	0	0	0	0	8	0	0	3
K00364	2	62	12	118	0	0	0	0	435	42	0	38
K00368	1	0	0	0	0	0	0	0	0	0	0	0
K00370	0	1	0	0	0	0	0	0	0	0	0	0
K00371	0	0	0	4	0	0	0	0	0	2	0	0
K00374	0	0	2	0	0	0	0	0	0	0	0	0
K00375	0	0	0	0	1	0	0	2	2	0	0	0
K00380	0	2	0	0	0	2	0	0	0	0	0	0
K00381	0	14	2	32	0	0	0	0	2	9	0	1
K00382	0	117	25	337	4	0	0	2	1289	119	0	136
K00383	3	18	0	22	0	0	0	0	0	10	0	4
K00384	3	220	39	435	5	0	2	2	1571	183	0	126
K00390	0	10	0	21	1	1	0	0	0	1	0	2
K00394	0	0	0	0	0	0	0	1	0	0	0	0
K00400	0	0	0	1	0	0	0	0	8	0	0	0
K00406	0	0	0	0	0	0	0	0	0	0	1	0
K00407	0	0	0	0	0	0	0	0	0	0	1	0
K00410	0	13	0	32	0	0	0	0	2	6	0	4
K00411	0	6	0	18	0	1	0	0	0	4	0	3
K00412	0	13	0	37	2	0	0	0	3	8	0	6
K00413	0	0	2	13	0	0	0	0	0	0	1	0
K00425	0	18	4	31	0	1	4	0	3	13	0	5
K00426	2	14	0	19	2	0	0	0	0	15	0	6
K00432	0	0	0	17	0	0	0	0	0	1	0	0
K00433	0	58	1	74	0	0	0	2	283	23	0	13
K00457	0	10	2	20	0	0	0	0	28	4	0	4
K00459	1	7	0	34	0	0	0	0	2	9	0	6
K00467	0	0	0	0	1	0	0	0	0	0	0	0
K00520	0	0	0	0	0	6	0	0	0	0	0	0
K00523	1	0	0	1	0	0	0	0	0	0	0	0
K00525	2	178	41	325	0	4	0	0	1112	123	0	74
K00526	2	59	27	140	0	2	0	2	424	26	0	29
K00527	9	7	1	0	1	0	0	2	0	1	0	0
K00528	0	15	4	10	0	0	0	1	0	3	0	1
K00529	0	0	0	1	0	0	0	0	0	0	0	0
K00533	0	0	0	0	0	0	0	1	0	0	0	0
K00537	0	43	3	40	0	2	1	0	191	30	0	16
K00547	0	12	0	28	0	0	0	0	0	4	0	5
K00548	0	0	0	0	0	1	0	6	0	0	0	1
K00549	2	33	1	53	0	1	0	0	2	18	0	5
K00554	0	67	19	158	2	0	2	2	596	79	0	49
K00557	2	81	25	241	0	0	1	0	697	91	2	86
K00558	0	13	0	41	0	0	2	3	2	2	0	2
K00560	1	79	16	148	0	2	0	0	787	78	0	47
K00561	0	0	0	0	1	0	0	0	0	0	0	0
K00563	0	29	6	90	0	0	0	0	361	44	0	34
K00564	1	54	16	123	2	0	0	0	373	40	0	14
K00566	4	119	20	212	2	0	0	5	613	89	0	62
K00567	0	22	3	56	0	0	0	0	119	19	1	16
K00568	0	7	0	9	0	2	0	0	0	1	0	1
K00570	0	3	0	15	0	0	0	0	0	1	0	0
K00571	0	41	5	108	2	0	0	3	442	39	0	21
K00574	3	109	14	155	1	2	0	2	753	67	3	51
K00575	0	13	0	9	0	0	0	0	0	9	0	5
K00588	0	35	25	116	0	0	0	0	260	23	0	14
K00590	0	0	0	0	0	1	0	2	0	0	0	0
K00595	0	2	0	0	0	0	0	1	2	0	0	0
K00600	0	103	19	242	2	0	0	2	1053	117	0	60
K00601	0	0	0	0	0	0	0	0	3	0	0	0
K00602	0	168	27	306	0	2	3	3	1305	124	4	94
K00604	0	77	30	213	0	0	0	9	729	103	2	49
K00605	2	11	1	33	0	0	0	0	0	5	0	4
K00606	0	1	0	29	0	0	0	0	1	2	1	0
K00609	3	67	22	172	3	0	1	1	715	74	0	42
K00610	0	0	0	0	0	2	1	0	0	0	0	1
K00611	0	81	24	215	0	0	2	3	776	84	1	111
K00615	9	169	44	317	1	2	5	4	1723	179	0	120
K00616	3	13	2	23	0	0	2	2	70	11	1	10
K00620	0	13	1	32	0	0	0	0	2	3	0	2
K00625	1	84	21	181	0	0	1	1	728	96	16	50
K00626	0	217	59	522	0	0	9	4	2115	208	7	106
K00627	0	122	26	282	0	0	0	2	1163	104	0	67
K00632	0	9	4	29	0	0	0	2	141	16	2	5
K00633	0	0	0	3	0	0	0	0	2	3	0	0
K00634	0	0	0	0	0	0	0	0	0	0	4	0
K00638	0	45	17	134	0	2	0	0	318	18	2	12
K00639	1	0	0	1	2	0	0	2	0	0	0	2
K00640	0	6	3	12	0	0	2	1	0	7	0	2
K00641	0	8	3	25	0	0	0	0	6	3	0	4
K00643	1	11	0	26	0	0	0	0	0	1	0	2
K00645	0	72	14	160	0	0	2	0	740	66	0	58
K00646	0	0	0	0	0	0	0	0	1	0	0	0
K00647	0	0	0	0	0	2	0	0	0	0	0	2
K00648	1	107	28	200	0	0	1	2	694	75	0	55
K00651	0	0	0	0	0	0	3	0	0	0	0	0
K00652	2	21	2	43	0	0	0	2	0	14	0	3
K00654	2	10	1	14	0	0	0	0	0	10	0	2
K00655	3	51	13	114	4	0	0	2	311	26	0	21
K00656	0	298	85	673	0	4	6	6	3290	292	3	211
K00658	1	14	0	18	0	0	0	0	0	1	0	2
K00661	0	98	28	240	0	5	0	1	669	59	3	52
K00666	0	16	3	26	0	2	0	0	0	6	0	4
K00674	0	21	0	14	0	0	0	0	1	13	0	2
K00677	0	5	0	12	0	0	0	0	0	3	0	0
K00681	2	38	3	92	0	0	0	0	0	13	0	2
K00684	0	10	0	15	0	0	0	0	0	2	0	3
K00687	6	133	45	339	0	0	0	0	1461	155	1	98
K00688	0	4	2	2	4	4	0	2	20	3	2	1
K00689	0	2	0	1	0	0	0	0	0	0	0	0
K00691	2	0	0	0	0	4	0	3	4	1	2	0
K00692	1	0	0	0	0	0	0	0	0	0	0	0
K00697	2	0	1	0	0	0	0	0	0	0	0	0
K00700	0	0	1	4	4	1	0	7	1	0	4	0
K00702	0	0	0	0	0	0	1	4	0	0	0	1
K00703	0	81	24	190	3	0	0	3	795	71	0	55
K00705	0	0	0	0	4	2	0	6	0	0	0	3
K00712	2	0	0	0	2	0	0	0	0	0	0	0
K00720	0	3	0	7	0	0	0	0	0	1	0	1
K00721	0	38	0	66	0	4	0	1	36	21	1	12
K00728	0	0	0	0	0	0	0	2	0	0	0	0
K00748	2	7	0	14	0	1	0	0	0	2	0	3
K00756	1	113	30	275	0	0	1	0	972	84	0	75
K00757	0	0	0	0	0	0	2	0	0	0	0	0
K00758	0	43	6	78	0	0	1	0	303	26	0	27
K00759	0	48	12	79	1	0	3	3	253	35	0	24
K00760	2	37	5	140	0	0	0	0	340	58	4	24
K00761	0	45	21	117	0	0	0	2	554	37	0	29
K00762	2	50	9	95	0	0	1	2	429	27	2	33
K00763	3	107	23	190	0	0	1	4	978	91	2	62
K00764	2	112	28	268	6	0	2	3	1329	141	2	79
K00765	0	8	0	20	0	0	2	0	0	6	0	5
K00766	0	7	2	21	0	0	0	4	0	8	0	3
K00767	0	71	19	173	0	0	0	0	539	86	0	56
K00768	0	0	0	0	2	0	2	0	0	0	0	0
K00769	0	0	2	12	0	2	0	0	0	1	0	0
K00772	2	64	23	208	1	0	0	0	671	69	2	56
K00773	0	105	20	156	2	2	2	4	698	62	0	71
K00782	0	7	0	16	2	0	0	0	0	7	0	2
K00783	2	34	7	110	2	0	0	0	129	60	1	29
K00784	0	124	29	253	1	3	2	1	1143	106	0	65
K00786	0	57	20	80	2	0	0	0	475	39	0	26
K00788	3	55	9	86	0	6	0	0	318	28	0	16
K00789	4	104	28	246	0	0	4	4	909	105	4	48
K00790	5	248	45	509	1	2	2	4	2134	183	3	112
K00791	0	66	11	187	1	0	1	0	345	53	0	32
K00793	1	4	0	11	0	0	0	0	0	6	0	1
K00794	0	0	1	7	1	0	2	0	0	1	0	3
K00795	0	16	2	34	0	0	0	0	60	10	0	8
K00796	0	8	0	14	0	1	0	1	0	5	1	2
K00797	2	11	0	21	0	2	0	0	0	2	0	2
K00798	0	0	0	1	0	0	0	0	0	0	0	0
K00799	1	2	0	13	0	0	0	2	0	2	0	0
K00800	0	105	31	242	2	0	0	0	1261	103	6	50
K00805	1	0	0	0	0	0	0	1	0	0	0	0
K00806	3	83	13	143	0	0	0	1	481	52	0	39
K00812	2	25	4	53	0	0	2	3	38	12	2	8
K00813	0	1	0	1	0	0	0	0	0	0	0	0
K00817	0	14	0	21	0	1	0	0	0	7	3	3
K00820	4	148	37	325	9	0	1	1	1238	150	0	112
K00821	2	8	0	25	2	0	0	3	0	8	0	4
K00823	0	0	1	0	2	0	0	1	0	0	0	1
K00824	0	1	0	0	0	0	0	0	0	0	0	0
K00826	1	19	2	28	0	1	3	2	2	14	0	1
K00831	0	16	0	26	0	0	0	6	0	20	0	1
K00832	1	30	1	43	2	2	0	0	1	2	3	2
K00833	1	26	5	52	0	0	0	0	0	4	0	7
K00841	6	1	2	0	2	2	2	0	0	0	3	0
K00842	2	1	0	1	0	0	0	0	6	0	0	0
K00845	5	110	26	240	0	1	2	4	907	98	0	91
K00847	2	89	22	225	2	0	0	1	699	60	0	36
K00848	2	240	76	493	3	2	0	3	2072	195	0	115
K00849	4	103	28	204	3	0	1	0	764	94	0	52
K00850	2	96	33	178	0	2	0	0	771	82	2	56
K00851	0	163	36	327	0	0	0	0	1210	134	0	82
K00852	7	38	16	134	0	0	0	2	389	45	0	30
K00853	0	72	29	90	0	0	0	2	585	59	0	60
K00854	5	132	31	286	2	2	0	1	1225	107	0	56
K00856	0	0	0	2	0	0	0	0	0	0	0	0
K00857	0	49	7	77	0	0	0	2	364	33	0	24
K00858	0	64	18	159	2	0	0	0	520	56	0	43
K00859	2	43	9	115	0	0	0	2	406	32	0	12
K00860	0	0	0	0	0	0	0	0	0	1	0	0
K00862	0	1	0	5	0	0	0	0	7	1	0	1
K00863	0	0	0	0	0	2	0	0	0	0	0	0
K00864	15	12	2	15	0	0	0	3	39	3	3	4
K00865	0	113	26	256	0	0	0	4	731	94	1	68
K00867	4	89	20	230	0	0	0	0	551	82	0	33
K00868	1	54	20	112	1	0	0	0	605	43	0	36
K00869	2	51	19	187	0	0	0	0	557	61	3	42
K00873	4	166	30	366	5	2	1	4	1394	94	0	103
K00874	2	83	35	178	1	1	0	2	796	45	0	48
K00875	0	0	0	0	0	0	0	0	2	0	0	0
K00876	4	31	6	74	0	3	2	0	245	29	2	21
K00878	0	64	16	172	0	0	0	2	755	47	0	51
K00879	0	8	3	22	0	2	0	2	85	5	0	1
K00880	2	7	2	25	0	0	0	0	60	5	0	8
K00881	0	0	0	1	0	0	0	0	3	1	0	0
K00882	7	70	14	182	0	0	0	2	737	51	0	45
K00887	0	20	6	59	0	0	0	0	207	35	0	11
K00891	2	24	7	45	0	0	0	2	262	7	0	21
K00895	0	0	0	0	0	2	0	0	0	0	0	0
K00901	0	20	6	59	0	2	0	0	207	35	0	11
K00903	0	2	1	6	0	0	0	0	46	2	0	7
K00912	0	3	0	15	0	0	0	2	0	2	0	3
K00913	0	0	0	1	0	0	0	0	0	1	0	1
K00917	1	64	17	158	1	0	2	0	610	31	0	31
K00919	0	2	0	17	0	2	0	2	0	8	0	7
K00925	10	75	24	158	5	0	0	2	691	72	9	45
K00926	0	92	15	172	2	0	0	0	765	72	5	67
K00927	5	102	23	235	1	0	2	0	941	96	1	77
K00928	5	11	0	14	2	3	2	3	1	16	1	0
K00930	0	6	0	14	2	0	2	0	0	4	0	4
K00931	0	6	0	32	0	2	0	3	0	10	0	5
K00937	2	12	1	25	0	0	0	0	2	10	2	5
K00938	0	97	24	198	0	0	0	0	759	73	0	64
K00939	7	39	14	143	3	0	0	0	488	56	0	36
K00940	0	2	0	15	0	0	0	0	0	3	0	0
K00941	6	131	36	299	2	0	0	0	1292	114	0	88
K00942	0	69	21	168	1	0	0	0	553	80	2	48
K00943	0	42	17	122	2	2	2	1	418	72	0	35
K00945	2	51	11	103	2	0	0	0	263	50	0	32
K00946	0	4	0	11	0	2	0	0	0	6	0	2
K00948	4	124	46	383	4	2	0	4	1595	137	2	109
K00949	0	42	15	100	2	0	0	2	433	49	0	30
K00950	0	6	0	14	1	0	0	0	0	1	0	0
K00951	6	197	55	527	6	2	0	4	1863	212	5	144
K00954	1	36	12	77	1	0	0	0	209	26	0	22
K00955	0	26	0	57	0	0	0	0	0	11	0	4
K00956	0	0	0	0	4	0	0	0	0	0	0	0
K00957	0	5	1	18	2	0	0	0	0	3	0	0
K00958	0	2	0	3	0	0	0	0	13	0	0	4
K00962	1	235	57	465	3	0	2	4	1666	202	0	121
K00963	0	44	13	147	0	0	0	2	528	43	0	34
K00965	0	95	33	286	0	0	3	0	990	89	0	90
K00966	0	0	0	0	0	0	0	1	0	0	0	0
K00968	0	0	0	0	0	0	0	1	0	0	0	3
K00969	0	52	9	155	2	0	2	0	425	43	0	29
K00970	2	11	0	44	0	1	1	0	3	6	0	4
K00971	0	8	0	11	0	2	0	2	0	0	0	0
K00973	1	70	14	186	0	4	0	3	499	39	0	44
K00974	4	81	16	189	0	1	0	2	743	63	0	71
K00975	0	144	34	338	0	0	2	6	1429	163	2	97
K00979	0	12	1	25	0	0	0	1	0	3	0	3
K00980	2	0	0	1	2	0	0	1	0	0	0	3
K00981	2	80	25	143	0	0	2	2	475	62	2	33
K00982	4	2	0	0	2	0	0	0	0	1	0	0
K00986	2	2	0	2	0	2	0	3	0	0	0	0
K00989	2	102	38	215	0	0	0	0	896	92	2	55
K00990	2	20	4	62	0	0	0	2	2	14	0	5
K00991	0	40	7	111	0	0	0	0	326	53	1	20
K00995	3	38	10	115	1	0	0	4	363	36	0	23
K00996	0	1	0	0	0	0	0	1	3	0	0	1
K00997	4	18	5	47	0	0	0	1	130	14	0	6
K01000	0	69	12	154	4	0	2	0	268	54	0	36
K01002	0	0	1	4	0	0	0	0	2	0	0	1
K01006	0	0	0	0	2	2	0	2	0	0	2	0
K01007	0	0	0	0	2	0	2	0	4	0	0	1
K01008	0	0	0	0	0	0	0	0	2	0	0	0
K01012	0	8	0	14	4	0	2	1	2	4	0	0
K01026	0	0	1	0	0	0	1	0	0	0	0	0
K01042	0	0	0	0	1	2	0	0	0	0	1	1
K01048	0	0	1	0	0	0	0	1	0	0	0	0
K01051	0	56	5	165	0	0	0	0	647	40	0	53
K01053	0	6	0	27	0	0	0	0	0	3	0	0
K01055	0	0	0	0	0	0	0	0	0	0	0	1
K01056	1	46	14	87	0	0	0	0	233	55	3	48
K01057	2	20	0	30	0	0	0	2	13	9	0	5
K01060	1	0	0	0	0	0	2	0	0	0	0	0
K01067	0	0	0	0	0	0	0	0	1	0	0	0
K01069	0	60	17	132	0	0	0	0	408	58	1	31
K01070	0	6	0	13	0	0	0	0	0	0	0	3
K01071	0	58	13	119	3	0	0	0	310	24	3	18
K01077	0	0	0	0	2	0	0	3	0	0	0	0
K01079	0	7	0	23	0	0	0	1	0	6	0	0
K01081	1	5	0	3	0	0	0	1	18	2	0	3
K01082	0	3	0	16	0	1	0	0	0	2	0	1
K01089	0	4	0	2	0	0	0	0	0	2	0	0
K01090	0	5	0	14	0	0	0	0	0	2	0	1
K01091	1	5	1	13	2	0	1	0	4	4	0	0
K01092	1	77	19	173	2	0	1	0	414	81	4	34
K01095	0	0	0	0	0	2	0	0	0	0	0	0
K01101	4	36	7	95	0	0	0	0	473	46	0	42
K01104	13	113	31	234	6	0	1	4	970	92	2	57
K01113	0	0	0	0	0	2	0	0	0	0	0	0
K01118	0	22	2	59	0	0	0	2	272	30	0	25
K01119	4	110	26	190	2	0	2	3	721	86	0	76
K01120	0	19	0	22	0	0	0	0	0	2	0	2
K01126	2	82	7	172	0	9	2	0	780	102	0	68
K01129	2	20	0	30	1	1	0	0	2	3	0	3
K01130	0	0	0	1	0	0	0	0	0	0	0	0
K01139	0	8	1	29	1	0	0	0	89	10	5	2
K01142	4	62	11	104	0	2	0	0	241	28	2	30
K01147	2	0	0	0	0	3	0	0	0	0	0	0
K01151	0	78	15	146	3	1	2	2	428	57	0	31
K01153	1	144	15	300	2	0	4	10	127	43	2	28
K01154	0	41	1	92	2	0	0	0	40	20	0	4
K01155	0	0	0	5	1	2	0	0	0	1	0	0
K01156	1	2	7	0	4	0	2	2	0	2	0	28
K01159	0	5	0	6	0	0	0	0	2	2	0	0
K01173	0	6	0	4	0	0	0	0	8	1	0	1
K01175	0	3	0	29	0	0	0	0	0	5	0	1
K01176	1	111	22	283	2	1	2	1	1038	114	0	81
K01179	0	81	28	191	3	0	0	4	864	61	0	47
K01182	0	55	13	83	3	0	0	0	286	26	1	13
K01184	0	2	0	0	0	0	0	0	3	0	0	0
K01185	1	42	9	84	0	0	0	0	288	32	0	28
K01186	0	0	0	0	0	0	0	0	2	0	0	0
K01187	3	60	23	137	0	8	6	1	659	57	2	29
K01188	0	0	0	1	0	0	0	0	2	0	0	0
K01190	4	192	50	497	3	1	8	6	2069	211	1	148
K01191	7	250	53	526	0	3	2	4	2125	177	0	120
K01192	0	0	0	0	0	0	0	2	2	0	0	0
K01193	8	3	0	1	6	0	0	2	1	0	0	1
K01195	0	0	0	0	0	0	1	0	0	0	0	0
K01197	0	0	0	0	1	2	0	0	0	0	0	0
K01198	2	269	43	501	1	0	4	2	2507	200	0	132
K01200	0	0	0	0	2	0	0	2	1	0	0	0
K01201	0	4	0	3	0	0	0	0	8	0	0	2
K01206	3	2	2	0	0	0	0	1	0	1	1	4
K01207	5	169	39	366	0	0	9	2	1796	99	0	85
K01208	2	0	0	2	2	0	1	0	0	0	0	1
K01209	2	322	56	587	2	1	3	7	2496	225	0	143
K01210	0	0	0	0	1	0	0	0	0	0	0	0
K01212	0	22	0	69	0	0	0	0	0	26	0	2
K01213	0	15	5	19	2	0	0	0	104	13	0	0
K01214	0	0	0	0	0	4	0	0	0	0	0	0
K01215	3	5	2	1	0	0	0	0	4	0	0	0
K01218	0	1	0	1	0	0	0	0	0	0	0	0
K01220	0	124	31	356	0	1	0	0	1336	103	0	77
K01223	18	409	113	950	2	5	2	2	3757	344	2	285
K01224	0	3	0	5	0	0	0	1	27	2	0	2
K01226	5	3	2	5	0	0	0	0	23	4	0	2
K01227	3	48	12	83	4	2	0	0	331	35	2	32
K01232	2	0	0	0	0	0	2	0	0	0	1	0
K01239	2	60	16	113	0	0	0	0	564	49	1	33
K01243	1	83	10	106	0	1	0	1	570	44	0	31
K01246	4	1	0	0	0	0	0	0	0	0	0	2
K01247	0	9	0	24	0	0	0	0	0	8	0	4
K01250	0	82	24	196	0	0	0	0	801	87	0	40
K01251	4	13	2	48	0	1	1	0	0	13	3	4
K01255	0	27	0	40	0	0	0	0	2	9	0	4
K01256	11	7	2	5	4	2	0	2	0	0	1	3
K01258	6	89	11	191	1	0	0	1	945	85	0	57
K01259	0	4	0	0	0	4	2	2	4	1	0	0
K01261	0	72	23	210	0	0	0	0	890	82	0	41
K01262	4	70	23	230	1	0	1	4	734	96	3	69
K01265	1	75	18	179	4	0	1	3	631	76	0	38
K01266	6	26	0	18	2	0	0	2	0	3	0	1
K01267	0	0	0	0	0	0	0	2	0	0	0	0
K01269	0	72	23	210	0	0	0	0	890	82	0	41
K01270	0	115	31	283	4	0	4	2	939	125	0	62
