L1	L2	L3	ID	Function	EC	Gene	Count
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00027	Malate dehydrogenase (oxaloacetate-decarboxylating)	1.1.1.38	ME2, sfcA, maeA	96
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00029	Malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)	1.1.1.40	E1.1.1.40, maeB	2
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K00029	Malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)	1.1.1.40	E1.1.1.40, maeB	2
Organismal Systems	Endocrine system	PPAR signaling pathway [PATH:ko03320]	K00029	Malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)	1.1.1.40	E1.1.1.40, maeB	2
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00030	Isocitrate dehydrogenase (NAD+)	1.1.1.41	IDH3	1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00033	6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	PGD, gnd, gntZ	112
Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00033	6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	PGD, gnd, gntZ	112
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00034	Glucose 1-dehydrogenase	1.1.1.47	gdh	28
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	55
Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	55
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	55
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	55
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	55
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00040	Fructuronate reductase	1.1.1.57	uxuB	3
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00041	Tagaturonate reductase	1.1.1.58	uxaB	116
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00042	2-hydroxy-3-oxopropionate reductase	1.1.1.60	garR, glxR	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00046	Gluconate 5-dehydrogenase	1.1.1.69	idnO	30
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00048	Lactaldehyde reductase	1.1.1.77	fucO	103
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00048	Lactaldehyde reductase	1.1.1.77	fucO	103
Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism [PATH:ko00660]	K00052	3-isopropylmalate dehydrogenase	1.1.1.85	leuB, IMDH	15
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K00052	3-isopropylmalate dehydrogenase	1.1.1.85	leuB, IMDH	15
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K00053	Ketol-acid reductoisomerase	1.1.1.86	ilvC	7
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K00053	Ketol-acid reductoisomerase	1.1.1.86	ilvC	7
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K00054	Hydroxymethylglutaryl-CoA reductase	1.1.1.88	mvaA	149
Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K00057	Glycerol-3-phosphate dehydrogenase (NAD(P)+)	1.1.1.94	gpsA	72
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	serA, PHGDH	2
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	serA, PHGDH	2
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	serA, PHGDH	2
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	serA, PHGDH	2
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	25
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	25
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis [PATH:ko00333]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	25
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	25
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00067	DTDP-4-dehydrorhamnose reductase	1.1.1.133	rfbD, rmlD	40
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K00067	DTDP-4-dehydrorhamnose reductase	1.1.1.133	rfbD, rmlD	40
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K00067	DTDP-4-dehydrorhamnose reductase	1.1.1.133	rfbD, rmlD	40
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00075	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	murB	14
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K00075	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	murB	14
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K00075	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	murB	14
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00078	Dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)	1.3.1.20 1.1.1.179	DHDH	1
Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	K00078	Dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)	1.3.1.20 1.1.1.179	DHDH	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00088	IMP dehydrogenase	1.1.1.205	IMPDH, guaB	94
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K00088	IMP dehydrogenase	1.1.1.205	IMPDH, guaB	94
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00088	IMP dehydrogenase	1.1.1.205	IMPDH, guaB	94
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00091	Dihydroflavonol-4-reductase	1.1.1.219	E1.1.1.219	9
Metabolism	Metabolism of cofactors and vitamins	Vitamin B6 metabolism [PATH:ko00750]	K00097	4-hydroxythreonine-4-phosphate dehydrogenase	1.1.1.262	pdxA	12
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K00099	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	dxr	14
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00117	Quinoprotein glucose dehydrogenase	1.1.5.2	gcd	2
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00118	Glucose-fructose oxidoreductase	1.1.99.28	gfo	3
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	5
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	5
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	5
Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	5
Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	5
Metabolism	Metabolism of cofactors and vitamins	Retinol metabolism [PATH:ko00830]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	5
Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation [PATH:ko00625]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	5
Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation [PATH:ko00626]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	5
Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	5
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - cytochrome P450 [PATH:ko00982]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	5
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00132	Acetaldehyde dehydrogenase (acetylating)	1.2.1.10	E1.2.1.10	3
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00132	Acetaldehyde dehydrogenase (acetylating)	1.2.1.10	E1.2.1.10	3
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00133	Aspartate-semialdehyde dehydrogenase	1.2.1.11	asd	6
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00133	Aspartate-semialdehyde dehydrogenase	1.2.1.11	asd	6
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K00133	Aspartate-semialdehyde dehydrogenase	1.2.1.11	asd	6
Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis [PATH:ko00261]	K00133	Aspartate-semialdehyde dehydrogenase	1.2.1.11	asd	6
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	114
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	114
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	114
Human Diseases	Infectious disease: bacterial	Pathogenic Escherichia coli infection [PATH:ko05130]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	114
Human Diseases	Infectious disease: bacterial	Salmonella infection [PATH:ko05132]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	114
Human Diseases	Neurodegenerative disease	Alzheimer disease [PATH:ko05010]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	114
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	114
Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	114
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	114
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00135	Succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00135	Succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD	1
Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K00135	Succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD	1
Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K00135	Succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD	1
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K00135	Succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD	1
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00147	Glutamate-5-semialdehyde dehydrogenase	1.2.1.41	proA	10
Metabolism	Biosynthesis of other secondary metabolites	Carbapenem biosynthesis [PATH:ko00332]	K00147	Glutamate-5-semialdehyde dehydrogenase	1.2.1.41	proA	10
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00158	Pyruvate oxidase	1.2.3.3	E1.2.3.3, poxL	73
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	30
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	30
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	30
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	30
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	30
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	30
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	30
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	34
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	34
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	34
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	34
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	34
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	34
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	34
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00164	2-oxoglutarate dehydrogenase E1 component	1.2.4.2	OGDH, sucA	18
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00166	2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	BCKDHA, bkdA1	18
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00166	2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	BCKDHA, bkdA1	18
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00167	2-oxoisovalerate dehydrogenase E1 component beta subunit	1.2.4.4	BCKDHB, bkdA2	48
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00167	2-oxoisovalerate dehydrogenase E1 component beta subunit	1.2.4.4	BCKDHB, bkdA2	48
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	55
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	55
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis [PATH:ko00333]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	55
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	55
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K00220	Cyclohexadieny/prephenate dehydrogenase	1.3.1.43 1.3.1.12	tyrC	5
Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis [PATH:ko00401]	K00220	Cyclohexadieny/prephenate dehydrogenase	1.3.1.43 1.3.1.12	tyrC	5
Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism [PATH:ko00860]	K00228	Coproporphyrinogen III oxidase	1.3.3.3	CPOX, hemF	1
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K00243	Uncharacterized protein			6
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00254	Dihydroorotate dehydrogenase	1.3.5.2	DHODH, pyrD	2
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	11
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	11
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	11
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00266	Glutamate synthase (NADPH) small chain	1.4.1.13	gltD	9
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00266	Glutamate synthase (NADPH) small chain	1.4.1.13	gltD	9
Metabolism	Metabolism of cofactors and vitamins	Vitamin B6 metabolism [PATH:ko00750]	K00275	Pyridoxamine 5'-phosphate oxidase	1.4.3.5	pdxH, PNPO	7
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00278	L-aspartate oxidase	1.4.3.16	nadB	33
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K00278	L-aspartate oxidase	1.4.3.16	nadB	33
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00284	Glutamate synthase (ferredoxin)	1.4.7.1	GLU, gltS	2
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00284	Glutamate synthase (ferredoxin)	1.4.7.1	GLU, gltS	2
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K00284	Glutamate synthase (ferredoxin)	1.4.7.1	GLU, gltS	2
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00286	Pyrroline-5-carboxylate reductase	1.5.1.2	proC	20
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis [PATH:ko00790]	K00287	Dihydrofolate reductase	1.5.1.3	DHFR, folA	20
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00287	Dihydrofolate reductase	1.5.1.3	DHFR, folA	20
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00287	Dihydrofolate reductase	1.5.1.3	DHFR, folA	20
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00297	Methylenetetrahydrofolate reductase (NADH)	1.5.1.54	metF, MTHFR	1
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00297	Methylenetetrahydrofolate reductase (NADH)	1.5.1.54	metF, MTHFR	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00302	Sarcosine oxidase, subunit alpha	1.5.3.1	soxA	2
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00311	Electron-transferring-flavoprotein dehydrogenase	1.5.5.1	ETFDH	11
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00354	NADPH2 dehydrogenase	1.6.99.1	E1.6.99.1	12
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00364	GMP reductase	1.7.1.7	E1.7.1.7, guaC	37
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00371	Nitrate reductase / nitrite oxidoreductase, beta subunit	1.7.5.1 1.7.99.-	narH, narY, nxrB	4
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00371	Nitrate reductase / nitrite oxidoreductase, beta subunit	1.7.5.1 1.7.99.-	narH, narY, nxrB	4
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K00371	Nitrate reductase / nitrite oxidoreductase, beta subunit	1.7.5.1 1.7.99.-	narH, narY, nxrB	4
Metabolism	Energy metabolism	Sulfur metabolism [PATH:ko00920]	K00381	Sulfite reductase (NADPH) hemoprotein beta-component	1.8.1.2	cysI	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	49
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	49
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	49
