L1	L2	L3	ID	Function	EC	Gene	Count
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00020	3-hydroxyisobutyrate dehydrogenase	1.1.1.31	HIBADH, mmsB	16
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00024	Malate dehydrogenase	1.1.1.37	mdh	2
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00024	Malate dehydrogenase	1.1.1.37	mdh	2
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00024	Malate dehydrogenase	1.1.1.37	mdh	2
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K00024	Malate dehydrogenase	1.1.1.37	mdh	2
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00024	Malate dehydrogenase	1.1.1.37	mdh	2
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00024	Malate dehydrogenase	1.1.1.37	mdh	2
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00024	Malate dehydrogenase	1.1.1.37	mdh	2
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00027	Malate dehydrogenase (oxaloacetate-decarboxylating)	1.1.1.38	ME2, sfcA, maeA	434
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00027	Malate dehydrogenase (oxaloacetate-decarboxylating)	1.1.1.38	ME2, sfcA, maeA	434
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00033	6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	PGD, gnd, gntZ	678
Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00033	6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	PGD, gnd, gntZ	678
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00034	Glucose 1-dehydrogenase	1.1.1.47	gdh	54
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	241
Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	241
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	241
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	241
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	241
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00040	Fructuronate reductase	1.1.1.57	uxuB	15
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00041	Tagaturonate reductase	1.1.1.58	uxaB	452
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00042	2-hydroxy-3-oxopropionate reductase	1.1.1.60	garR, glxR	12
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00046	Gluconate 5-dehydrogenase	1.1.1.69	idnO	141
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00048	Lactaldehyde reductase	1.1.1.77	fucO	520
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00048	Lactaldehyde reductase	1.1.1.77	fucO	520
Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism [PATH:ko00660]	K00052	3-isopropylmalate dehydrogenase	1.1.1.85	leuB, IMDH	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K00052	3-isopropylmalate dehydrogenase	1.1.1.85	leuB, IMDH	1
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K00054	Hydroxymethylglutaryl-CoA reductase	1.1.1.88	mvaA	620
Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K00057	Glycerol-3-phosphate dehydrogenase (NAD(P)+)	1.1.1.94	gpsA	300
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	185
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	185
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis [PATH:ko00333]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	185
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	185
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00067	DTDP-4-dehydrorhamnose reductase	1.1.1.133	rfbD, rmlD	74
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K00067	DTDP-4-dehydrorhamnose reductase	1.1.1.133	rfbD, rmlD	74
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K00067	DTDP-4-dehydrorhamnose reductase	1.1.1.133	rfbD, rmlD	74
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00075	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	murB	89
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K00075	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	murB	89
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K00075	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	murB	89
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00078	Dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)	1.3.1.20 1.1.1.179	DHDH	10
Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	K00078	Dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)	1.3.1.20 1.1.1.179	DHDH	10
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00088	IMP dehydrogenase	1.1.1.205	IMPDH, guaB	470
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K00088	IMP dehydrogenase	1.1.1.205	IMPDH, guaB	470
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00088	IMP dehydrogenase	1.1.1.205	IMPDH, guaB	470
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00132	Acetaldehyde dehydrogenase (acetylating)	1.2.1.10	E1.2.1.10	3
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00132	Acetaldehyde dehydrogenase (acetylating)	1.2.1.10	E1.2.1.10	3
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	746
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	746
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	746
Human Diseases	Infectious disease: bacterial	Pathogenic Escherichia coli infection [PATH:ko05130]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	746
Human Diseases	Infectious disease: bacterial	Salmonella infection [PATH:ko05132]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	746
Human Diseases	Neurodegenerative disease	Alzheimer disease [PATH:ko05010]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	746
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	746
Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	746
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	746
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00135	Succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00135	Succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD	1
Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K00135	Succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD	1
Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K00135	Succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD	1
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K00135	Succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	gabD	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00158	Pyruvate oxidase	1.2.3.3	E1.2.3.3, poxL	402
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	28
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	28
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	28
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	28
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	28
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	28
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	28
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	107
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	107
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	107
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	107
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	107
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	107
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	107
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00164	2-oxoglutarate dehydrogenase E1 component	1.2.4.2	OGDH, sucA	2
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00166	2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	BCKDHA, bkdA1	106
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00166	2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	BCKDHA, bkdA1	106
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00167	2-oxoisovalerate dehydrogenase E1 component beta subunit	1.2.4.4	BCKDHB, bkdA2	255
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00167	2-oxoisovalerate dehydrogenase E1 component beta subunit	1.2.4.4	BCKDHB, bkdA2	255
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	204
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	204
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis [PATH:ko00333]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	204
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	204
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K00243	Uncharacterized protein			11
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	7
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	7
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	7
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00278	L-aspartate oxidase	1.4.3.16	nadB	175
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K00278	L-aspartate oxidase	1.4.3.16	nadB	175
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00281	Glycine dehydrogenase	1.4.4.2	GLDC, gcvP	2
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00281	Glycine dehydrogenase	1.4.4.2	GLDC, gcvP	2
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00286	Pyrroline-5-carboxylate reductase	1.5.1.2	proC	114
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis [PATH:ko00790]	K00287	Dihydrofolate reductase	1.5.1.3	DHFR, folA	67
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00287	Dihydrofolate reductase	1.5.1.3	DHFR, folA	67
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00287	Dihydrofolate reductase	1.5.1.3	DHFR, folA	67
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00311	Electron-transferring-flavoprotein dehydrogenase	1.5.5.1	ETFDH	4
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00344	NADPH:quinone reductase	1.6.5.5	qor, CRYZ	4
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00354	NADPH2 dehydrogenase	1.6.99.1	E1.6.99.1	82
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00364	GMP reductase	1.7.1.7	E1.7.1.7, guaC	211
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	241
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	241
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	241
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	241
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	241
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	241
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	241
Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	241
Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	241
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	241
Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K00384	Thioredoxin reductase (NADPH)	1.8.1.9	trxB, TRR	288
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00410	Ubiquinol-cytochrome c reductase cytochrome b/c1 subunit		fbcH	2
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00410	Ubiquinol-cytochrome c reductase cytochrome b/c1 subunit		fbcH	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00526	Ribonucleoside-diphosphate reductase beta chain	1.17.4.1	E1.17.4.1B, nrdB, nrdF	9
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00526	Ribonucleoside-diphosphate reductase beta chain	1.17.4.1	E1.17.4.1B, nrdB, nrdF	9
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K00526	Ribonucleoside-diphosphate reductase beta chain	1.17.4.1	E1.17.4.1B, nrdB, nrdF	9
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	2.1.1.14	metE	1
Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	2.1.1.14	metE	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00554	TRNA (guanine37-N1)-methyltransferase	2.1.1.228	trmD	377
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00560	Thymidylate synthase	2.1.1.45	thyA, TYMS	406
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00560	Thymidylate synthase	2.1.1.45	thyA, TYMS	406
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00560	Thymidylate synthase	2.1.1.45	thyA, TYMS	406
Genetic Information Processing	Folding, sorting and degradation	Sulfur relay system [PATH:ko04122]	K00566	TRNA-uridine 2-sulfurtransferase	2.8.1.13	mnmA, trmU	225
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00566	TRNA-uridine 2-sulfurtransferase	2.8.1.13	mnmA, trmU	225
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K00567	Methylated-DNA-[protein]-cysteine S-methyltransferase	2.1.1.63	ogt, MGMT	68
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00574	Cyclopropane-fatty-acyl-phospholipid synthase	2.1.1.79	cfa	208
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	611
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	611
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	611
Metabolism	Metabolism of other amino acids	Cyanoamino acid metabolism [PATH:ko00460]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	611
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	611
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00600	Glycine hydroxymethyltransferase	2.1.2.1	glyA, SHMT	611
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	716
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	716
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	716
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	716
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00604	Methionyl-tRNA formyltransferase	2.1.2.9	MTFMT, fmt	114
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K00604	Methionyl-tRNA formyltransferase	2.1.2.9	MTFMT, fmt	114
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00609	Aspartate carbamoyltransferase catalytic subunit	2.1.3.2	pyrB, PYR2	146
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00609	Aspartate carbamoyltransferase catalytic subunit	2.1.3.2	pyrB, PYR2	146
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K00611	Ornithine carbamoyltransferase	2.1.3.3	OTC, argF, argI	283
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00615	Transketolase	2.2.1.1	E2.2.1.1, tktA, tktB	497
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K00615	Transketolase	2.2.1.1	E2.2.1.1, tktA, tktB	497
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of ansamycins [PATH:ko01051]	K00615	Transketolase	2.2.1.1	E2.2.1.1, tktA, tktB	497
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K00620	Glutamate N-acetyltransferase / amino-acid N-acetyltransferase	2.3.1.35 2.3.1.1	argJ	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00625	Phosphate acetyltransferase	2.3.1.8	E2.3.1.8, pta	25
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00625	Phosphate acetyltransferase	2.3.1.8	E2.3.1.8, pta	25
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00625	Phosphate acetyltransferase	2.3.1.8	E2.3.1.8, pta	25
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00625	Phosphate acetyltransferase	2.3.1.8	E2.3.1.8, pta	25
Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism [PATH:ko00430]	K00625	Phosphate acetyltransferase	2.3.1.8	E2.3.1.8, pta	25
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	154
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00626	Acetyl-CoA C-acetyltransferase	2.3.1.9	ACAT, atoB	154
