ID	Function	Gene	Count
TIGR00233	tryptophan--tRNA ligase	trpS	8
TIGR00234	tyrosine--tRNA ligase	tyrS	19
TIGR00235	uridine kinase	udk	37
TIGR00236	UDP-N-acetylglucosamine 2-epimerase		67
TIGR00237	exodeoxyribonuclease VII, large subunit	xseA	45
TIGR00239	oxoglutarate dehydrogenase (succinyl-transferring), E1 component	sucA	8
TIGR00242	division/cell wall cluster transcriptional repressor MraZ	mraZ	4
TIGR00243	1-deoxy-D-xylulose 5-phosphate reductoisomerase	dxr	3
TIGR00244	transcriptional regulator NrdR	nrdR	32
TIGR00245	TIGR00245 family protein		15
TIGR00246	rRNA large subunit m3Psi methyltransferase RlmH	rlmH	4
TIGR00247	conserved hypothetical protein, YceG family		2
TIGR00253	putative RNA-binding protein, YhbY family		6
TIGR00256	D-tyrosyl-tRNA(Tyr) deacylase	dtd	13
TIGR00257	uncharacterized protein, YigZ family		15
TIGR00263	tryptophan synthase, beta subunit	trpB	17
TIGR00273	iron-sulfur cluster-binding protein		3
TIGR00274	N-acetylmuramic acid 6-phosphate etherase	murQ	70
TIGR00275	flavoprotein, HI0933 family		2
TIGR00278	putative membrane protein insertion efficiency factor	yidD	11
TIGR00282	metallophosphoesterase, MG_246/BB_0505 family		31
TIGR00330	fructose-1,6-bisphosphatase, class II	glpX	2
TIGR00331	heat-inducible transcription repressor HrcA	hrcA	22
TIGR00334	ribonuclease M5	rnmV	2
TIGR00336	orotate phosphoribosyltransferase	pyrE	5
TIGR00337	CTP synthase	pyrG	103
TIGR00342	tRNA sulfurtransferase ThiI	thiI	14
TIGR00344	alanine--tRNA ligase	alaS	51
TIGR00348	type I site-specific deoxyribonuclease, HsdR family	hsdR	5
TIGR00353	cytochrome c-type biogenesis protein CcmF	ccmF	3
TIGR00355	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	purH	58
TIGR00357	methionine-R-sulfoxide reductase	msrB	68
TIGR00359	PTS system, cellobiose-specific IIC component	celB	46
TIGR00362	chromosomal replication initiator protein DnaA	dnaA	66
TIGR00365	monothiol glutaredoxin, Grx4 family	grxD	8
TIGR00368	Mg chelatase-like protein		7
TIGR00382	ATP-dependent Clp protease, ATP-binding subunit ClpX	clpX	113
TIGR00388	glycine--tRNA ligase, alpha subunit	glyQ	62
TIGR00390	ATP-dependent protease HslVU, ATPase subunit	hslU	112
TIGR00392	isoleucine--tRNA ligase	ileS	90
TIGR00393	sugar isomerase, KpsF/GutQ family		3
TIGR00394	PTS system, lactose-specific IIC component		67
TIGR00396	leucine--tRNA ligase	leuS	209
TIGR00398	methionine--tRNA ligase	metG	24
TIGR00399	methionine--tRNA ligase, beta subunit	metG	13
TIGR00401	peptide-methionine (S)-S-oxide reductase	msrA	24
TIGR00406	ribosomal protein L11 methyltransferase	prmA	20
TIGR00407	glutamate-5-semialdehyde dehydrogenase	proA	1
TIGR00409	proline--tRNA ligase	proS	70
TIGR00410	PTS system, lactose/cellobiose family IIC component		46
TIGR00414	serine--tRNA ligase	serS	249
TIGR00416	DNA repair protein RadA	radA	104
TIGR00417	spermidine synthase	speE	1
TIGR00418	threonine--tRNA ligase	thrS	60
TIGR00420	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	trmU	48
TIGR00422	valine--tRNA ligase	valS	216
TIGR00426	competence protein ComEA helix-hairpin-helix repeat region		13
TIGR00430	tRNA-guanine transglycosylase	tgt	52
TIGR00431	tRNA pseudouridine(55) synthase	truB	1
TIGR00433	biotin synthase	bioB	4
TIGR00435	cysteine--tRNA ligase	cysS	60
TIGR00436	GTP-binding protein Era	era	27
TIGR00437	ferrous iron transport protein B	feoB	45
TIGR00442	histidine--tRNA ligase	hisS	47
TIGR00445	phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY	24
TIGR00447	aminoacyl-tRNA hydrolase	pth	19
TIGR00449	tRNA-guanine family transglycosylase		3
TIGR00450	tRNA modification GTPase TrmE	trmE	60
TIGR00455	adenylyl-sulfate kinase	cysC	4
TIGR00456	arginine--tRNA ligase	argS	5
TIGR00457	asparagine--tRNA ligase	asnS	82
TIGR00459	aspartate--tRNA ligase	aspS	105
TIGR00460	methionyl-tRNA formyltransferase	fmt	8
TIGR00462	EF-P lysine aminoacylase GenX		6
TIGR00464	glutamate--tRNA ligase	gltX	66
TIGR00465	ketol-acid reductoisomerase	ilvC	4
TIGR00468	phenylalanine--tRNA ligase, alpha subunit	pheS	30
TIGR00472	phenylalanine--tRNA ligase, beta subunit	pheT	31
TIGR00478	TlyA family rRNA methyltransferase/putative hemolysin		24
TIGR00479	23S rRNA (uracil-5-)-methyltransferase RumA	rumA	17
TIGR00484	translation elongation factor G	fusA	356
TIGR00485	translation elongation factor Tu	tuf	263
TIGR00487	translation initiation factor IF-2	infB	108
TIGR00492	alanine racemase	alr	7
TIGR00493	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP	clpP	65
TIGR00496	ribosome recycling factor	frr	35
TIGR00498	repressor LexA	lexA	5
TIGR00499	lysine--tRNA ligase	lysS	95
TIGR00500	methionine aminopeptidase, type I	map	7
TIGR00502	glucosamine-6-phosphate deaminase	nagB	4
TIGR00503	peptide chain release factor 3	prfC	98
TIGR00504	pyroglutamyl-peptidase I	pcp	44
TIGR00505	GTP cyclohydrolase II	ribA	2
TIGR00506	3,4-dihydroxy-2-butanone-4-phosphate synthase	ribB	3
TIGR00508	adenosylmethionine-8-amino-7-oxononanoate transaminase	bioA	7
TIGR00510	lipoyl synthase	lipA	2
TIGR00513	acetyl-CoA carboxylase, carboxyl transferase, alpha subunit	accA	95
TIGR00514	acetyl-CoA carboxylase, biotin carboxylase subunit	accC	119
TIGR00515	acetyl-CoA carboxylase, carboxyl transferase, beta subunit	accD	53
TIGR00517	acyl carrier protein	acpP	4
TIGR00520	L-asparaginase, type II		1
TIGR00521	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase	coaBC	2
TIGR00531	acetyl-CoA carboxylase, biotin carboxyl carrier protein	accB	11
TIGR00532	hydroxymethylglutaryl-CoA reductase, degradative		17
TIGR00539	putative oxygen-independent coproporphyrinogen III oxidase		7
TIGR00545	lipoyltransferase and lipoate-protein ligase		35
TIGR00546	apolipoprotein N-acyltransferase	lnt	1
TIGR00549	mevalonate kinase	mvk	5
TIGR00550	quinolinate synthetase complex, A subunit	nadA	28
TIGR00551	L-aspartate oxidase	nadB	27
TIGR00552	NAD+ synthetase	nadE	7
TIGR00553	aminodeoxychorismate synthase, component I	pabB	1
TIGR00554	pantothenate kinase	coaA	57
TIGR00557	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	pdxA	3
TIGR00558	pyridoxamine 5'-phosphate oxidase	pdxH	5
TIGR00560	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA	4
TIGR00563	16S rRNA (cytosine(967)-C(5))-methyltransferase	rsmB	17
TIGR00564	anthranilate synthase component I	trpE	10
TIGR00566	glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase		2
TIGR00575	DNA ligase, NAD-dependent	ligA	56
TIGR00577	DNA-formamidopyrimidine glycosylase	mutM	9
TIGR00580	transcription-repair coupling factor	mfd	200
TIGR00585	DNA mismatch repair protein MutL	mutL	42
TIGR00586	mutator mutT protein		1
TIGR00587	apurinic endonuclease (APN1)		19
TIGR00589	methylated-DNA--[protein]-cysteine S-methyltransferase		13
TIGR00593	DNA polymerase I	polA	144
TIGR00594	DNA polymerase III, alpha subunit	dnaE	63
TIGR00595	primosomal protein N'	priA	78
TIGR00608	DNA repair protein RadC		18
TIGR00611	DNA replication and repair protein RecF	recF	23
TIGR00612	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	ispG	1
TIGR00615	recombination protein RecR	recR	21
TIGR00618	exonuclease SbcC		18
TIGR00619	exonuclease SbcCD, D subunit	sbcD	9
TIGR00621	single-stranded DNA-binding protein	ssb	45
TIGR00628	uracil-DNA glycosylase	ung	34
TIGR00630	excinuclease ABC subunit A	uvrA	233
TIGR00631	excinuclease ABC subunit B	uvrB	214
TIGR00633	exodeoxyribonuclease III (xth)		3
TIGR00634	DNA repair protein RecN	recN	30
TIGR00635	Holliday junction DNA helicase RuvB	ruvB	108
TIGR00639	phosphoribosylglycinamide formyltransferase	purN	19
TIGR00643	ATP-dependent DNA helicase RecG	recG	134
TIGR00644	single-stranded-DNA-specific exonuclease RecJ	recJ	22
TIGR00647	DNA-binding protein WhiA	whiA	17
TIGR00648	recombination protein U	recU	25
TIGR00649	beta-CASP ribonuclease, RNase J family		60
TIGR00651	phosphate acetyltransferase	pta	12
TIGR00652	diaminopimelate epimerase	dapF	1
TIGR00653	glutamine synthetase, type I	glnA	85
TIGR00658	ornithine carbamoyltransferase	argF	50
TIGR00665	replicative DNA helicase	dnaB	76
TIGR00670	aspartate carbamoyltransferase	pyrB	13
TIGR00674	4-hydroxy-tetrahydrodipicolinate synthase	dapA	2
TIGR00676	methylenetetrahydrofolate reductase [NAD(P)H]	metF	1
TIGR00678	DNA polymerase III, delta' subunit	holB	9
TIGR00679	HPr(Ser) kinase/phosphatase	hprK	48
TIGR00691	RelA/SpoT family protein		127
TIGR00693	thiamine-phosphate diphosphorylase	thiE	2
TIGR00694	hydroxyethylthiazole kinase	thiM	8
TIGR00695	mannonate dehydratase	uxuA	30
TIGR00707	transaminase, acetylornithine/succinylornithine family		3
TIGR00717	ribosomal protein bS1	rpsA	9
TIGR00718	L-serine dehydratase, iron-sulfur-dependent, alpha subunit	sdaAA	116
TIGR00719	L-serine dehydratase, iron-sulfur-dependent, beta subunit	sdaAB	42
TIGR00720	L-serine ammonia-lyase		9
TIGR00732	DNA protecting protein DprA	dprA	2
TIGR00735	imidazoleglycerol phosphate synthase, cyclase subunit	hisF	2
TIGR00737	putative TIM-barrel protein, nifR3 family		57
TIGR00744	ROK family protein (putative glucokinase)		21
TIGR00746	carbamate kinase	arcC	52
TIGR00747	3-oxoacyl-[acyl-carrier-protein] synthase III	fabH	3
TIGR00753	undecaprenyl-diphosphatase UppP	uppP	1
TIGR00754	bacterioferritin	bfr	2
TIGR00755	ribosomal RNA small subunit methyltransferase A	rsmA	9
TIGR00757	ribonuclease, Rne/Rng family		5
TIGR00760	L-ribulose-5-phosphate 4-epimerase	araD	74
TIGR00763	endopeptidase La	lon	11
TIGR00767	transcription termination factor Rho	rho	137
TIGR00783	citrate carrier protein, CCS family		7
TIGR00790	formate/nitrite transporter	fnt	5
TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter	gph	13
TIGR00794	potassium uptake protein	kup	3
TIGR00796	branched-chain amino acid transport system II carrier protein	brnQ	10
TIGR00801	uracil-xanthine permease		12
TIGR00804	nucleoside transporter, NupC family		15
TIGR00822	PTS system, mannose/fructose/sorbose family, IIC component		18
TIGR00823	PTS system, lactose-specific IIa component	lacF	2
TIGR00828	PTS system, mannose/fructose/sorbose family, IID component		83
TIGR00829	PTS system, Fru family, IIB component		34
TIGR00830	PTS system, glucose subfamily, IIA component	ptbA	5
TIGR00836	ammonium transporter	amt	1
TIGR00838	argininosuccinate lyase	argH	6
TIGR00848	PTS system, fructose subfamily, IIA component	fruA	7
TIGR00854	PTS system, mannose/fructose/sorbose family, IIB component		13
TIGR00855	ribosomal protein bL12	rplL	14
TIGR00857	dihydroorotase, multifunctional complex type	pyrC	32
TIGR00858	8-amino-7-oxononanoate synthase	bioF	3
TIGR00871	glucose-6-phosphate dehydrogenase	zwf	54
TIGR00872	6-phosphogluconate dehydrogenase (decarboxylating)	gnd	6
TIGR00873	6-phosphogluconate dehydrogenase (decarboxylating)	gnd	97
TIGR00877	phosphoribosylamine--glycine ligase	purD	19
TIGR00878	phosphoribosylformylglycinamidine cyclo-ligase	purM	46
TIGR00884	GMP synthase (glutamine-hydrolyzing), C-terminal domain	guaA	75
TIGR00888	GMP synthase (glutamine-hydrolyzing), N-terminal domain	guaA	33
TIGR00904	cell shape determining protein, MreB/Mrl family		15
TIGR00909	amino acid transporter		2
TIGR00915	RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family		7
TIGR00922	transcription termination/antitermination factor NusG	nusG	5
TIGR00924	amino acid/peptide transporter (Peptide:H+ symporter)		1
TIGR00928	adenylosuccinate lyase	purB	51
TIGR00931	Na+/H+ antiporter NhaC	nhaC	3
TIGR00935	arsenite/antimonite efflux pump membrane protein	arsB	2
TIGR00936	adenosylhomocysteinase	ahcY	18
TIGR00938	homoserine kinase	thrB	3
TIGR00952	ribosomal protein uS15	rpsO	23
TIGR00959	signal recognition particle protein	ffh	80
TIGR00962	ATP synthase F1, alpha subunit	atpA	206
TIGR00963	preprotein translocase, SecA subunit	secA	153
TIGR00964	preprotein translocase, SecE subunit	secE	11
TIGR00965	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	dapD	6
TIGR00966	protein-export membrane protein SecF	secF	1
TIGR00967	preprotein translocase, SecY subunit	secY	38
TIGR00972	phosphate ABC transporter, ATP-binding protein	pstB	133
TIGR00973	2-isopropylmalate synthase	leuA	5
TIGR00974	phosphate ABC transporter, permease protein PstA	pstA	25
TIGR00975	phosphate ABC transporter, phosphate-binding protein PstS	pstS	8
TIGR00979	fumarate hydratase, class II	fumC	5
TIGR00981	ribosomal protein uS12	rpsL	58
TIGR00988	integration host factor, beta subunit	ihfB	6
TIGR01003	phosphocarrier, HPr family		15
TIGR01007	capsular exopolysaccharide family		8
TIGR01009	ribosomal protein uS3	rpsC	43
TIGR01011	ribosomal protein uS2	rpsB	81
TIGR01017	ribosomal protein uS4	rpsD	17
TIGR01021	ribosomal protein uS5	rpsE	38
TIGR01022	ribosomal protein bL36	rpmJ	5
TIGR01023	ribosomal protein bL33	rpmG	2
TIGR01024	ribosomal protein bL19	rplS	23
TIGR01027	glutamate 5-kinase	proB	2
TIGR01029	ribosomal protein uS7	rpsG	55
TIGR01030	ribosomal protein bL34	rpmH	8
TIGR01031	ribosomal protein bL32	rpmF	10
TIGR01032	ribosomal protein bL20	rplT	33
TIGR01033	DNA-binding regulatory protein, YebC/PmpR family		49
TIGR01034	methionine adenosyltransferase	metK	97
TIGR01036	dihydroorotate dehydrogenase (fumarate)	pyrD	2
TIGR01037	dihydroorotate dehydrogenase family protein		42
TIGR01039	ATP synthase F1, beta subunit	atpD	169
TIGR01044	ribosomal protein uL22	rplV	48
TIGR01048	diaminopimelate decarboxylase	lysA	3
TIGR01049	ribosomal protein uS10	rpsJ	40
TIGR01050	ribosomal protein uS19	rpsS	49
TIGR01051	DNA topoisomerase I	topA	92
TIGR01055	DNA topoisomerase IV, B subunit	parE	9
TIGR01056	DNA topoisomerase III	topB	26
TIGR01058	DNA topoisomerase IV, B subunit	parE	209
TIGR01059	DNA gyrase, B subunit	gyrB	229
TIGR01060	phosphopyruvate hydratase	eno	87
TIGR01061	DNA topoisomerase IV, A subunit	parC	123
TIGR01062	DNA topoisomerase IV, A subunit	parC	2
TIGR01063	DNA gyrase, A subunit	gyrA	187
TIGR01064	pyruvate kinase	pyk	79
TIGR01066	ribosomal protein uL13	rplM	28
TIGR01067	ribosomal protein uL14	rplN	36
TIGR01068	thioredoxin	trxA	5
TIGR01069	MutS2 family protein		67
TIGR01070	DNA mismatch repair protein MutS	mutS	139
TIGR01071	ribosomal protein uL15	rplO	25
TIGR01072	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA	75
TIGR01073	ATP-dependent DNA helicase PcrA	pcrA	148
TIGR01078	arginine deiminase	arcA	45
TIGR01079	ribosomal protein uL24	rplX	5
TIGR01082	UDP-N-acetylmuramate--L-alanine ligase	murC	15
TIGR01083	endonuclease III	nth	9
TIGR01084	A/G-specific adenine glycosylase	mutY	57
TIGR01085	UDP-N-acetylmuramyl-tripeptide synthetase	murE	2
TIGR01087	UDP-N-acetylmuramoylalanine--D-glutamate ligase	murD	1
TIGR01088	3-dehydroquinate dehydratase, type II	aroQ	3
TIGR01090	adenine phosphoribosyltransferase	apt	24
TIGR01091	uracil phosphoribosyltransferase	upp	12
TIGR01093	3-dehydroquinate dehydratase, type I	aroD	3
TIGR01097	phosphonate ABC transporter, permease protein PhnE	phnE	33
TIGR01099	UTP--glucose-1-phosphate uridylyltransferase	galU	29
TIGR01116	calcium-translocating P-type ATPase, SERCA-type		30
TIGR01118	galactose-6-phosphate isomerase, LacA subunit	lacA	65
TIGR01119	galactose-6-phosphate isomerase, LacB subunit	lacB	66
TIGR01123	branched-chain amino acid aminotransferase	ilvE	3
TIGR01127	threonine ammonia-lyase	ilvA	3
TIGR01129	protein-export membrane protein SecD	secD	1
TIGR01133	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	murG	4
TIGR01134	amidophosphoribosyltransferase	purF	8
TIGR01135	glutamine-fructose-6-phosphate transaminase (isomerizing)	glmS	35
TIGR01136	cysteine synthase		6
TIGR01139	cysteine synthase A	cysK	3
TIGR01141	histidinol-phosphate transaminase	hisC	1
TIGR01143	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF	17
TIGR01146	ATP synthase F1, gamma subunit	atpG	17
TIGR01161	phosphoribosylaminoimidazole carboxylase, ATPase subunit	purK	20
TIGR01162	phosphoribosylaminoimidazole carboxylase, catalytic subunit	purE	13
TIGR01163	ribulose-phosphate 3-epimerase	rpe	27
TIGR01164	ribosomal protein uL16	rplP	44
TIGR01169	ribosomal protein uL1	rplA	94
TIGR01171	ribosomal protein uL2	rplB	140
TIGR01172	serine O-acetyltransferase	cysE	3
TIGR01173	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	glmU	62
TIGR01179	UDP-glucose 4-epimerase GalE	galE	33
TIGR01180	putative alpha-1,2-mannosidase		14
TIGR01181	dTDP-glucose 4,6-dehydratase	rfbB	55
TIGR01186	glycine betaine/L-proline transport ATP binding subunit	proV	71
TIGR01187	polyamine ABC transporter, ATP-binding protein		84
TIGR01188	daunorubicin resistance ABC transporter, ATP-binding protein		11
TIGR01191	heme exporter protein CcmC	ccmC	8
TIGR01192	glucan exporter ATP-binding protein		5
TIGR01196	phosphogluconate dehydratase	edd	10
TIGR01197	metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family		12
TIGR01203	hypoxanthine phosphoribosyltransferase	hpt	22
TIGR01205	D-alanine--D-alanine ligase		20
TIGR01207	glucose-1-phosphate thymidylyltransferase	rfbA	107
TIGR01212	radical SAM protein, TIGR01212 family		25
TIGR01214	dTDP-4-dehydrorhamnose reductase	rfbD	19
TIGR01220	phosphomevalonate kinase		89
TIGR01221	dTDP-4-dehydrorhamnose 3,5-epimerase	rfbC	33
TIGR01222	septum site-determining protein MinC	minC	2
TIGR01231	tagatose-6-phosphate kinase	lacC	57
TIGR01232	tagatose 1,6-diphosphate aldolase	lacD	114
TIGR01233	6-phospho-beta-galactosidase	lacG	149
TIGR01238	delta-1-pyrroline-5-carboxylate dehydrogenase		5
TIGR01239	galactose-1-phosphate uridylyltransferase	galT	133
TIGR01240	diphosphomevalonate decarboxylase	mvaD	40
TIGR01241	ATP-dependent metallopeptidase HflB	hflB	141
TIGR01246	succinyl-diaminopimelate desuccinylase	dapE	3
TIGR01251	ribose-phosphate diphosphokinase	prs	91
TIGR01252	alpha-acetolactate decarboxylase	budA	3
TIGR01255	formate acetyltransferase	pflB	78
TIGR01258	phosphoglycerate mutase 1 family		86
TIGR01259	comEA protein		5
TIGR01260	ATP synthase F0, C subunit	atpE	10
TIGR01265	tyrosine/nicotianamine family aminotransferase		1
TIGR01274	1-aminocyclopropane-1-carboxylate deaminase		1
TIGR01280	exodeoxyribonuclease VII, small subunit	xseB	7
TIGR01292	thioredoxin-disulfide reductase	trxB	26
TIGR01296	aspartate-semialdehyde dehydrogenase	asd	2
TIGR01302	inosine-5'-monophosphate dehydrogenase	guaB	103
TIGR01306	guanosine monophosphate reductase	guaC	107
TIGR01308	ribosomal protein uL30	rpmD	17
TIGR01311	glycerol kinase	glpK	2
TIGR01312	xylulokinase	xylB	26
TIGR01313	carbohydrate kinase, thermoresistant glucokinase family		1
TIGR01314	gluconate kinase	gntK	118
TIGR01317	glutamate synthase, NADH/NADPH, small subunit	gltD	4
TIGR01318	glutamate synthase, small subunit		2
TIGR01324	cystathionine beta-lyase	metC	2
TIGR01325	O-succinylhomoserine sulfhydrylase	metZ	4
TIGR01326	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase		11
TIGR01340	aconitate hydratase, mitochondrial		1
TIGR01341	aconitate hydratase 1	acnA	12
TIGR01347	dihydrolipoyllysine-residue succinyltransferase, E2 component of oxoglutarate dehydrogenase (succinyl-transferring) complex	sucB	10
TIGR01348	dihydrolipoyllysine-residue acetyltransferase	aceF	1
TIGR01349	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase		7
TIGR01350	dihydrolipoyl dehydrogenase	lpdA	17
TIGR01351	adenylate kinase		36
TIGR01353	putative dGTPase	dgt	2
TIGR01354	cytidine deaminase	cdd	11
TIGR01357	3-dehydroquinate synthase	aroB	46
TIGR01358	3-deoxy-7-phosphoheptulonate synthase		1
TIGR01361	3-deoxy-7-phosphoheptulonate synthase	aroF	81
TIGR01362	3-deoxy-8-phosphooctulonate synthase	kdsA	2
TIGR01365	phosphoserine aminotransferase		4
TIGR01368	carbamoyl-phosphate synthase, small subunit	carA	78
TIGR01369	carbamoyl-phosphate synthase, large subunit	carB	175
TIGR01371	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	metE	23
TIGR01372	sarcosine oxidase, alpha subunit family		2
TIGR01380	glutathione synthase	gshB	2
TIGR01386	heavy metal sensor kinase		8
TIGR01387	heavy metal response regulator		1
TIGR01388	ribonuclease D	rnd	2
TIGR01389	ATP-dependent DNA helicase RecQ	recQ	56
TIGR01391	DNA primase	dnaG	19
TIGR01392	homoserine O-acetyltransferase	metX	3
TIGR01393	elongation factor 4	lepA	216
