L1	ID	Function	EC	UNIPROT ID	Count
Virus protein with function beneficial for the host	VOG00580	RNA polymerase sigma factor RpoD		RPOD_ECOLI	1
Virus replication	VOG02518	Thymidylate synthase		TYSY_BPT4	2
Virus protein with function beneficial for the host	VOG05160	Glutamine--tRNA ligase		SYQ_KLEP3	1
Virus protein with function beneficial for the host	VOG12011	DNA topoisomerase 2-alpha		TOP2A_CRIGR	2
Virus protein with function beneficial for the host	VOG17654	Glucose-1-phosphate thymidylyltransferase		RMLA_YEREN	2
Virus protein with function beneficial for the host	VOG50974	ATP-dependent Clp protease ATP-binding subunit ClpA		CLPA_ECOLI	4
