L1	ID	Function	EC	FUN_ID	Count
Glycoside hydrolase	GH32	invertase	3.2.1.26	GH	1
Glycoside hydrolase	GH36	alpha-galactosidase	3.2.1.22	GH	2
Glycoside hydrolase	GH77	amylomaltase or 4-alpha-glucanotransferase	2.4.1.25	GH	2
