ID	Function	Source	Count
PRK05458.1	GMP reductase	PRK05458	19
PRK05469.1	tripeptide aminopeptidase PepT	PRK05469	3
PRK05471.1-5	CDP-diacylglycerol diphosphatase	PRK05471	1
PRK05472.1-1	redox-sensing transcriptional repressor Rex	PRK05472	1
PRK05472.1-3	redox-sensing transcriptional repressor Rex	PRK05472	38
PRK05473.1	IreB family regulatory phosphoprotein	PRK05473	7
PRK05474.1	xylose isomerase	PRK05474	13
PRK05477.1-1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	PRK05477	88
PRK05477.1-5	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	PRK05477	4
PRK05479.1	ketol-acid reductoisomerase	PRK05479	5
PRK05480.1	uridine kinase	PRK05480	10
PRK05481.1	lipoyl synthase	PRK05481	1
PRK05550.1	bifunctional methionine sulfoxide reductase B/A protein	PRK05550	2
PRK05560.1	DNA gyrase subunit A	PRK05560	22
PRK05561.1	DNA topoisomerase 4 subunit A	PRK05561	42
PRK05563.1	DNA polymerase III subunit gamma/tau	PRK05563	59
PRK05571.1	ribose-5-phosphate isomerase B	PRK05571	1
PRK05580.1-3	primosomal protein N'	PRK05580	26
PRK05580.1-4	primosomal protein N'	PRK05580	3
PRK05580.1-5	primosomal protein N'	PRK05580	65
PRK05580.2-2	primosomal protein N'	PRK05580	4
PRK05581.1-4	ribulose-phosphate 3-epimerase	PRK05581	5
PRK05584.1	5'-methylthioadenosine/adenosylhomocysteine nucleosidase	PRK05584	9
PRK05586.1	acetyl-CoA carboxylase biotin carboxylase subunit	PRK05586	30
PRK05610.1	30S ribosomal protein S17	PRK05610	11
PRK05614.1	citrate synthase	PRK05614	6
PRK05618.1-2	50S ribosomal protein L25/general stress protein Ctc	PRK05618	4
PRK05618.2-4	50S ribosomal protein L25/general stress protein Ctc	PRK05618	2
PRK05621.1-4	F0F1 ATP synthase subunit gamma	PRK05621	4
PRK05621.2-1	F0F1 ATP synthase subunit gamma	PRK05621	27
PRK05627.1-1	bifunctional riboflavin kinase/FAD synthetase	PRK05627	1
PRK05627.1-3	bifunctional riboflavin kinase/FAD synthetase	PRK05627	1
PRK05627.1-4	bifunctional riboflavin kinase/FAD synthetase	PRK05627	2
PRK05632.1	phosphate acetyltransferase	PRK05632	1
PRK05644.1	DNA gyrase subunit B	PRK05644	107
PRK05658.1	RNA polymerase sigma factor RpoD	PRK05658	17
PRK05673.1	DNA polymerase III subunit alpha	PRK05673	17
PRK05704.1	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	PRK05704	7
PRK05729.1	valine--tRNA ligase	PRK05729	73
PRK05738.1-5	50S ribosomal protein L23	PRK05738	2
PRK05738.2-1	50S ribosomal protein L23	PRK05738	10
PRK05738.2-4	50S ribosomal protein L23	PRK05738	2
PRK05748.1	replicative DNA helicase	PRK05748	42
PRK05751.1-3	protein-export chaperone SecB	PRK05751	2
PRK05755.1	DNA polymerase I	PRK05755	35
PRK05815.1-4	F0F1 ATP synthase subunit A	PRK05815	23
PRK05819.1	DeoD-type purine-nucleoside phosphorylase	PRK05819	20
PRK05820.1	thymidine phosphorylase	PRK05820	11
PRK05826.1	pyruvate kinase	PRK05826	1
PRK05899.2-4	transketolase	PRK05899	19
PRK05899.2-5	transketolase	PRK05899	1
PRK05964.1	adenosylmethionine--8-amino-7-oxononanoate transaminase	PRK05964	10
PRK05996.1	MotB family protein	PRK05996	1
PRK06019.1-1	5-(carboxyamino)imidazole ribonucleotide synthase	PRK06019	32
PRK06078.1	pyrimidine-nucleoside phosphorylase	PRK06078	27
PRK06079.1	enoyl-ACP reductase FabI	PRK06079	50
PRK06107.1	aspartate transaminase	PRK06107	4
PRK06116.1	glutathione-disulfide reductase	PRK06116	4
PRK06128.1	SDR family oxidoreductase	PRK06128	9
PRK06201.1	hypothetical protein	PRK06201	2
PRK06299.1-5	30S ribosomal protein S1	PRK06299	5
PRK06333.1	beta-ketoacyl-ACP synthase	PRK06333	2
PRK06341.1	single-stranded DNA-binding protein	PRK06341	6
PRK06347.1	1,4-beta-N-acetylmuramoylhydrolase	PRK06347	4
PRK06349.1	homoserine dehydrogenase	PRK06349	3
PRK06354.1	pyruvate kinase	PRK06354	46
PRK06370.1-4	FAD-containing oxidoreductase	PRK06370	1
PRK06481.1	flavocytochrome c	PRK06481	1
PRK06531.1	preprotein translocase subunit YajC	PRK06531	3
PRK06545.1-5	prephenate dehydrogenase	PRK06545	1
PRK06550.1	3-oxoacyl-ACP reductase	PRK06550	38
PRK06552.1	bifunctional 2-keto-4-hydroxyglutarate aldolase/2-keto-3-deoxy-6-phosphogluconate aldolase	PRK06552	26
PRK06596.1	RNA polymerase factor sigma-32	PRK06596	4
PRK06635.1-2	aspartate kinase	PRK06635	1
PRK06676.1	30S ribosomal protein S1	PRK06676	42
PRK06732.1	phosphopantothenate--cysteine ligase	PRK06732	8
PRK06751.1	single-stranded DNA-binding protein	PRK06751	14
PRK06876.1	F0F1 ATP synthase subunit C	PRK06876	2
PRK06920.1	DNA polymerase III subunit alpha	PRK06920	12
PRK07049.1	cystathionine gamma-synthase family protein	PRK07049	3
PRK07097.1	gluconate 5-dehydrogenase	PRK07097	54
PRK07135.1	DNA polymerase III DnaE	PRK07135	1
PRK07178.1	acetyl-CoA carboxylase biotin carboxylase subunit	PRK07178	1
PRK07208.1-5	hypothetical protein	PRK07208	2
PRK07252.1	S1 RNA-binding domain-containing protein	PRK07252	2
PRK07259.1	dihydroorotate dehydrogenase	PRK07259	49
PRK07275.1	single-stranded DNA-binding protein	PRK07275	68
PRK07279.1	DNA polymerase III subunit alpha	PRK07279	2
PRK07281.1	methionyl aminopeptidase	PRK07281	24
PRK07308.1	flavodoxin	PRK07308	23
PRK07314.1	beta-ketoacyl-ACP synthase II	PRK07314	29
PRK07315.1	fructose-bisphosphate aldolase	PRK07315	52
PRK07318.1	dipeptidase PepV	PRK07318	13
PRK07504.1	O-succinylhomoserine sulfhydrylase	PRK07504	1
PRK07512.1	L-aspartate oxidase	PRK07512	3
PRK07714.1	YlxQ family RNA-binding protein	PRK07714	1
PRK07726.1	DNA topoisomerase 3	PRK07726	23
PRK07729.1	glyceraldehyde-3-phosphate dehydrogenase	PRK07729	3
PRK07810.1	O-succinylhomoserine sulfhydrylase	PRK07810	3
PRK07956.1	NAD-dependent DNA ligase LigA	PRK07956	25
PRK07985.1	SDR family oxidoreductase	PRK07985	28
PRK08058.1	DNA polymerase III subunit delta'	PRK08058	11
PRK08061.1	type Z 30S ribosomal protein S14	PRK08061	5
PRK08071.1	L-aspartate oxidase	PRK08071	12
PRK08074.1	ATP-dependent DNA helicase DinG	PRK08074	4
PRK08159.1	enoyl-ACP reductase FabI	PRK08159	4
PRK08193.1	L-ribulose-5-phosphate 4-epimerase AraD	PRK08193	18
PRK08202.1	purine-nucleoside phosphorylase	PRK08202	25
PRK08363.1	alanine aminotransferase	PRK08363	2
PRK08581.1-2	amidase domain-containing protein	PRK08581	18
PRK08582.1	S1 domain-containing RNA-binding protein	PRK08582	8
PRK08591.1	acetyl-CoA carboxylase biotin carboxylase subunit	PRK08591	19
PRK08617.1	acetolactate synthase AlsS	PRK08617	3
PRK08621.1	galactose-6-phosphate isomerase subunit LacA	PRK08621	3
PRK08622.1	galactose-6-phosphate isomerase subunit LacB	PRK08622	1
PRK08636.1	LL-diaminopimelate aminotransferase	PRK08636	2
PRK08654.1	acetyl-CoA carboxylase biotin carboxylase subunit	PRK08654	3
PRK08673.1	3-deoxy-7-phosphoheptulonate synthase	PRK08673	29
PRK08780.1	DNA topoisomerase I	PRK08780	5
PRK08931.1	S-methyl-5'-thioadenosine phosphorylase	PRK08931	7
PRK08936.1	glucose-1-dehydrogenase	PRK08936	19
PRK08939.1	primosomal protein DnaI	PRK08939	8
PRK08997.1	isocitrate dehydrogenase	PRK08997	3
PRK08999.1	Nudix family hydrolase	PRK08999	1
PRK09039.1-2	peptidoglycan -binding protein	PRK09039	6
PRK09041.1	flagellar motor protein MotB	PRK09041	2
PRK09060.1	dihydroorotase	PRK09060	5
PRK09102.1	ribonucleoside-diphosphate reductase subunit alpha	PRK09102	2
PRK09103.1	ribonucleoside-diphosphate reductase subunit alpha	PRK09103	2
PRK09104.1	hypothetical protein	PRK09104	3
PRK09107.1	acetolactate synthase 3 large subunit	PRK09107	9
PRK09111.1	DNA polymerase III subunit gamma/tau	PRK09111	10
PRK09148.1	LL-diaminopimelate aminotransferase	PRK09148	13
PRK09165.1	replicative DNA helicase	PRK09165	13
PRK09185.1	beta-ketoacyl-ACP synthase	PRK09185	1
PRK09190.1	RNA-binding protein	PRK09190	1
PRK09192.1	fatty acyl-AMP ligase	PRK09192	4
PRK09194.1	proline--tRNA ligase	PRK09194	35
PRK09197.1	class II fructose-bisphosphate aldolase	PRK09197	3
PRK09200.1	preprotein translocase subunit SecA	PRK09200	17
PRK09206.1	pyruvate kinase PykF	PRK09206	8
PRK09210.1	RNA polymerase sigma factor RpoD	PRK09210	29
PRK09219.1	xanthine phosphoribosyltransferase	PRK09219	38
PRK09243.1-1	nicotinate phosphoribosyltransferase	PRK09243	73
PRK09257.1	aromatic amino acid transaminase	PRK09257	6
PRK09261.1-1	3-deoxy-7-phosphoheptulonate synthase AroG	PRK09261	2
PRK09263.1	anaerobic ribonucleoside-triphosphate reductase	PRK09263	89
PRK09275.1	bifunctional aspartate transaminase/aspartate 4-decarboxylase	PRK09275	8
PRK09277.1	aconitate hydratase AcnA	PRK09277	5
PRK09283.1	porphobilinogen synthase	PRK09283	5
PRK09287.1	NADP-dependent phosphogluconate dehydrogenase	PRK09287	32
PRK09311.1	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II	PRK09311	2
PRK09347.1-3	GTP cyclohydrolase I FolE	PRK09347	5
PRK09348.1	glycine--tRNA ligase subunit alpha	PRK09348	3
PRK09352.1	beta-ketoacyl-ACP synthase 3	PRK09352	29
PRK09355.1	hydroxyethylthiazole kinase	PRK09355	11
PRK09357.1-2	dihydroorotase	PRK09357	45
PRK09362.1-3	phosphoribosylaminoimidazolesuccinocarboxamide synthase	PRK09362	13
PRK09369.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	PRK09369	22
PRK09375.1-4	quinolinate synthase NadA	PRK09375	6
PRK09375.2-1	quinolinate synthase NadA	PRK09375	39
PRK09376.1	transcription termination factor Rho	PRK09376	39
PRK09379.1	LytR family transcriptional regulator	PRK09379	30
PRK09404.1	2-oxoglutarate dehydrogenase E1 component	PRK09404	12
PRK09410.1-5	PTS ascorbate transporter subunit IIC	PRK09410	35
PRK09410.2-1	PTS ascorbate transporter subunit IIC	PRK09410	4
PRK09422.1	alcohol dehydrogenase AdhP	PRK09422	41
PRK09423.1	glycerol dehydrogenase	PRK09423	5
PRK09441.1-2	alpha-amylase	PRK09441	28
PRK09441.1-3	alpha-amylase	PRK09441	4
PRK09448.1	DNA starvation/stationary phase protection protein Dps	PRK09448	2
PRK09452.1	spermidine/putrescine ABC transporter ATP-binding protein PotA	PRK09452	14
PRK09469.1	glutamate--ammonia ligase	PRK09469	6
PRK09473.1	oligopeptide ABC transporter ATP-binding protein OppD	PRK09473	11
PRK09493.1	glutamine ABC transporter ATP-binding protein GlnQ	PRK09493	21
PRK09509.1	CDF family cation-efflux transporter FieF	PRK09509	1
PRK09528.1	galactoside permease	PRK09528	1
PRK09533.1	bifunctional transaldolase/phosoglucose isomerase	PRK09533	14
PRK09553.1	taurine dioxygenase	PRK09553	1
PRK09557.1	fructokinase	PRK09557	1
PRK09564.1	CoA-disulfide reductase	PRK09564	13
PRK09589.1	6-phospho-beta-glucosidase	PRK09589	76
PRK09593.1	6-phospho-beta-glucosidase	PRK09593	119
PRK09603.1	DNA-directed RNA polymerase subunit beta/beta'	PRK09603	2
PRK09614.1-4	ribonucleotide-diphosphate reductase subunit beta	PRK09614	42
PRK09614.1-5	ribonucleotide-diphosphate reductase subunit beta	PRK09614	5
PRK09653.1	phosphotransacetylase	PRK09653	47
PRK09669.1	putative symporter YagG	PRK09669	1
PRK09700.1	D-allose ABC transporter ATP-binding protein AlsA	PRK09700	3
PRK09795.1	aminopeptidase	PRK09795	10
PRK09819.1	mannosylglycerate hydrolase	PRK09819	2
PRK09824.1	PTS beta-glucoside transporter subunit IIABC	PRK09824	32
PRK09852.1	6-phospho-beta-glucosidase	PRK09852	3
PRK09874.1	multidrug efflux MFS transporter MdtG	PRK09874	3
PRK09977.1	MgtC/SapB family protein	PRK09977	2
PRK10070.1	glycine betaine/L-proline ABC transporter ATP-binding protein ProV	PRK10070	3
PRK10084.1	dTDP-glucose 4,6-dehydratase	PRK10084	5
PRK10092.1	maltose O-acetyltransferase	PRK10092	26
PRK10190.1	L,D-transpeptidase	PRK10190	1
PRK10217.1	dTDP-glucose 4,6-dehydratase	PRK10217	1
PRK10218.1	ribosome-dependent GTPase TypA	PRK10218	1
PRK10247.1	iron ABC transporter ATP-binding protein FetA	PRK10247	6
PRK10253.1	iron-enterobactin ABC transporter ATP-binding protein	PRK10253	4
PRK10262.1	thioredoxin-disulfide reductase	PRK10262	1
PRK10263.1	DNA translocase FtsK	PRK10263	26
PRK10291.1	lactoylglutathione lyase	PRK10291	1
PRK10354.1	RNA chaperone/antiterminator CspA	PRK10354	7
PRK10372.1	PTS ascorbate transporter subunit IIA	PRK10372	1
PRK10443.1	pyrimidine-specific ribonucleoside hydrolase RihA	PRK10443	28
PRK10458.1	DNA cytosine methylase	PRK10458	9
PRK10476.1	multidrug transporter subunit MdtN	PRK10476	6
PRK10503.1	MdtB/MuxB family multidrug efflux RND transporter permease subunit	PRK10503	6
PRK10513.1	sugar-phosphatase	PRK10513	16
PRK10525.1	cytochrome o ubiquinol oxidase subunit II	PRK10525	1
PRK10535.1	macrolide ABC transporter ATP-binding protein/permease MacB	PRK10535	1
PRK10536.1	phosphate starvation-inducible protein PhoH	PRK10536	3
PRK10538.1	bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG	PRK10538	2
PRK10543.1	superoxide dismutase [Fe]	PRK10543	1
PRK10555.1	multidrug efflux RND transporter permease AcrD	PRK10555	1
PRK10581.1	(2E,6E)-farnesyl diphosphate synthase	PRK10581	4
PRK10584.1	ABC transporter ATP-binding protein	PRK10584	8
PRK10590.1	ATP-dependent RNA helicase RhlE	PRK10590	7
PRK10614.1	multidrug efflux RND transporter permease subunit MdtC	PRK10614	4
PRK10619.1	histidine ABC transporter ATP-binding protein HisP	PRK10619	11
PRK10624.1	lactaldehyde reductase	PRK10624	48
PRK10625.1	NADP(H)-dependent aldo-keto reductase	PRK10625	3
PRK10637.1	siroheme synthase CysG	PRK10637	1
PRK10663.1	cytochrome o ubiquinol oxidase subunit III	PRK10663	3
PRK10664.1	DNA-binding protein HU-beta	PRK10664	4
PRK10671.1	copper-exporting P-type ATPase CopA	PRK10671	4
PRK10702.1	endonuclease III	PRK10702	1
PRK10717.1	cysteine synthase A	PRK10717	8
PRK10720.1	uracil permease	PRK10720	10
PRK10735.1	metalloprotease TldD	PRK10735	4
PRK10736.1	DNA-protecting protein DprA	PRK10736	1
PRK10787.1	endopeptidase La	PRK10787	5
PRK10811.1	ribonuclease E	PRK10811	4
PRK10812.1	metal-dependent hydrolase	PRK10812	1
PRK10887.1	phosphoglucosamine mutase	PRK10887	1
PRK10888.1	octaprenyl diphosphate synthase	PRK10888	2
PRK10917.1-3	ATP-dependent DNA helicase RecG	PRK10917	50
PRK10917.2-2	ATP-dependent DNA helicase RecG	PRK10917	6
PRK10925.1	superoxide dismutase [Mn]	PRK10925	8
PRK10952.1	glycine betaine/L-proline ABC transporter permease ProW	PRK10952	6
PRK10953.1	NADPH-dependent assimilatory sulfite reductase flavoprotein subunit	PRK10953	2
PRK11000.1	maltose/maltodextrin ABC transporter ATP-binding protein MalK	PRK11000	1
PRK11034.1	ATP-dependent Clp protease ATP-binding subunit ClpA	PRK11034	1
PRK11092.1	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	PRK11092	1
PRK11103.1	PTS mannose transporter subunit IID	PRK11103	21
PRK11106.1	7-cyano-7-deazaguanine synthase QueC	PRK11106	3
PRK11145.1	pyruvate formate lyase 1-activating protein	PRK11145	3
PRK11147.1	ABC transporter ATP-binding protein	PRK11147	1
PRK11169.1	leucine-responsive transcriptional regulator Lrp	PRK11169	1
PRK11177.1	phosphoenolpyruvate-protein phosphotransferase PtsI	PRK11177	27
PRK11183.1	D-lactate dehydrogenase	PRK11183	2
PRK11192.1	ATP-dependent RNA helicase SrmB	PRK11192	9
PRK11231.1	Fe(3+) dicitrate ABC transporter ATP-binding protein FecE	PRK11231	4
PRK11240.1	peptidoglycan glycosyltransferase PbpC	PRK11240	2
PRK11264.1	L-cystine ABC transporter ATP-binding protein YecC	PRK11264	16
PRK11268.1	phosphate ABC transporter permease PstA	PRK11268	1
PRK11281.1	mechanosensitive channel MscK	PRK11281	1
PRK11440.1	hydrolase	PRK11440	1
PRK11448.1	type I restriction-modification system endonuclease	PRK11448	8
PRK11560.1	kdo(2)-lipid A phosphoethanolamine 7''-transferase	PRK11560	1
PRK11634.1	DEAD/DEAH family ATP-dependent RNA helicase	PRK11634	6
PRK11650.1	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	PRK11650	50
PRK11670.1	iron-sulfur cluster carrier protein ApbC	PRK11670	3
PRK11705.1	cyclopropane fatty acyl phospholipid synthase	PRK11705	4
PRK11713.1-4	16S rRNA (uracil(1498)-N(3))-methyltransferase	PRK11713	4
PRK11750.1	glutamate synthase large subunit	PRK11750	3
PRK11776.1	ATP-dependent RNA helicase DbpA	PRK11776	11
PRK11783.1	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	PRK11783	1
PRK11790.1	phosphoglycerate dehydrogenase	PRK11790	4
PRK11809.1	trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	PRK11809	15
PRK11814.1	Fe-S cluster assembly protein SufB	PRK11814	6
PRK11819.1	energy-dependent translational throttle protein EttA	PRK11819	10
PRK11824.1	polyribonucleotide nucleotidyltransferase	PRK11824	46
PRK11830.1	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	PRK11830	1
PRK11892.1	pyruvate dehydrogenase complex E1 component subunit beta	PRK11892	5
PRK11904.1	bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA	PRK11904	5
PRK11929.1	bifunctional UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase MurE/UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase MurF	PRK11929	1
PRK12267.1	methionine--tRNA ligase	PRK12267	67
PRK12270.1	multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit	PRK12270	1
PRK12281.1	50S ribosomal protein L24	PRK12281	2
PRK12296.1	GTPase ObgE	PRK12296	1
PRK12297.1	GTPase ObgE	PRK12297	33
PRK12311.1	30S ribosomal protein S2	PRK12311	4
PRK12315.1	1-deoxy-D-xylulose-5-phosphate synthase	PRK12315	2
PRK12319.1	acetyl-CoA carboxylase carboxyl transferase subunit alpha	PRK12319	30
PRK12325.1	proline--tRNA ligase	PRK12325	4
PRK12348.1	L-ribulose-5-phosphate 4-epimerase	PRK12348	1
PRK12352.1	carbamate kinase	PRK12352	4
PRK12378.1	YebC/PmpR family DNA-binding transcriptional regulator	PRK12378	16
PRK12397.1	acetate/propionate family kinase	PRK12397	9
PRK12399.1	tagatose 1,6-diphosphate aldolase	PRK12399	44
PRK12411.1	cytidine deaminase	PRK12411	1
PRK12412.1	pyridoxine/pyridoxal/pyridoxamine kinase	PRK12412	3
PRK12413.1	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	PRK12413	3
PRK12448.1	dihydroxy-acid dehydratase	PRK12448	9
PRK12463.1	chorismate synthase	PRK12463	18
PRK12553.1	ATP-dependent Clp protease proteolytic subunit	PRK12553	1
PRK12570.1	N-acetylmuramic acid 6-phosphate etherase	PRK12570	12
PRK12595.1	bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase	PRK12595	2
PRK12613.1	galactose-6-phosphate isomerase subunit LacA	PRK12613	3
PRK12615.1	galactose-6-phosphate isomerase subunit LacB	PRK12615	21
PRK12656.1	fructose-6-phosphate aldolase	PRK12656	9
PRK12735.1	elongation factor Tu	PRK12735	32
PRK12736.1	elongation factor Tu	PRK12736	15
PRK12740.1-5	elongation factor G	PRK12740	4
PRK12769.1	formate-dependent uric acid utilization protein AegA	PRK12769	1
PRK12815.1	carbamoyl phosphate synthase large subunit	PRK12815	22
PRK12830.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	PRK12830	86
PRK12838.1	carbamoyl phosphate synthase small subunit	PRK12838	9
PRK12849.1	chaperonin GroEL	PRK12849	2
PRK12850.1	chaperonin GroEL	PRK12850	10
PRK12851.1	chaperonin GroEL	PRK12851	6
PRK12861.1	NADP-dependent malic enzyme	PRK12861	1
PRK12881.1	aconitate hydratase AcnA	PRK12881	1
PRK12897.1	type I methionyl aminopeptidase	PRK12897	1
PRK12904.1	preprotein translocase subunit SecA	PRK12904	86
PRK12928.1	lipoyl synthase	PRK12928	1
PRK13009.1	succinyl-diaminopimelate desuccinylase	PRK13009	7
PRK13024.1-3	protein translocase subunit SecDF	PRK13024	3
PRK13055.1	diacylglycerol kinase	PRK13055	43
PRK13128.1	D-aminopeptidase	PRK13128	2
PRK13169.1-1	DNA replication initiation control protein YabA	PRK13169	4
PRK13188.1	bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase	PRK13188	4
PRK13197.1	pyroglutamyl-peptidase I	PRK13197	17
PRK13207.1	urease subunit alpha	PRK13207	16
PRK13211.1	N-acetylglucosamine-binding protein GbpA	PRK13211	1
PRK13253.1	citrate lyase subunit gamma	PRK13253	8
PRK13299.1	CCA tRNA nucleotidyltransferase	PRK13299	34
PRK13318.1-2	type III pantothenate kinase	PRK13318	2
PRK13341.1-4	AAA family ATPase	PRK13341	12
PRK13343.1	F0F1 ATP synthase subunit alpha	PRK13343	18
PRK13357.1	branched-chain amino acid aminotransferase	PRK13357	2
PRK13411.1	molecular chaperone DnaK	PRK13411	3
PRK13480.1	3'-5' exoribonuclease YhaM	PRK13480	18
PRK13505.1	formate--tetrahydrofolate ligase	PRK13505	95
PRK13508.1	tagatose-6-phosphate kinase	PRK13508	8
PRK13511.1	6-phospho-beta-galactosidase	PRK13511	87
PRK13529.1	oxaloacetate-decarboxylating malate dehydrogenase	PRK13529	6
PRK13536.1	nodulation factor ABC transporter ATP-binding protein NodI	PRK13536	3
PRK13545.1	teichoic acids export protein ATP-binding subunit	PRK13545	6
PRK13549.1	xylose ABC transporter ATP-binding protein	PRK13549	2
PRK13634.1	energy-coupling factor ABC transporter ATP-binding protein	PRK13634	58
PRK13635.1	energy-coupling factor ABC transporter ATP-binding protein	PRK13635	41
PRK13657.1	glucan ABC transporter ATP-binding protein/ permease	PRK13657	19
PRK13660.1	hypothetical protein	PRK13660	10
PRK13661.1	ECF-type riboflavin transporter substrate-binding protein	PRK13661	15
PRK13662.1	hypothetical protein	PRK13662	18
PRK13667.1	hypothetical protein	PRK13667	4
PRK13670.1	nucleotidyltransferase	PRK13670	10
PRK13676.1-2	YlbF/YmcA family competence regulator	PRK13676	1
PRK13678.1-2	hypothetical protein	PRK13678	9
PRK13694.1	hypothetical protein	PRK13694	9
PRK13780.1	phosphocarrier protein HPr	PRK13780	9
PRK13803.1	bifunctional phosphoribosylanthranilate isomerase/tryptophan synthase subunit beta	PRK13803	3
PRK13805.1	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	PRK13805	92
PRK13818.1	ribosome-binding factor A	PRK13818	4
PRK13889.1	conjugal transfer relaxase TraA	PRK13889	37
PRK13905.1	UDP-N-acetylmuramate dehydrogenase	PRK13905	23
PRK13911.1	exodeoxyribonuclease III	PRK13911	13
PRK13922.12-1	rod shape-determining protein MreC	PRK13922	2
PRK13927.1	rod shape-determining protein MreB	PRK13927	3
PRK13962.1	bifunctional phosphoglycerate kinase/triosephosphate isomerase	PRK13962	47
PRK13968.1	succinate-semialdehyde dehydrogenase	PRK13968	1
PRK13969.1	proline racemase	PRK13969	38
PRK13977.1	oleate hydratase	PRK13977	22
PRK14012.1	IscS subfamily cysteine desulfurase	PRK14012	1
PRK14013.1-3	hypothetical protein	PRK14013	6
PRK14018.1	bifunctional peptide-methionine (S)-S-oxide reductase MsrA/peptide-methionine (R)-S-oxide reductase MsrB	PRK14018	20
PRK14022.1	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase	PRK14022	6
PRK14086.1	chromosomal replication initiator protein DnaA	PRK14086	10
PRK14093.1	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase	PRK14093	1
PRK14097.1	glucose-6-phosphate isomerase	PRK14097	62
PRK14104.1	chaperonin GroEL	PRK14104	4
PRK14115.1	2,3-diphosphoglycerate-dependent phosphoglycerate mutase	PRK14115	7
PRK14116.1	2,3-diphosphoglycerate-dependent phosphoglycerate mutase	PRK14116	27
PRK14117.1	phosphoglycerate mutase	PRK14117	4
PRK14118.1	2,3-diphosphoglycerate-dependent phosphoglycerate mutase	PRK14118	26
PRK14127.1	cell division regulator GpsB	PRK14127	5
PRK14162.1	nucleotide exchange factor GrpE	PRK14162	9
PRK14179.1	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	PRK14179	36
PRK14188.1	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	PRK14188	4
PRK14276.1	molecular chaperone DnaJ	PRK14276	39
PRK14280.1	molecular chaperone DnaJ	PRK14280	3
PRK14353.1	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	PRK14353	2
PRK14354.1	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	PRK14354	59
PRK14520.1	30S ribosomal protein S16	PRK14520	2
PRK14521.1	30S ribosomal protein S16	PRK14521	3
PRK14537.1	50S ribosomal protein L20/unknown domain fusion protein	PRK14537	7
PRK14607.1	bifunctional anthranilate synthase component II/anthranilate phosphoribosyltransferase	PRK14607	2
PRK14669.1	excinuclease ABC subunit C	PRK14669	6
PRK14770.1	lipoprotein signal peptidase	PRK14770	1
PRK14821.1	XTP/dITP diphosphatase	PRK14821	1
PRK14822.1	XTP/dITP diphosphatase	PRK14822	20
PRK14830.1	isoprenyl transferase	PRK14830	30
PRK14834.1	isoprenyl transferase	PRK14834	1
PRK14844.1	DNA-directed RNA polymerase subunit beta/beta'	PRK14844	7
PRK14869.1-5	putative manganese-dependent inorganic diphosphatase	PRK14869	10
PRK14874.1	aspartate-semialdehyde dehydrogenase	PRK14874	10
PRK14900.1	valine--tRNA ligase	PRK14900	4
PRK14902.1	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	PRK14902	32
PRK14906.1	DNA-directed RNA polymerase subunit beta'	PRK14906	41
PRK14908.1	glycine--tRNA ligase	PRK14908	11
PRK14939.1	DNA gyrase subunit B	PRK14939	24
PRK15014.1	6-phospho-beta-glucosidase	PRK15014	3
PRK15017.1	cytochrome o ubiquinol oxidase subunit I	PRK15017	1
