L1	L2	L3	ID	Function	EC	Gene	Count
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01726	Gamma-carbonic anhydrase	4.2.1.-	GAMMACA	3
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01728	Pectate lyase	4.2.2.2	pel	2
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01728	Pectate lyase	4.2.2.2	pel	2
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01734	Methylglyoxal synthase	4.2.3.3	mgsA	14
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K01735	3-dehydroquinate synthase	4.2.3.4	aroB	23
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K01736	Chorismate synthase	4.2.3.5	aroC	4
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01740	O-acetylhomoserine (thiol)-lyase	2.5.1.49	metY	2
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01752	L-serine dehydratase	4.3.1.17	E4.3.1.17, sdaA, sdaB, tdcG	32
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01752	L-serine dehydratase	4.3.1.17	E4.3.1.17, sdaA, sdaB, tdcG	32
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01754	Threonine dehydratase	4.3.1.19	E4.3.1.19, ilvA, tdcB	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01754	Threonine dehydratase	4.3.1.19	E4.3.1.19, ilvA, tdcB	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01756	Adenylosuccinate lyase	4.3.2.2	purB, ADSL	3
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01756	Adenylosuccinate lyase	4.3.2.2	purB, ADSL	3
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01758	Cystathionine gamma-lyase	4.4.1.1	CTH	2
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01758	Cystathionine gamma-lyase	4.4.1.1	CTH	2
Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K01758	Cystathionine gamma-lyase	4.4.1.1	CTH	2
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01758	Cystathionine gamma-lyase	4.4.1.1	CTH	2
Metabolism	Metabolism of other amino acids	D-Alanine metabolism [PATH:ko00473]	K01775	Alanine racemase	5.1.1.1	alr	9
Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance [PATH:ko01502]	K01775	Alanine racemase	5.1.1.1	alr	9
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K01775	Alanine racemase	5.1.1.1	alr	9
Metabolism	Metabolism of other amino acids	D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K01776	Glutamate racemase	5.1.1.3	murI	6
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K01776	Glutamate racemase	5.1.1.3	murI	6
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K01777	Proline racemase	5.1.1.4	prdF	16
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01783	Ribulose-phosphate 3-epimerase	5.1.3.1	rpe, RPE	7
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01783	Ribulose-phosphate 3-epimerase	5.1.3.1	rpe, RPE	7
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01783	Ribulose-phosphate 3-epimerase	5.1.3.1	rpe, RPE	7
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01784	UDP-glucose 4-epimerase	5.1.3.2	galE, GALE	11
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K01784	UDP-glucose 4-epimerase	5.1.3.2	galE, GALE	11
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01784	UDP-glucose 4-epimerase	5.1.3.2	galE, GALE	11
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01785	Aldose 1-epimerase	5.1.3.3	galM, GALM	2
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01785	Aldose 1-epimerase	5.1.3.3	galM, GALM	2
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K01788	N-acylglucosamine-6-phosphate 2-epimerase	5.1.3.9	nanE	2
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01790	DTDP-4-dehydrorhamnose 3,5-epimerase	5.1.3.13	rfbC, rmlC	11
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K01790	DTDP-4-dehydrorhamnose 3,5-epimerase	5.1.3.13	rfbC, rmlC	11
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K01790	DTDP-4-dehydrorhamnose 3,5-epimerase	5.1.3.13	rfbC, rmlC	11
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K01791	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)	5.1.3.14	wecB	13
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01791	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)	5.1.3.14	wecB	13
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K01791	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)	5.1.3.14	wecB	13
Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Vibrio cholerae [PATH:ko05111]	K01791	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)	5.1.3.14	wecB	13
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01803	Triosephosphate isomerase (TIM)	5.3.1.1	TPI, tpiA	9
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01803	Triosephosphate isomerase (TIM)	5.3.1.1	TPI, tpiA	9
Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism [PATH:ko00562]	K01803	Triosephosphate isomerase (TIM)	5.3.1.1	TPI, tpiA	9
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01803	Triosephosphate isomerase (TIM)	5.3.1.1	TPI, tpiA	9
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01803	Triosephosphate isomerase (TIM)	5.3.1.1	TPI, tpiA	9
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01804	L-arabinose isomerase	5.3.1.4	araA	20
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01805	Xylose isomerase	5.3.1.5	xylA	45
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01805	Xylose isomerase	5.3.1.5	xylA	45
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01807	Ribose 5-phosphate isomerase A	5.3.1.6	rpiA	6
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01807	Ribose 5-phosphate isomerase A	5.3.1.6	rpiA	6
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01808	Ribose 5-phosphate isomerase B	5.3.1.6	rpiB	1
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01808	Ribose 5-phosphate isomerase B	5.3.1.6	rpiB	1
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01808	Ribose 5-phosphate isomerase B	5.3.1.6	rpiB	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01811	Alpha-D-xyloside xylohydrolase	3.2.1.177	xylS, yicI	1
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01812	Glucuronate isomerase	5.3.1.12	uxaC	17
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01813	L-rhamnose isomerase	5.3.1.14	rhaA	39
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01815	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	5.3.1.17	kduI	24
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01819	Galactose-6-phosphate isomerase	5.3.1.26	E5.3.1.26, lacA, lacB	26
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	13
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	13
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	13
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	13
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	13
Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	13
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	13
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01838	Beta-phosphoglucomutase	5.4.2.6	pgmB	11
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01839	Phosphopentomutase	5.4.2.7	deoB	8
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01839	Phosphopentomutase	5.4.2.7	deoB	8
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01866	Tyrosyl-tRNA synthetase	6.1.1.1	YARS, tyrS	9
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01866	Tyrosyl-tRNA synthetase	6.1.1.1	YARS, tyrS	9
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01866	Tyrosyl-tRNA synthetase	6.1.1.1	YARS, tyrS	9
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K01866	Tyrosyl-tRNA synthetase	6.1.1.1	YARS, tyrS	9
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01867	Tryptophanyl-tRNA synthetase	6.1.1.2	WARS, trpS	5
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01867	Tryptophanyl-tRNA synthetase	6.1.1.2	WARS, trpS	5
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01867	Tryptophanyl-tRNA synthetase	6.1.1.2	WARS, trpS	5
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01868	Threonyl-tRNA synthetase	6.1.1.3	TARS, thrS	54
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01868	Threonyl-tRNA synthetase	6.1.1.3	TARS, thrS	54
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01868	Threonyl-tRNA synthetase	6.1.1.3	TARS, thrS	54
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01869	Leucyl-tRNA synthetase	6.1.1.4	LARS, leuS	71
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01869	Leucyl-tRNA synthetase	6.1.1.4	LARS, leuS	71
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01869	Leucyl-tRNA synthetase	6.1.1.4	LARS, leuS	71
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K01869	Leucyl-tRNA synthetase	6.1.1.4	LARS, leuS	71
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01870	Isoleucyl-tRNA synthetase	6.1.1.5	IARS, ileS	33
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01870	Isoleucyl-tRNA synthetase	6.1.1.5	IARS, ileS	33
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01870	Isoleucyl-tRNA synthetase	6.1.1.5	IARS, ileS	33
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01872	Alanyl-tRNA synthetase	6.1.1.7	AARS, alaS	20
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01872	Alanyl-tRNA synthetase	6.1.1.7	AARS, alaS	20
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01872	Alanyl-tRNA synthetase	6.1.1.7	AARS, alaS	20
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01873	Valyl-tRNA synthetase	6.1.1.9	VARS, valS	77
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01873	Valyl-tRNA synthetase	6.1.1.9	VARS, valS	77
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01873	Valyl-tRNA synthetase	6.1.1.9	VARS, valS	77
Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K01874	Methionyl-tRNA synthetase	6.1.1.10	MARS, metG	26
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01874	Methionyl-tRNA synthetase	6.1.1.10	MARS, metG	26
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01874	Methionyl-tRNA synthetase	6.1.1.10	MARS, metG	26
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01874	Methionyl-tRNA synthetase	6.1.1.10	MARS, metG	26
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01875	Seryl-tRNA synthetase	6.1.1.11	SARS, serS	69
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01875	Seryl-tRNA synthetase	6.1.1.11	SARS, serS	69
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01875	Seryl-tRNA synthetase	6.1.1.11	SARS, serS	69
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01876	Aspartyl-tRNA synthetase	6.1.1.12	DARS2, aspS	20
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01876	Aspartyl-tRNA synthetase	6.1.1.12	DARS2, aspS	20
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01876	Aspartyl-tRNA synthetase	6.1.1.12	DARS2, aspS	20
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K01876	Aspartyl-tRNA synthetase	6.1.1.12	DARS2, aspS	20
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01878	Glycyl-tRNA synthetase alpha chain	6.1.1.14	glyQ	16
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01878	Glycyl-tRNA synthetase alpha chain	6.1.1.14	glyQ	16
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01878	Glycyl-tRNA synthetase alpha chain	6.1.1.14	glyQ	16
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01879	Glycyl-tRNA synthetase beta chain	6.1.1.14	glyS	14
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01879	Glycyl-tRNA synthetase beta chain	6.1.1.14	glyS	14
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01879	Glycyl-tRNA synthetase beta chain	6.1.1.14	glyS	14
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01881	Prolyl-tRNA synthetase	6.1.1.15	PARS, proS	11
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01881	Prolyl-tRNA synthetase	6.1.1.15	PARS, proS	11
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01881	Prolyl-tRNA synthetase	6.1.1.15	PARS, proS	11
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01883	Cysteinyl-tRNA synthetase	6.1.1.16	CARS, cysS	41
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01883	Cysteinyl-tRNA synthetase	6.1.1.16	CARS, cysS	41
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01883	Cysteinyl-tRNA synthetase	6.1.1.16	CARS, cysS	41
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01886	Glutaminyl-tRNA synthetase	6.1.1.18	QARS, glnS	2
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01886	Glutaminyl-tRNA synthetase	6.1.1.18	QARS, glnS	2
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01886	Glutaminyl-tRNA synthetase	6.1.1.18	QARS, glnS	2
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01887	Arginyl-tRNA synthetase	6.1.1.19	RARS, argS	2
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01887	Arginyl-tRNA synthetase	6.1.1.19	RARS, argS	2
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01887	Arginyl-tRNA synthetase	6.1.1.19	RARS, argS	2
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K01887	Arginyl-tRNA synthetase	6.1.1.19	RARS, argS	2
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01889	Phenylalanyl-tRNA synthetase alpha chain	6.1.1.20	FARSA, pheS	14
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01889	Phenylalanyl-tRNA synthetase alpha chain	6.1.1.20	FARSA, pheS	14
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01889	Phenylalanyl-tRNA synthetase alpha chain	6.1.1.20	FARSA, pheS	14
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01892	Histidyl-tRNA synthetase	6.1.1.21	HARS, hisS	2
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01892	Histidyl-tRNA synthetase	6.1.1.21	HARS, hisS	2
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01892	Histidyl-tRNA synthetase	6.1.1.21	HARS, hisS	2
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01893	Asparaginyl-tRNA synthetase	6.1.1.22	NARS, asnS	42
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01893	Asparaginyl-tRNA synthetase	6.1.1.22	NARS, asnS	42
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01893	Asparaginyl-tRNA synthetase	6.1.1.22	NARS, asnS	42
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K01910	[citrate (pro-3S)-lyase] ligase	6.2.1.22	citC	6
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01915	Glutamine synthetase	6.3.1.2	glnA, GLUL	2
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K01915	Glutamine synthetase	6.3.1.2	glnA, GLUL	2
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01915	Glutamine synthetase	6.3.1.2	glnA, GLUL	2
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K01915	Glutamine synthetase	6.3.1.2	glnA, GLUL	2
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K01915	Glutamine synthetase	6.3.1.2	glnA, GLUL	2
Cellular Processes	Cell growth and death	Necroptosis [PATH:ko04217]	K01915	Glutamine synthetase	6.3.1.2	glnA, GLUL	2
Organismal Systems	Nervous system	Glutamatergic synapse [PATH:ko04724]	K01915	Glutamine synthetase	6.3.1.2	glnA, GLUL	2
Organismal Systems	Nervous system	GABAergic synapse [PATH:ko04727]	K01915	Glutamine synthetase	6.3.1.2	glnA, GLUL	2
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01915	Glutamine synthetase	6.3.1.2	glnA, GLUL	2
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K01916	NAD+ synthase	6.3.1.5	nadE	2
Metabolism	Metabolism of other amino acids	D-Alanine metabolism [PATH:ko00473]	K01921	D-alanine-D-alanine ligase	6.3.2.4	ddl	8
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K01921	D-alanine-D-alanine ligase	6.3.2.4	ddl	8
Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance [PATH:ko01502]	K01921	D-alanine-D-alanine ligase	6.3.2.4	ddl	8
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K01921	D-alanine-D-alanine ligase	6.3.2.4	ddl	8
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01923	Phosphoribosylaminoimidazole-succinocarboxamide synthase	6.3.2.6	purC	5
Metabolism	Metabolism of other amino acids	D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase	6.3.2.9	murD	5
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase	6.3.2.9	murD	5
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase	6.3.2.9	murD	5
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K01926	Redox-sensing transcriptional repressor		rex	6
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	6.3.2.10	murF	14
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	6.3.2.10	murF	14
Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance [PATH:ko01502]	K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	6.3.2.10	murF	14
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01933	Phosphoribosylformylglycinamidine cyclo-ligase	6.3.3.1	purM	8
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01937	CTP synthase	6.3.4.2	pyrG, CTPS	32
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01938	Formate--tetrahydrofolate ligase	6.3.4.3	fhs	41
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K01938	Formate--tetrahydrofolate ligase	6.3.4.3	fhs	41
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01939	Adenylosuccinate synthase	6.3.4.4	purA, ADSS	47
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01939	Adenylosuccinate synthase	6.3.4.4	purA, ADSS	47
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01945	Phosphoribosylamine---glycine ligase	6.3.4.13	purD	15
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K01950	NAD+ synthase (glutamine-hydrolysing)	6.3.5.1	E6.3.5.1, NADSYN1, QNS1, nadE	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01951	GMP synthase (glutamine-hydrolysing)	6.3.5.2	guaA, GMPS	26
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K01951	GMP synthase (glutamine-hydrolysing)	6.3.5.2	guaA, GMPS	26
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01951	GMP synthase (glutamine-hydrolysing)	6.3.5.2	guaA, GMPS	26
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01955	Carbamoyl-phosphate synthase large subunit	6.3.5.5	carB, CPA2	100
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01955	Carbamoyl-phosphate synthase large subunit	6.3.5.5	carB, CPA2	100
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01956	Carbamoyl-phosphate synthase small subunit	6.3.5.5	carA, CPA1	44
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01956	Carbamoyl-phosphate synthase small subunit	6.3.5.5	carA, CPA1	44
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K01958	Pyruvate carboxylase	6.4.1.1	PC, pyc	3
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01958	Pyruvate carboxylase	6.4.1.1	PC, pyc	3
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01958	Pyruvate carboxylase	6.4.1.1	PC, pyc	3
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01961	Acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2 6.3.4.14	accC	56
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01961	Acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2 6.3.4.14	accC	56
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01961	Acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2 6.3.4.14	accC	56
