ID	Function	Source	Count
PRK07314.1	beta-ketoacyl-ACP synthase II	PRK07314	32
PRK07315.1	fructose-bisphosphate aldolase	PRK07315	28
PRK07318.1	dipeptidase PepV	PRK07318	8
PRK07334.1	threonine ammonia-lyase	PRK07334	1
PRK07726.1	DNA topoisomerase 3	PRK07726	16
PRK07729.1	glyceraldehyde-3-phosphate dehydrogenase	PRK07729	1
PRK07804.1	L-aspartate oxidase	PRK07804	1
PRK07810.1	O-succinylhomoserine sulfhydrylase	PRK07810	1
PRK07956.1	NAD-dependent DNA ligase LigA	PRK07956	19
PRK07985.1	SDR family oxidoreductase	PRK07985	35
PRK08058.1	DNA polymerase III subunit delta'	PRK08058	10
PRK08071.1	L-aspartate oxidase	PRK08071	15
PRK08074.1	ATP-dependent DNA helicase DinG	PRK08074	2
PRK08118.1	DNA topology modulation protein	PRK08118	2
PRK08133.1	O-succinylhomoserine sulfhydrylase	PRK08133	2
PRK08159.1	enoyl-ACP reductase FabI	PRK08159	1
PRK08193.1	L-ribulose-5-phosphate 4-epimerase AraD	PRK08193	18
PRK08202.1	purine-nucleoside phosphorylase	PRK08202	21
PRK08248.1	homocysteine synthase	PRK08248	1
PRK08363.1	alanine aminotransferase	PRK08363	4
PRK08415.1	enoyl-ACP reductase FabI	PRK08415	1
PRK08581.1-2	amidase domain-containing protein	PRK08581	13
PRK08582.1	S1 domain-containing RNA-binding protein	PRK08582	3
PRK08591.1	acetyl-CoA carboxylase biotin carboxylase subunit	PRK08591	17
PRK08621.1	galactose-6-phosphate isomerase subunit LacA	PRK08621	5
PRK08636.1	LL-diaminopimelate aminotransferase	PRK08636	2
PRK08654.1	acetyl-CoA carboxylase biotin carboxylase subunit	PRK08654	1
PRK08673.1	3-deoxy-7-phosphoheptulonate synthase	PRK08673	41
PRK08780.1	DNA topoisomerase I	PRK08780	4
PRK08931.1	S-methyl-5'-thioadenosine phosphorylase	PRK08931	1
PRK08936.1	glucose-1-dehydrogenase	PRK08936	12
PRK08939.1	primosomal protein DnaI	PRK08939	7
PRK09039.1-2	peptidoglycan -binding protein	PRK09039	2
PRK09059.1	dihydroorotase	PRK09059	1
PRK09077.1	L-aspartate oxidase	PRK09077	2
PRK09102.1	ribonucleoside-diphosphate reductase subunit alpha	PRK09102	4
PRK09111.1	DNA polymerase III subunit gamma/tau	PRK09111	4
PRK09185.1	beta-ketoacyl-ACP synthase	PRK09185	7
PRK09194.1	proline--tRNA ligase	PRK09194	31
PRK09200.1	preprotein translocase subunit SecA	PRK09200	17
PRK09206.1	pyruvate kinase PykF	PRK09206	7
PRK09210.1	RNA polymerase sigma factor RpoD	PRK09210	36
PRK09219.1	xanthine phosphoribosyltransferase	PRK09219	23
PRK09243.1-1	nicotinate phosphoribosyltransferase	PRK09243	47
PRK09263.1	anaerobic ribonucleoside-triphosphate reductase	PRK09263	42
PRK09275.1	bifunctional aspartate transaminase/aspartate 4-decarboxylase	PRK09275	9
PRK09283.1	porphobilinogen synthase	PRK09283	2
PRK09287.1	NADP-dependent phosphogluconate dehydrogenase	PRK09287	36
PRK09348.1	glycine--tRNA ligase subunit alpha	PRK09348	4
PRK09352.1	beta-ketoacyl-ACP synthase 3	PRK09352	12
PRK09355.1	hydroxyethylthiazole kinase	PRK09355	8
PRK09357.1-2	dihydroorotase	PRK09357	28
PRK09362.1-3	phosphoribosylaminoimidazolesuccinocarboxamide synthase	PRK09362	14
PRK09369.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	PRK09369	6
PRK09375.1-4	quinolinate synthase NadA	PRK09375	2
PRK09375.2-1	quinolinate synthase NadA	PRK09375	22
PRK09376.1	transcription termination factor Rho	PRK09376	28
PRK09379.1	LytR family transcriptional regulator	PRK09379	23
PRK09382.1	bifunctional 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase/2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	PRK09382	1
PRK09410.1-5	PTS ascorbate transporter subunit IIC	PRK09410	30
PRK09414.1	NADP-specific glutamate dehydrogenase	PRK09414	2
PRK09422.1	alcohol dehydrogenase AdhP	PRK09422	38
PRK09431.1	asparagine synthase B	PRK09431	2
PRK09441.1-2	alpha-amylase	PRK09441	13
PRK09441.1-3	alpha-amylase	PRK09441	1
PRK09441.1-5	alpha-amylase	PRK09441	1
PRK09452.1	spermidine/putrescine ABC transporter ATP-binding protein PotA	PRK09452	13
PRK09469.1	glutamate--ammonia ligase	PRK09469	2
PRK09473.1	oligopeptide ABC transporter ATP-binding protein OppD	PRK09473	18
PRK09493.1	glutamine ABC transporter ATP-binding protein GlnQ	PRK09493	29
PRK09525.1	beta-galactosidase	PRK09525	3
PRK09533.1	bifunctional transaldolase/phosoglucose isomerase	PRK09533	1
PRK09564.1	CoA-disulfide reductase	PRK09564	2
PRK09589.1	6-phospho-beta-glucosidase	PRK09589	52
PRK09593.1	6-phospho-beta-glucosidase	PRK09593	68
PRK09614.1-4	ribonucleotide-diphosphate reductase subunit beta	PRK09614	24
PRK09614.1-5	ribonucleotide-diphosphate reductase subunit beta	PRK09614	2
PRK09653.1	phosphotransacetylase	PRK09653	19
PRK09692.1	integrase domain-containing protein	PRK09692	1
PRK09700.1	D-allose ABC transporter ATP-binding protein AlsA	PRK09700	1
PRK09795.1	aminopeptidase	PRK09795	10
PRK09824.1	PTS beta-glucoside transporter subunit IIABC	PRK09824	20
PRK09874.1	multidrug efflux MFS transporter MdtG	PRK09874	2
PRK09977.1	MgtC/SapB family protein	PRK09977	4
PRK10084.1	dTDP-glucose 4,6-dehydratase	PRK10084	2
PRK10092.1	maltose O-acetyltransferase	PRK10092	11
PRK10247.1	iron ABC transporter ATP-binding protein FetA	PRK10247	5
PRK10253.1	iron-enterobactin ABC transporter ATP-binding protein	PRK10253	1
PRK10263.1	DNA translocase FtsK	PRK10263	13
PRK10354.1	RNA chaperone/antiterminator CspA	PRK10354	5
PRK10443.1	pyrimidine-specific ribonucleoside hydrolase RihA	PRK10443	14
PRK10458.1	DNA cytosine methylase	PRK10458	2
PRK10476.1	multidrug transporter subunit MdtN	PRK10476	2
PRK10503.1	MdtB/MuxB family multidrug efflux RND transporter permease subunit	PRK10503	2
PRK10513.1	sugar-phosphatase	PRK10513	6
PRK10536.1	phosphate starvation-inducible protein PhoH	PRK10536	3
PRK10581.1	(2E,6E)-farnesyl diphosphate synthase	PRK10581	1
PRK10619.1	histidine ABC transporter ATP-binding protein HisP	PRK10619	3
PRK10624.1	lactaldehyde reductase	PRK10624	17
PRK10642.1	glycine betaine/L-proline transporter ProP	PRK10642	2
PRK10663.1	cytochrome o ubiquinol oxidase subunit III	PRK10663	1
PRK10671.1	copper-exporting P-type ATPase CopA	PRK10671	7
PRK10678.1	molybdopterin synthase catalytic subunit MoaE	PRK10678	2
PRK10696.1	tRNA 2-thiocytidine(32) synthetase TtcA	PRK10696	1
PRK10720.1	uracil permease	PRK10720	6
PRK10735.1	metalloprotease TldD	PRK10735	1
PRK10745.1	low affinity potassium transporter Kup	PRK10745	5
PRK10767.1	molecular chaperone DnaJ	PRK10767	1
PRK10787.1	endopeptidase La	PRK10787	3
PRK10812.1	metal-dependent hydrolase	PRK10812	1
PRK10865.1	ATP-dependent chaperone ClpB	PRK10865	2
PRK10917.1-3	ATP-dependent DNA helicase RecG	PRK10917	42
PRK10925.1	superoxide dismutase [Mn]	PRK10925	9
PRK10943.1	cold shock-like protein CspC	PRK10943	3
PRK10952.1	glycine betaine/L-proline ABC transporter permease ProW	PRK10952	6
PRK11070.1	single-stranded-DNA-specific exonuclease RecJ	PRK11070	2
PRK11103.1	PTS mannose transporter subunit IID	PRK11103	9
PRK11125.1	ammonia-forming cytochrome c nitrite reductase	PRK11125	1
PRK11145.1	pyruvate formate lyase 1-activating protein	PRK11145	3
PRK11177.1	phosphoenolpyruvate-protein phosphotransferase PtsI	PRK11177	12
PRK11180.1	23S rRNA pseudouridine(1911/1915/1917) synthase RluD	PRK11180	1
PRK11183.1	D-lactate dehydrogenase	PRK11183	3
PRK11192.1	ATP-dependent RNA helicase SrmB	PRK11192	2
PRK11231.1	Fe(3+) dicitrate ABC transporter ATP-binding protein FecE	PRK11231	2
PRK11264.1	L-cystine ABC transporter ATP-binding protein YecC	PRK11264	13
PRK11268.1	phosphate ABC transporter permease PstA	PRK11268	1
PRK11379.1	glucuronide uptake porin UidC	PRK11379	2
PRK11565.1	2,5-didehydrogluconate reductase DkgA	PRK11565	2
PRK11614.1	high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF	PRK11614	1
PRK11634.1	DEAD/DEAH family ATP-dependent RNA helicase	PRK11634	2
PRK11650.1	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	PRK11650	47
PRK11669.1	D-alanyl-D-alanine endopeptidase	PRK11669	1
PRK11713.1-4	16S rRNA (uracil(1498)-N(3))-methyltransferase	PRK11713	12
PRK11713.6-1	16S rRNA (uracil(1498)-N(3))-methyltransferase	PRK11713	2
PRK11776.1	ATP-dependent RNA helicase DbpA	PRK11776	9
PRK11783.1	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	PRK11783	3
PRK11809.1	trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	PRK11809	2
PRK11814.1	Fe-S cluster assembly protein SufB	PRK11814	4
PRK11819.1	energy-dependent translational throttle protein EttA	PRK11819	3
PRK11824.1	polyribonucleotide nucleotidyltransferase	PRK11824	23
PRK11892.1	pyruvate dehydrogenase complex E1 component subunit beta	PRK11892	2
PRK11904.1	bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA	PRK11904	1
PRK12267.1	methionine--tRNA ligase	PRK12267	52
PRK12281.1	50S ribosomal protein L24	PRK12281	4
PRK12297.1	GTPase ObgE	PRK12297	23
PRK12311.1	30S ribosomal protein S2	PRK12311	2
PRK12319.1	acetyl-CoA carboxylase carboxyl transferase subunit alpha	PRK12319	17
PRK12325.1	proline--tRNA ligase	PRK12325	3
PRK12347.1	L-ribulose-5-phosphate 4-epimerase	PRK12347	7
PRK12352.1	carbamate kinase	PRK12352	2
PRK12370.1	HilA/EilA family virulence transcriptional regulator	PRK12370	2
PRK12378.1	YebC/PmpR family DNA-binding transcriptional regulator	PRK12378	16
PRK12391.1	TrpB-like pyridoxal phosphate-dependent enzyme	PRK12391	6
PRK12397.1	acetate/propionate family kinase	PRK12397	2
PRK12399.1	tagatose 1,6-diphosphate aldolase	PRK12399	39
PRK12411.1	cytidine deaminase	PRK12411	3
PRK12412.1	pyridoxine/pyridoxal/pyridoxamine kinase	PRK12412	3
PRK12448.1	dihydroxy-acid dehydratase	PRK12448	1
PRK12463.1	chorismate synthase	PRK12463	10
PRK12570.1	N-acetylmuramic acid 6-phosphate etherase	PRK12570	23
PRK12613.1	galactose-6-phosphate isomerase subunit LacA	PRK12613	10
PRK12615.1	galactose-6-phosphate isomerase subunit LacB	PRK12615	17
PRK12656.1	fructose-6-phosphate aldolase	PRK12656	11
PRK12735.1	elongation factor Tu	PRK12735	21
PRK12736.1	elongation factor Tu	PRK12736	9
PRK12740.1-5	elongation factor G	PRK12740	2
PRK12771.1	NAD(P)-binding protein	PRK12771	1
PRK12815.1	carbamoyl phosphate synthase large subunit	PRK12815	12
PRK12830.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	PRK12830	40
PRK12838.1	carbamoyl phosphate synthase small subunit	PRK12838	19
PRK12849.1	chaperonin GroEL	PRK12849	3
PRK12850.1	chaperonin GroEL	PRK12850	8
PRK12851.1	chaperonin GroEL	PRK12851	1
PRK12897.1	type I methionyl aminopeptidase	PRK12897	1
PRK12904.1	preprotein translocase subunit SecA	PRK12904	32
PRK12999.1	pyruvate carboxylase	PRK12999	1
PRK13024.1-3	protein translocase subunit SecDF	PRK13024	2
PRK13055.1	diacylglycerol kinase	PRK13055	37
PRK13145.1	L-ribulose-5-phosphate 4-epimerase	PRK13145	4
PRK13168.1	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	PRK13168	1
PRK13188.1	bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase	PRK13188	3
PRK13197.1	pyroglutamyl-peptidase I	PRK13197	11
PRK13211.1	N-acetylglucosamine-binding protein GbpA	PRK13211	1
PRK13253.1	citrate lyase subunit gamma	PRK13253	3
PRK13299.1	CCA tRNA nucleotidyltransferase	PRK13299	35
PRK13341.1-2	AAA family ATPase	PRK13341	2
PRK13341.1-4	AAA family ATPase	PRK13341	5
PRK13343.1	F0F1 ATP synthase subunit alpha	PRK13343	6
PRK13480.1	3'-5' exoribonuclease YhaM	PRK13480	12
PRK13505.1	formate--tetrahydrofolate ligase	PRK13505	41
PRK13508.1	tagatose-6-phosphate kinase	PRK13508	7
PRK13511.1	6-phospho-beta-galactosidase	PRK13511	47
PRK13529.1	oxaloacetate-decarboxylating malate dehydrogenase	PRK13529	4
PRK13536.1	nodulation factor ABC transporter ATP-binding protein NodI	PRK13536	1
PRK13538.1	cytochrome c biogenesis heme-transporting ATPase CcmA	PRK13538	2
PRK13579.1	glycine cleavage system aminomethyltransferase GcvT	PRK13579	2
PRK13634.1	energy-coupling factor ABC transporter ATP-binding protein	PRK13634	33
PRK13635.1	energy-coupling factor ABC transporter ATP-binding protein	PRK13635	20
PRK13657.1	glucan ABC transporter ATP-binding protein/ permease	PRK13657	10
PRK13660.1	hypothetical protein	PRK13660	1
PRK13661.1	ECF-type riboflavin transporter substrate-binding protein	PRK13661	18
PRK13662.1	hypothetical protein	PRK13662	15
PRK13666.1	hypothetical protein	PRK13666	1
PRK13667.1	hypothetical protein	PRK13667	2
PRK13670.1	nucleotidyltransferase	PRK13670	24
PRK13672.1	hypothetical protein	PRK13672	2
PRK13678.1-2	hypothetical protein	PRK13678	5
PRK13694.1	hypothetical protein	PRK13694	1
PRK13717.1	type-F conjugative transfer system protein TrbI	PRK13717	2
PRK13723.1	conjugal transfer pilus assembly protein TraH	PRK13723	2
PRK13780.1	phosphocarrier protein HPr	PRK13780	3
PRK13783.1	adenylosuccinate synthase	PRK13783	1
PRK13805.1	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	PRK13805	60
PRK13807.1	family 65 glycosyl hydrolase domain-containing protein	PRK13807	1
PRK13905.1	UDP-N-acetylmuramate dehydrogenase	PRK13905	7
PRK13911.1	exodeoxyribonuclease III	PRK13911	6
PRK13927.1	rod shape-determining protein MreB	PRK13927	3
PRK13956.1	dUTP diphosphatase	PRK13956	2
PRK13962.1	bifunctional phosphoglycerate kinase/triosephosphate isomerase	PRK13962	29
PRK13969.1	proline racemase	PRK13969	26
PRK13977.1	oleate hydratase	PRK13977	10
PRK14012.1	IscS subfamily cysteine desulfurase	PRK14012	2
PRK14018.1	bifunctional peptide-methionine (S)-S-oxide reductase MsrA/peptide-methionine (R)-S-oxide reductase MsrB	PRK14018	9
PRK14019.1	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II	PRK14019	2
PRK14022.1	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase	PRK14022	1
PRK14031.1	NADP-specific glutamate dehydrogenase	PRK14031	1
PRK14086.1	chromosomal replication initiator protein DnaA	PRK14086	5
PRK14097.1	glucose-6-phosphate isomerase	PRK14097	50
PRK14104.1	chaperonin GroEL	PRK14104	5
PRK14116.1	2,3-diphosphoglycerate-dependent phosphoglycerate mutase	PRK14116	11
PRK14117.1	phosphoglycerate mutase	PRK14117	1
PRK14118.1	2,3-diphosphoglycerate-dependent phosphoglycerate mutase	PRK14118	10
PRK14127.1	cell division regulator GpsB	PRK14127	2
PRK14162.1	nucleotide exchange factor GrpE	PRK14162	9
PRK14179.1	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	PRK14179	32
PRK14276.1	molecular chaperone DnaJ	PRK14276	37
PRK14280.1	molecular chaperone DnaJ	PRK14280	5
PRK14341.1	lipoyl(octanoyl) transferase LipB	PRK14341	2
PRK14354.1	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	PRK14354	27
PRK14521.1	30S ribosomal protein S16	PRK14521	4
PRK14537.1	50S ribosomal protein L20/unknown domain fusion protein	PRK14537	3
PRK14608.1	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	PRK14608	2
PRK14669.1	excinuclease ABC subunit C	PRK14669	2
PRK14703.1	glutamine--tRNA ligase/YqeY domain fusion protein	PRK14703	1
PRK14806.1	bifunctional prephenate dehydrogenase/3-phosphoshikimate 1-carboxyvinyltransferase	PRK14806	4
PRK14822.1	XTP/dITP diphosphatase	PRK14822	5
PRK14830.1	isoprenyl transferase	PRK14830	13
PRK14869.1-5	putative manganese-dependent inorganic diphosphatase	PRK14869	9
PRK14874.1	aspartate-semialdehyde dehydrogenase	PRK14874	1
PRK14900.1	valine--tRNA ligase	PRK14900	1
PRK14902.1	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	PRK14902	26
PRK14906.1	DNA-directed RNA polymerase subunit beta'	PRK14906	40
PRK14908.1	glycine--tRNA ligase	PRK14908	5
PRK14939.1	DNA gyrase subunit B	PRK14939	4
PRK15014.1	6-phospho-beta-glucosidase	PRK15014	1
PRK15061.1	catalase/peroxidase	PRK15061	1
PRK15064.1	ABC-F family ATPase	PRK15064	8
PRK15065.1	mannose/fructose/sorbose family PTS transporter subunit IIC	PRK15065	21
PRK15066.1	ABC transporter permease	PRK15066	24
PRK15079.1	murein tripeptide/oligopeptide ABC transporter ATP binding protein OppF	PRK15079	6
PRK15088.1	PTS mannose transporter subunit IIAB	PRK15088	9
PRK15122.1	magnesium-translocating P-type ATPase	PRK15122	21
PRK15138.1	alcohol dehydrogenase	PRK15138	2
PRK15425.1	glyceraldehyde-3-phosphate dehydrogenase	PRK15425	2
PRK15452.1	tRNA 5-hydroxyuridine modification protein YegQ	PRK15452	5
PRK15480.1	glucose-1-phosphate thymidylyltransferase RfbA	PRK15480	4
PR_assoc_PrdC	proline reductase-associated electron transfer protein PrdC	TIGR04481	28
PTS-II-ABC-beta	beta-glucoside-specific PTS transporter subunit IIABC	TIGR01995	49
PTS-II-BC-nag	N-acetylglucosamine-specific PTS transporter subunit IIBC	TIGR01998	14
PTS_IIC_fructo	fructose-specific PTS transporter subunit EIIC	TIGR01427	5
PTS_I_fam	phosphoenolpyruvate--protein phosphotransferase	TIGR01417	27
PepG1	type I toxin-antitoxin system toxin PepG1		71
PhnE	phosphonate ABC transporter, permease protein PhnE	TIGR01097	3
PhnT2	putative 2-aminoethylphosphonate ABC transporter ATP-binding protein	TIGR03265	4
PknB_PASTA_kin	Stk1 family PASTA domain-containing Ser/Thr kinase		46
Pmev_kin_Gr_pos	phosphomevalonate kinase	TIGR01220	30
PurN	phosphoribosylglycinamide formyltransferase	TIGR00639	5
PyrG	CTP synthase (glutamine hydrolyzing)	TIGR00337	11
Q_tRNA_tgt	tRNA guanosine(34) transglycosylase Tgt	TIGR00430	42
RF_mod_PrmC	peptide chain release factor N(5)-glutamine methyltransferase	TIGR03534	1
RNAP_delt_lowGC	DNA-directed RNA polymerase subunit delta	TIGR04567	6
RNA_repair_RtcR	RNA repair transcriptional activator RtcR		2
RND_permease_1	multidrug efflux RND transporter permease subunit		2
RNR_1b_NrdE	class 1b ribonucleoside-diphosphate reductase subunit alpha	TIGR04170	30
RNaseEG	Rne/Rng family ribonuclease	TIGR00757	4
RNaseIII	ribonuclease III	TIGR02191	2
RNasePH	ribonuclease PH	TIGR01966	17
RNase_R	ribonuclease R	TIGR02063	28
RNase_Y	ribonuclease Y	TIGR03319	24
RNase_Z	ribonuclease Z	TIGR02651	8
ROK_glcA_fam	ROK family glucokinase	TIGR00744	14
RicT_YaaT_fam	regulatory iron-sulfur-containing complex subunit RicT		21
S15_bact	30S ribosomal protein S15	TIGR00952	9
S16	30S ribosomal protein S16	TIGR00002	3
S1_dom_CvfD	CvfD/Ygs/GSP13 family RNA-binding post-transcriptional regulator		4
S21p	30S ribosomal protein S21	TIGR00030	1
SMC_prok_B	chromosome segregation protein SMC	TIGR02168	30
SUF_scaf_2	SUF system NifU family Fe-S cluster assembly protein	TIGR01994	10
SepM_fam_S16	SepM family pheromone-processing serine protease		13
SpoIID_LytB	SpoIID/LytB domain-containing protein	TIGR02669	1
Stp1_PP2C_phos	Stp1/IreP family PP2C-type Ser/Thr phosphatase		6
T6A_TsaD_YgjD	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	TIGR03723	8
T6A_YeaZ	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	TIGR03725	8
TF_CBS_SpxR	CBS-HotDog domain-containing transcription factor SpxR		4
TIGR00006	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	TIGR00006	11
TIGR00010	YchF/TatD family DNA exonuclease	TIGR00010	3
TIGR00043	rRNA maturation RNase YbeY	TIGR00043	3
TIGR00045	glycerate kinase	TIGR00045	2
TIGR00054	RIP metalloprotease RseP	TIGR00054	4
TIGR00057	L-threonylcarbamoyladenylate synthase	TIGR00057	1
TIGR00091	tRNA (guanosine(46)-N7)-methyltransferase TrmB	TIGR00091	2
TIGR00092	redox-regulated ATPase YchF	TIGR00092	15
TIGR00096	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	TIGR00096	3
TIGR00159	diadenylate cyclase CdaA	TIGR00159	12
TIGR00244	transcriptional regulator NrdR	TIGR00244	10
TIGR00245	iron export ABC transporter permease subunit FetB	TIGR00245	1
TIGR00256	D-aminoacyl-tRNA deacylase	TIGR00256	5
TIGR00278	membrane protein insertion efficiency factor YidD	TIGR00278	4
TIGR00282	TIGR00282 family metallophosphoesterase	TIGR00282	10
TIGR00342	tRNA 4-thiouridine(8) synthase ThiI	TIGR00342	6
TIGR00357	peptide-methionine (R)-S-oxide reductase MsrB	TIGR00357	2
TIGR00366	TIGR00366 family protein	TIGR00366	2
TIGR00426	competence protein ComEA helix-hairpin-helix repeat region	TIGR00426	3
TIGR01212	TIGR01212 family radical SAM protein	TIGR01212	2
TIGR02328	TIGR02328 family protein	TIGR02328	6
TIGR03766	conserved hypothetical integral membrane protein	TIGR03766	9
TRX_reduct	thioredoxin-disulfide reductase	TIGR01292	15
TruB	tRNA pseudouridine(55) synthase TruB	TIGR00431	1
TypA_BipA	translational GTPase TypA	TIGR01394	46
VI_chp_2	type VI secretion system contractile sheath large subunit	TIGR03355	2
WcaJ_sugtrans	undecaprenyl-phosphate glucose phosphotransferase	TIGR03023	3
XylB	xylulokinase	TIGR01312	5
Y_phosphoryl	pyrimidine-nucleoside phosphorylase	TIGR02644	8
YaaA_near_RecF	S4 domain-containing protein YaaA	TIGR02988	7
YbaK_EbsC	Cys-tRNA(Pro) deacylase	TIGR00011	5
YiiL_rotase	L-rhamnose mutarotase	TIGR02625	1
YloV	DAK2 domain fusion protein YloV	TIGR03599	18
accD	acetyl-CoA carboxylase, carboxyltransferase subunit beta	TIGR00515	15
aceE	pyruvate dehydrogenase (acetyl-transferring), homodimeric type	TIGR00759	2
ackA	acetate/propionate family kinase	TIGR00016	9
acnB	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	TIGR00117	1
aconitase_1	aconitate hydratase AcnA	TIGR01341	1
addA_Gpos	helicase-exonuclease AddAB subunit AddA	TIGR02785	50
addB_alphas	double-strand break repair protein AddB	TIGR02786	1
adh_III_F_hyde	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	TIGR02818	5
adh_fam_1	zinc-binding alcohol dehydrogenase family protein	TIGR02817	1
agaS_fam	putative sugar isomerase, AgaS family	TIGR02815	24
alaS	alanine--tRNA ligase	TIGR00344	18
alr	alanine racemase	TIGR00492	1
aman2_put	GH92 family glycosyl hydrolase	TIGR01180	3
antiport_TyrP	tyrosine-tyramine antiporter		40
antiport_nhaC	Na+/H+ antiporter NhaC	TIGR00931	2
araD	L-ribulose-5-phosphate 4-epimerase	TIGR00760	7
arcA	arginine deiminase	TIGR01078	12
arcC	carbamate kinase	TIGR00746	18
argS	arginine--tRNA ligase	TIGR00456	2
aroB	3-dehydroquinate synthase	TIGR01357	20
aroD	type I 3-dehydroquinate dehydratase	TIGR01093	2
asn_synth_AEB	asparagine synthase (glutamine-hydrolyzing)	TIGR01536	2
aspS_bact	aspartate--tRNA ligase	TIGR00459	4
asp_4_decarbox	aspartate 4-decarboxylase	TIGR03801	20
atpA	F0F1 ATP synthase subunit alpha	TIGR00962	40
atpD	F0F1 ATP synthase subunit beta	TIGR01039	45
bPGM	beta-phosphoglucomutase	TIGR01990	16
bac_cardiolipin	cardiolipin synthase	TIGR04265	3
bifunc_MprF	bifunctional lysylphosphatidylglycerol flippase/synthetase MprF		29
cas1_DVULG	type I-C CRISPR-associated endonuclease Cas1c	TIGR03640	32
cas1_ECOLI	type I-E CRISPR-associated endonuclease Cas1e	TIGR03638	1
cas3_core	CRISPR-associated helicase Cas3'	TIGR01587	1
cas_Cas5d	type I-C CRISPR-associated protein Cas5c	TIGR01876	5
cas_Csd2	type I-C CRISPR-associated protein Cas7/Csd2	TIGR02589	19
ccpA	catabolite control protein A	TIGR01481	13
ccs	citrate:cation symporter	TIGR00783	5
cello_pts_IIC	PTS cellobiose transporter subunit IIC	TIGR00359	6
chaperone_ClpB	ATP-dependent chaperone ClpB	TIGR03346	157
chloram_CatB	type B chloramphenicol O-acetyltransferase		2
citE	citrate (pro-3S)-lyase subunit beta	TIGR01588	40
citF	citrate lyase subunit alpha	TIGR01584	81
clpP	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	TIGR00493	1
clpX	ATP-dependent protease ATP-binding subunit ClpX	TIGR00382	5
cmk	(d)CMP kinase	TIGR00017	6
coaB_strep	phosphopantothenate--cysteine ligase	TIGR02114	7
coaC_strep	phosphopantothenoylcysteine decarboxylase	TIGR02113	1
coaD_prev_kdtB	pantetheine-phosphate adenylyltransferase	TIGR01510	4
codY_Gpos	GTP-sensing pleiotropic transcriptional regulator CodY	TIGR02787	7
comE	comEA protein	TIGR01259	1
cysS	cysteine--tRNA ligase	TIGR00435	22
cyt_deam_tetra	cytidine deaminase	TIGR01354	3
dTDP_gluc_dehyt	dTDP-glucose 4,6-dehydratase	TIGR01181	15
dapA	4-hydroxy-tetrahydrodipicolinate synthase	TIGR00674	1
dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	TIGR00965	1
degP_htrA_DO	Do family serine endopeptidase	TIGR02037	2
deoB	phosphopentomutase	TIGR01696	7
deoC	deoxyribose-phosphate aldolase	TIGR00126	2
dinG_rel	putative DnaQ family exonuclease/DinG family helicase	TIGR01407	13
dipep_PepQ_Arch	Xaa-Pro dipeptidase PepQ		2
dipeptidase	dipeptidase PepV	TIGR01886	35
dipeptidaselike	Sapep family Mn(2+)-dependent dipeptidase	TIGR01887	16
dnaG	DNA primase	TIGR01391	6
dnlj	NAD-dependent DNA ligase LigA	TIGR00575	1
dprA	DNA-processing protein DprA	TIGR00732	1
drrA	daunorubicin resistance ABC transporter, ATP-binding protein	TIGR01188	2
ectoine_ehuA	ectoine/hydroxyectoine ABC transporter ATP-binding protein EhuA	TIGR03005	22
endo_SpGH101	SpGH101 family endo-alpha-N-acetylgalactosaminidase		2
eno	phosphopyruvate hydratase	TIGR01060	40
f2_encap_cargo1	family 2A encapsulin nanocompartment cargo protein cysteine desulfurase		8
fabF	beta-ketoacyl-ACP synthase II	TIGR03150	26
