L1	L2	L3	ID	Function	EC	Gene	Count
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K02810	Sucrose PTS system EIIBCA or EIIBC component	2.7.1.211	scrA, sacP, sacX, ptsS	1
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS) [PATH:ko02060]	K02810	Sucrose PTS system EIIBCA or EIIBC component	2.7.1.211	scrA, sacP, sacX, ptsS	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02810	Sucrose PTS system EIIBCA or EIIBC component	2.7.1.211	scrA, sacP, sacX, ptsS	1
Brite Hierarchies	Protein families: genetic information processing	Translation factors [BR:ko03012]	K02837	Peptide chain release factor 3		prfC	1
Genetic Information Processing	Translation	Ribosome [PATH:ko03010]	K02876	Large subunit ribosomal protein L15		RP-L15, MRPL15, rplO	1
Brite Hierarchies	Protein families: genetic information processing	Ribosome [BR:ko03011]	K02876	Large subunit ribosomal protein L15		RP-L15, MRPL15, rplO	1
Genetic Information Processing	Translation	Ribosome [PATH:ko03010]	K02879	Large subunit ribosomal protein L17		RP-L17, MRPL17, rplQ	1
Brite Hierarchies	Protein families: genetic information processing	Ribosome [BR:ko03011]	K02879	Large subunit ribosomal protein L17		RP-L17, MRPL17, rplQ	1
Genetic Information Processing	Translation	Ribosome [PATH:ko03010]	K02884	Large subunit ribosomal protein L19		RP-L19, MRPL19, rplS	2
Brite Hierarchies	Protein families: genetic information processing	Ribosome [BR:ko03011]	K02884	Large subunit ribosomal protein L19		RP-L19, MRPL19, rplS	2
Genetic Information Processing	Translation	Ribosome [PATH:ko03010]	K02952	Small subunit ribosomal protein S13		RP-S13, rpsM	2
Brite Hierarchies	Protein families: genetic information processing	Ribosome [BR:ko03011]	K02952	Small subunit ribosomal protein S13		RP-S13, rpsM	2
Genetic Information Processing	Translation	Ribosome [PATH:ko03010]	K02988	Small subunit ribosomal protein S5		RP-S5, MRPS5, rpsE	1
Brite Hierarchies	Protein families: genetic information processing	Ribosome [BR:ko03011]	K02988	Small subunit ribosomal protein S5		RP-S5, MRPS5, rpsE	1
Genetic Information Processing	Transcription	RNA polymerase [PATH:ko03020]	K03046	DNA-directed RNA polymerase subunit beta'	2.7.7.6	rpoC	1
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03046	DNA-directed RNA polymerase subunit beta'	2.7.7.6	rpoC	1
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K03046	DNA-directed RNA polymerase subunit beta'	2.7.7.6	rpoC	1
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K03086	RNA polymerase primary sigma factor		rpoD	2
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03086	RNA polymerase primary sigma factor		rpoD	2
Genetic Information Processing	Transcription	Basal transcription factors [PATH:ko03022]	K03125	Transcription initiation factor TFIID subunit 1	2.3.1.48 2.7.11.1	TAF1	1
Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K03125	Transcription initiation factor TFIID subunit 1	2.3.1.48 2.7.11.1	TAF1	1
Brite Hierarchies	Protein families: genetic information processing	Transcription machinery [BR:ko03021]	K03125	Transcription initiation factor TFIID subunit 1	2.3.1.48 2.7.11.1	TAF1	1
Brite Hierarchies	Protein families: genetic information processing	Chromosome and associated proteins [BR:ko03036]	K03125	Transcription initiation factor TFIID subunit 1	2.3.1.48 2.7.11.1	TAF1	1
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03169	DNA topoisomerase III	5.6.2.1	topB	4
Not Included in Pathway or Brite	Unclassified: signaling and cellular processes	Transport	K03292	Glycoside/pentoside/hexuronide:cation symporter, GPH family		TC.GPH	1
Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism [PATH:ko00562]	K03335	Inosose dehydratase	4.2.1.44	iolE	1
Brite Hierarchies	Protein families: genetic information processing	Chromosome and associated proteins [BR:ko03036]	K03466	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family		ftsK, spoIIIE	1
Genetic Information Processing	Replication and repair	DNA replication [PATH:ko03030]	K03470	Ribonuclease HII	3.1.26.4	rnhB	1
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03470	Ribonuclease HII	3.1.26.4	rnhB	1
Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism [PATH:ko00053]	K03475	Ascorbate PTS system EIIC component		ulaA, sgaT	1
Environmental Information Processing	Membrane transport	Phosphotransferase system (PTS) [PATH:ko02060]	K03475	Ascorbate PTS system EIIC component		ulaA, sgaT	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K03475	Ascorbate PTS system EIIC component		ulaA, sgaT	1
Genetic Information Processing	Replication and repair	Homologous recombination [PATH:ko03440]	K03550	Holliday junction DNA helicase RuvA	3.6.4.12	ruvA	2
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K03550	Holliday junction DNA helicase RuvA	3.6.4.12	ruvA	2
Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K03588	Cell division protein FtsW		ftsW, spoVE	2
Brite Hierarchies	Protein families: genetic information processing	Chromosome and associated proteins [BR:ko03036]	K03588	Cell division protein FtsW		ftsW, spoVE	2
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K03588	Cell division protein FtsW		ftsW, spoVE	2
Metabolism	Lipid metabolism	Glycerolipid metabolism [PATH:ko00561]	K03621	Phosphate acyltransferase	2.3.1.274	plsX	3
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K03621	Phosphate acyltransferase	2.3.1.274	plsX	3
Genetic Information Processing	Replication and repair	Homologous recombination [PATH:ko03440]	K03629	DNA replication and repair protein RecF		recF	2
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K03629	DNA replication and repair protein RecF		recF	2
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K03650	TRNA modification GTPase	3.6.-.-	mnmE, trmE, MSS1	1
Genetic Information Processing	Folding, sorting and degradation	RNA degradation [PATH:ko03018]	K03654	ATP-dependent DNA helicase RecQ	3.6.4.12	recQ	2
Brite Hierarchies	Protein families: genetic information processing	Messenger RNA biogenesis [BR:ko03019]	K03654	ATP-dependent DNA helicase RecQ	3.6.4.12	recQ	2
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K03654	ATP-dependent DNA helicase RecQ	3.6.4.12	recQ	2
Brite Hierarchies	Protein families: genetic information processing	Chaperones and folding catalysts [BR:ko03110]	K03696	ATP-dependent Clp protease ATP-binding subunit ClpC		clpC	1
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K03700	Recombination protein U		recU	1
Genetic Information Processing	Replication and repair	Nucleotide excision repair [PATH:ko03420]	K03701	Excinuclease ABC subunit A		uvrA	2
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K03701	Excinuclease ABC subunit A		uvrA	2
Genetic Information Processing	Replication and repair	Nucleotide excision repair [PATH:ko03420]	K03702	Excinuclease ABC subunit B		uvrB	1
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K03702	Excinuclease ABC subunit B		uvrB	1
Genetic Information Processing	Replication and repair	Nucleotide excision repair [PATH:ko03420]	K03703	Excinuclease ABC subunit C		uvrC	1
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K03703	Excinuclease ABC subunit C		uvrC	1
Genetic Information Processing	Replication and repair	Nucleotide excision repair [PATH:ko03420]	K03723	Transcription-repair coupling factor (superfamily II helicase)	3.6.4.-	mfd	4
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K03723	Transcription-repair coupling factor (superfamily II helicase)	3.6.4.-	mfd	4
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K03737	Pyruvate-ferredoxin/flavodoxin oxidoreductase	1.2.7.1 1.2.7.-	por, nifJ	2
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K03737	Pyruvate-ferredoxin/flavodoxin oxidoreductase	1.2.7.1 1.2.7.-	por, nifJ	2
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K03737	Pyruvate-ferredoxin/flavodoxin oxidoreductase	1.2.7.1 1.2.7.-	por, nifJ	2
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K03737	Pyruvate-ferredoxin/flavodoxin oxidoreductase	1.2.7.1 1.2.7.-	por, nifJ	2
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K03737	Pyruvate-ferredoxin/flavodoxin oxidoreductase	1.2.7.1 1.2.7.-	por, nifJ	2
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K03740	D-alanine transfer protein		dltD	1
Human Diseases	Infectious disease: bacterial	Staphylococcus aureus infection [PATH:ko05150]	K03740	D-alanine transfer protein		dltD	1
Human Diseases	Drug resistance: antimicrobial	Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]	K03740	D-alanine transfer protein		dltD	1
Brite Hierarchies	Protein families: signaling and cellular processes	Antimicrobial resistance genes [BR:ko01504]	K03740	D-alanine transfer protein		dltD	1
Genetic Information Processing	Replication and repair	DNA replication [PATH:ko03030]	K03763	DNA polymerase III subunit alpha, Gram-positive type	2.7.7.7	polC	3
Genetic Information Processing	Replication and repair	Mismatch repair [PATH:ko03430]	K03763	DNA polymerase III subunit alpha, Gram-positive type	2.7.7.7	polC	3
Genetic Information Processing	Replication and repair	Homologous recombination [PATH:ko03440]	K03763	DNA polymerase III subunit alpha, Gram-positive type	2.7.7.7	polC	3
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K03763	DNA polymerase III subunit alpha, Gram-positive type	2.7.7.7	polC	3
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K03763	DNA polymerase III subunit alpha, Gram-positive type	2.7.7.7	polC	3
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K03798	Cell division protease FtsH	3.4.24.-	ftsH, hflB	2
Brite Hierarchies	Protein families: genetic information processing	Chaperones and folding catalysts [BR:ko03110]	K03798	Cell division protease FtsH	3.4.24.-	ftsH, hflB	2
Environmental Information Processing	Signaling molecules and interaction	Neuroactive ligand-receptor interaction [PATH:ko04080]	K04170	Bombesin receptor subtype-3		BRS3	32
Brite Hierarchies	Protein families: signaling and cellular processes	G protein-coupled receptors [BR:ko04030]	K04170	Bombesin receptor subtype-3		BRS3	32
Genetic Information Processing	Folding, sorting and degradation	Protein processing in endoplasmic reticulum [PATH:ko04141]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Environmental Information Processing	Signal transduction	MAPK signaling pathway [PATH:ko04010]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Environmental Information Processing	Signal transduction	TNF signaling pathway [PATH:ko04668]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Environmental Information Processing	Signal transduction	cGMP-PKG signaling pathway [PATH:ko04022]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Environmental Information Processing	Signal transduction	PI3K-Akt signaling pathway [PATH:ko04151]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Cellular Processes	Transport and catabolism	Mitophagy - animal [PATH:ko04137]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Cellular Processes	Cell growth and death	Apoptosis [PATH:ko04210]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Cellular Processes	Cell growth and death	Apoptosis - fly [PATH:ko04214]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Endocrine system	Insulin secretion [PATH:ko04911]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Endocrine system	GnRH signaling pathway [PATH:ko04912]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Endocrine system	Estrogen signaling pathway [PATH:ko04915]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Endocrine system	Relaxin signaling pathway [PATH:ko04926]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Endocrine system	Growth hormone synthesis, secretion and action [PATH:ko04935]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Endocrine system	Thyroid hormone synthesis [PATH:ko04918]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Endocrine system	Parathyroid hormone synthesis, secretion and action [PATH:ko04928]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Endocrine system	Aldosterone synthesis and secretion [PATH:ko04925]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Endocrine system	Cortisol synthesis and secretion [PATH:ko04927]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Circulatory system	Adrenergic signaling in cardiomyocytes [PATH:ko04261]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Nervous system	Cholinergic synapse [PATH:ko04725]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Nervous system	Dopaminergic synapse [PATH:ko04728]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Nervous system	Long-term potentiation [PATH:ko04720]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Nervous system	Neurotrophin signaling pathway [PATH:ko04722]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Aging	Longevity regulating pathway [PATH:ko04211]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Organismal Systems	Aging	Longevity regulating pathway - worm [PATH:ko04212]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Cancer: overview	Chemical carcinogenesis - receptor activation [PATH:ko05207]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Cancer: overview	Viral carcinogenesis [PATH:ko05203]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Cancer: specific types	Prostate cancer [PATH:ko05215]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Infectious disease: viral	Human T-cell leukemia virus 1 infection [PATH:ko05166]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Infectious disease: viral	Hepatitis B [PATH:ko05161]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Infectious disease: viral	Human cytomegalovirus infection [PATH:ko05163]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Neurodegenerative disease	Alzheimer disease [PATH:ko05010]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Neurodegenerative disease	Parkinson disease [PATH:ko05012]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Neurodegenerative disease	Amyotrophic lateral sclerosis [PATH:ko05014]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Neurodegenerative disease	Prion disease [PATH:ko05020]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Neurodegenerative disease	Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Substance dependence	Cocaine addiction [PATH:ko05030]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Substance dependence	Amphetamine addiction [PATH:ko05031]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Substance dependence	Alcoholism [PATH:ko05034]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Cardiovascular disease	Lipid and atherosclerosis [PATH:ko05417]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Endocrine and metabolic disease	Non-alcoholic fatty liver disease [PATH:ko04932]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Human Diseases	Endocrine and metabolic disease	Cushing syndrome [PATH:ko04934]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K04374	Cyclic AMP-dependent transcription factor ATF-4		ATF4, CREB2	1
Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism [PATH:ko00730]	K04487	Cysteine desulfurase	2.8.1.7	iscS, NFS1	1
Genetic Information Processing	Folding, sorting and degradation	Sulfur relay system [PATH:ko04122]	K04487	Cysteine desulfurase	2.8.1.7	iscS, NFS1	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K04487	Cysteine desulfurase	2.8.1.7	iscS, NFS1	1
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K04487	Cysteine desulfurase	2.8.1.7	iscS, NFS1	1
Brite Hierarchies	Protein families: signaling and cellular processes	Prokaryotic defense system [BR:ko02048]	K04487	Cysteine desulfurase	2.8.1.7	iscS, NFS1	1
Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli [PATH:ko02026]	K04761	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator		oxyR	2
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K04761	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator		oxyR	2
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K05349	Beta-glucosidase	3.2.1.21	bglX	1
Metabolism	Metabolism of other amino acids	Cyanoamino acid metabolism [PATH:ko00460]	K05349	Beta-glucosidase	3.2.1.21	bglX	1
Metabolism	Biosynthesis of other secondary metabolites	Phenylpropanoid biosynthesis [PATH:ko00940]	K05349	Beta-glucosidase	3.2.1.21	bglX	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K05541	TRNA-dihydrouridine synthase C	1.-.-.-	dusC	1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K05846	Osmoprotectant transport system permease protein		opuBD	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K05846	Osmoprotectant transport system permease protein		opuBD	1
Environmental Information Processing	Signal transduction	Calcium signaling pathway [PATH:ko04020]	K05850	P-type Ca2+ transporter type 2B	7.2.2.10	ATP2B	1
Environmental Information Processing	Signal transduction	cAMP signaling pathway [PATH:ko04024]	K05850	P-type Ca2+ transporter type 2B	7.2.2.10	ATP2B	1
Environmental Information Processing	Signal transduction	cGMP-PKG signaling pathway [PATH:ko04022]	K05850	P-type Ca2+ transporter type 2B	7.2.2.10	ATP2B	1
Organismal Systems	Endocrine system	Aldosterone synthesis and secretion [PATH:ko04925]	K05850	P-type Ca2+ transporter type 2B	7.2.2.10	ATP2B	1
Organismal Systems	Circulatory system	Adrenergic signaling in cardiomyocytes [PATH:ko04261]	K05850	P-type Ca2+ transporter type 2B	7.2.2.10	ATP2B	1
Organismal Systems	Digestive system	Salivary secretion [PATH:ko04970]	K05850	P-type Ca2+ transporter type 2B	7.2.2.10	ATP2B	1
Organismal Systems	Digestive system	Pancreatic secretion [PATH:ko04972]	K05850	P-type Ca2+ transporter type 2B	7.2.2.10	ATP2B	1
Organismal Systems	Digestive system	Mineral absorption [PATH:ko04978]	K05850	P-type Ca2+ transporter type 2B	7.2.2.10	ATP2B	1
Organismal Systems	Excretory system	Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961]	K05850	P-type Ca2+ transporter type 2B	7.2.2.10	ATP2B	1
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K05874	Methyl-accepting chemotaxis protein I, serine sensor receptor		tsr	2
Cellular Processes	Cell motility	Bacterial chemotaxis [PATH:ko02030]	K05874	Methyl-accepting chemotaxis protein I, serine sensor receptor		tsr	2
Brite Hierarchies	Protein families: signaling and cellular processes	Bacterial motility proteins [BR:ko02035]	K05874	Methyl-accepting chemotaxis protein I, serine sensor receptor		tsr	2
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K05964	Holo-ACP synthase	2.7.7.61	citX	1
Brite Hierarchies	Protein families: genetic information processing	Ribosome biogenesis [BR:ko03009]	K06180	23S rRNA pseudouridine1911/1915/1917 synthase	5.4.99.23	rluD	2
Not Included in Pathway or Brite	Unclassified: signaling and cellular processes	Signaling proteins	K06207	GTP-binding protein		typA, bipA	1
Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K06445	Acyl-CoA dehydrogenase	1.3.99.-	fadE	1
Brite Hierarchies	Protein families: signaling and cellular processes	Cell adhesion molecules [BR:ko04515]	K06774	Neurotrimin		HNT	1
Brite Hierarchies	Protein families: genetic information processing	Ribosome biogenesis [BR:ko03009]	K06941	23S rRNA (adenine2503-C2)-methyltransferase	2.1.1.192	rlmN	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K06967	TRNA (adenine22-N1)-methyltransferase	2.1.1.217	trmK	1
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K07033	Uncharacterized protein			1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K07037	Cyclic-di-AMP phosphodiesterase PgpH	3.1.4.-	pgpH	2
Brite Hierarchies	Protein families: genetic information processing	Ribosome biogenesis [BR:ko03009]	K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase	2.1.1.198	rsmI	1
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K07137	Uncharacterized protein			1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K07246	Tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase	1.1.1.93 4.1.1.73 1.1.1.83	ttuC, dmlA	2
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K07246	Tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase	1.1.1.93 4.1.1.73 1.1.1.83	ttuC, dmlA	2
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K07304	Peptide-methionine (S)-S-oxide reductase	1.8.4.11	msrA	1
Not Included in Pathway or Brite	Unclassified: genetic information processing	Replication and repair	K07478	Putative ATPase		ycaJ	1
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07644	Two-component system, OmpR family, heavy metal sensor histidine kinase CusS	2.7.13.3	cusS, copS, silS	3
Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07644	Two-component system, OmpR family, heavy metal sensor histidine kinase CusS	2.7.13.3	cusS, copS, silS	3
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07644	Two-component system, OmpR family, heavy metal sensor histidine kinase CusS	2.7.13.3	cusS, copS, silS	3
Brite Hierarchies	Protein families: signaling and cellular processes	Antimicrobial resistance genes [BR:ko01504]	K07644	Two-component system, OmpR family, heavy metal sensor histidine kinase CusS	2.7.13.3	cusS, copS, silS	3
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07652	Two-component system, OmpR family, sensor histidine kinase VicK	2.7.13.3	vicK	2
Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07652	Two-component system, OmpR family, sensor histidine kinase VicK	2.7.13.3	vicK	2
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07652	Two-component system, OmpR family, sensor histidine kinase VicK	2.7.13.3	vicK	2
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07657	Two-component system, OmpR family, phosphate regulon response regulator PhoB		phoB	1
Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07657	Two-component system, OmpR family, phosphate regulon response regulator PhoB		phoB	1
Environmental Information Processing	Signal transduction	TNF signaling pathway [PATH:ko04668]	K07763	Matrix metalloproteinase-14 (membrane-inserted)	3.4.24.80	MMP14	46
Organismal Systems	Endocrine system	GnRH signaling pathway [PATH:ko04912]	K07763	Matrix metalloproteinase-14 (membrane-inserted)	3.4.24.80	MMP14	46
Organismal Systems	Endocrine system	Parathyroid hormone synthesis, secretion and action [PATH:ko04928]	K07763	Matrix metalloproteinase-14 (membrane-inserted)	3.4.24.80	MMP14	46
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K07763	Matrix metalloproteinase-14 (membrane-inserted)	3.4.24.80	MMP14	46
Environmental Information Processing	Signal transduction	AMPK signaling pathway [PATH:ko04152]	K07877	Ras-related protein Rab-2A		RAB2A	1
Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K07877	Ras-related protein Rab-2A		RAB2A	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K07877	Ras-related protein Rab-2A		RAB2A	1
Brite Hierarchies	Protein families: signaling and cellular processes	GTP-binding proteins [BR:ko04031]	K07877	Ras-related protein Rab-2A		RAB2A	1
Cellular Processes	Transport and catabolism	Autophagy - animal [PATH:ko04140]	K07925	Ras-related protein Rab-39B		RAB39B	2
Human Diseases	Neurodegenerative disease	Amyotrophic lateral sclerosis [PATH:ko05014]	K07925	Ras-related protein Rab-39B		RAB39B	2
Human Diseases	Neurodegenerative disease	Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	K07925	Ras-related protein Rab-39B		RAB39B	2
Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K07925	Ras-related protein Rab-39B		RAB39B	2
Brite Hierarchies	Protein families: signaling and cellular processes	GTP-binding proteins [BR:ko04031]	K07925	Ras-related protein Rab-39B		RAB39B	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K08289	Phosphoribosylglycinamide formyltransferase 2	6.3.1.21	purT	4
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K08326	Aminopeptidase	3.4.11.-	ypdF	2
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K08675	ATP-dependent Lon protease	3.4.21.53	PRSS15, PIM1	1
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K08675	ATP-dependent Lon protease	3.4.21.53	PRSS15, PIM1	1
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K09005	Uncharacterized protein			2
Not Included in Pathway or Brite	Poorly characterized	General function prediction only	K09014	Fe-S cluster assembly protein SufB		sufB	2
Not Included in Pathway or Brite	Poorly characterized	General function prediction only	K09015	Fe-S cluster assembly protein SufD		sufD	1
