ID	Function	Source	Count
CofD_related	uridine diphosphate-N-acetylglucosamine-binding protein YvcK	TIGR01826	14
ComEB	ComE operon protein 2	TIGR02571	23
CyoC	cytochrome o ubiquinol oxidase subunit III	TIGR02842	2
D-ala-DACP-lig	D-alanine--poly(phosphoribitol) ligase subunit DltA	TIGR01734	15
DAHP_synth_II	3-deoxy-7-phosphoheptulonate synthase class II	TIGR01358	1
DHPS	dihydropteroate synthase	TIGR01496	1
DNA_bind_WhiA	DNA-binding protein WhiA	TIGR00647	6
D_pro_red_PrdA	D-proline reductase (dithiol) proprotein PrdA	TIGR04480	129
D_pro_red_PrdB	D-proline reductase (dithiol) protein PrdB	TIGR04483	40
DivI1A_domain	DivIVA domain-containing protein	TIGR03544	12
DnaA	chromosomal replication initiator protein DnaA	TIGR00362	14
DnaB	DnaB-like helicase N-terminal domain-containing protein	PF00772.23	5
DnaB	replicative DNA helicase	TIGR00665	5
ECF_ATPase_1	energy-coupling factor transporter ATPase	TIGR04520	4
ECF_ThiT_YuaJ	energy-coupled thiamine transporter ThiT	TIGR02357	4
EF-G	elongation factor G	TIGR00484	135
EF-Tu	elongation factor Tu	TIGR00485	56
EIID-AGA	PTS system mannose/fructose/sorbose family transporter subunit IID	PF03613.16	22
EIID-AGA	mannose/fructose/sorbose PTS transporter subunit IID	TIGR00828	22
EPS_sugtrans	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase	TIGR03025	16
EpaQ_fam	EpaQ family protein		11
FGAM_synth_I	phosphoribosylformylglycinamidine synthase I	TIGR01737	2
FGAM_synth_II	phosphoribosylformylglycinamidine synthase subunit PurL	TIGR01736	5
FRU	fructose PTS transporter subunit IIB	TIGR00829	6
FakA_VfrB	fatty acid kinase catalytic subunit FakA		7
FeS_nifS	cysteine desulfurase NifS	TIGR03402	7
FliI_clade3	flagellar protein export ATPase FliI	TIGR03498	1
FnlA	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase	TIGR04130	41
FruBisAldo_II_A	class II fructose-bisphosphate aldolase	TIGR01520	1
FtsE	cell division ATP-binding protein FtsE	TIGR02673	24
FtsH_fam	ATP-dependent zinc metalloprotease FtsH	TIGR01241	83
FtsX_Gpos	permease-like cell division protein FtsX		7
GAPDH-I	type I glyceraldehyde-3-phosphate dehydrogenase	TIGR01534	30
GMP_reduct_2	GMP reductase	TIGR01306	20
GOGAT_sm_gam	glutamate synthase small subunit	TIGR01317	1
GTP_HflX	GTPase HflX	TIGR03156	23
GTPase_EngA	ribosome biogenesis GTPase Der	TIGR03594	15
GTPase_YlqF	ribosome biogenesis GTPase YlqF	TIGR03596	11
GTPase_YqeH	ribosome biogenesis GTPase YqeH	TIGR03597	9
GTPase_YsxC	ribosome biogenesis GTP-binding protein YihA/YsxC	TIGR03598	22
GalB	beta-galactosidase GalB		10
GguA	sugar ABC transporter ATP-binding protein		27
GguB	sugar ABC transporter permease		29
GlnA	type I glutamate--ammonia ligase	TIGR00653	20
GlrX_NrdH	glutaredoxin-like protein NrdH	TIGR02194	2
GyrA_w_intein	intein-containing DNA gyrase subunit A		2
HAD-SF-IIA-hyp2	TIGR01457 family HAD-type hydrolase	TIGR01457	9
HEQRo_perm_3TM	ABC transporter permease subunit	TIGR01726	2
HGPRTase	hypoxanthine phosphoribosyltransferase	TIGR01203	11
HK_VanS_ACDEFG	vancomycin resistance histidine kinase VanS		4
HK_VicK	cell wall metabolism sensor histidine kinase VicK		2
HK_WalK	cell wall metabolism sensor histidine kinase WalK		49
HMG-CoA-S_prok	hydroxymethylglutaryl-CoA synthase	TIGR01835	33
HMG_CoA_R_NAD	hydroxymethylglutaryl-CoA reductase, degradative	TIGR00532	4
HMP-P_kinase	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	TIGR00097	7
HTH_metalloreg	metalloregulator ArsR/SmtB family transcription factor		1
HpnJ	hopanoid biosynthesis associated radical SAM protein HpnJ	TIGR03471	7
HpnL	putative membrane protein	TIGR03476	1
HpnN	hopanoid biosynthesis associated RND transporter like protein HpnN	TIGR03480	2
IF-2	Translation-initiation factor 2	PF11987.10	74
IF-2	translation initiation factor IF-2	TIGR00487	74
IMPACT_YIGZ	YigZ family protein	TIGR00257	6
IMP_dehydrog	IMP dehydrogenase	TIGR01302	42
IPP_isom_2	type 2 isopentenyl-diphosphate Delta-isomerase	TIGR02151	3
L11_bact	50S ribosomal protein L11	TIGR01632	20
L17	50S ribosomal protein L17	TIGR00059	2
L18_bact	50S ribosomal protein L18	TIGR00060	8
L27	50S ribosomal protein L27	TIGR00062	2
L29	50S ribosomal protein L29	TIGR00012	6
L3_bact	50S ribosomal protein L3	TIGR03625	19
L6_bact	50S ribosomal protein L6	TIGR03654	23
LPS_export_lptB	LPS export ABC transporter ATP-binding protein	TIGR04406	2
LTA_DltD	D-alanyl-lipoteichoic acid biosynthesis protein DltD	TIGR04092	9
LTA_dltB	D-alanyl-lipoteichoic acid biosynthesis protein DltB	TIGR04091	32
L_ocin_972_ABC	putative bacteriocin export ABC transporter	TIGR03608	15
LolD_lipo_ex	lipoprotein-releasing ABC transporter ATP-binding protein LolD	TIGR02211	2
M3_fam_3	M3 family oligoendopeptidase	TIGR02290	11
MG423	RNase J family beta-CASP ribonuclease	TIGR00649	19
MGSA	methylglyoxal synthase	TIGR00160	6
MsbA_lipidA	lipid A export permease/ATP-binding protein MsbA	TIGR02203	33
MsbA_rel	ABC transporter, permease/ATP-binding protein	TIGR02204	19
MtrAB_MtrA	MtrAB system response regulator MtrA		1
NHLM_micro_ABC1	NHLP family bacteriocin export ABC transporter peptidase/permease/ATPase subunit	TIGR03796	8
NHLM_micro_ABC2	NHLP bacteriocin export ABC transporter permease/ATPase subunit	TIGR03797	4
NusA	transcription termination factor NusA	TIGR01953	15
Obg_CgtA_exten	Obg family GTPase CgtA	TIGR03595	2
PDH_E1_alph_x	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	TIGR03181	50
PFKA_ATP	6-phosphofructokinase	TIGR02482	13
PFL2-3	formate C-acetyltransferase/glycerol dehydratase family glycyl radical enzyme	TIGR01774	11
PFLA	pyruvate formate-lyase-activating protein	TIGR02493	3
PFLE_PFLC	glycyl-radical enzyme activating protein	TIGR02494	3
PNPH	purine nucleoside phosphorylase I, inosine and guanosine-specific	TIGR01700	11
PQQ_membr_DH	membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family	TIGR03074	4
PQQ_syn_pqqC	pyrroloquinoline-quinone synthase PqqC	TIGR02111	2
PQQ_syn_pqqE	pyrroloquinoline quinone biosynthesis protein PqqE	TIGR02109	1
PRK00006.1	3-hydroxyacyl-ACP dehydratase FabZ	PRK00006	10
PRK00010.1	50S ribosomal protein L5	PRK00010	25
PRK00011.1	serine hydroxymethyltransferase	PRK00011	71
PRK00013.1	chaperonin GroEL	PRK00013	66
PRK00015.1-1	ribonuclease HII	PRK00015	10
PRK00015.1-3	ribonuclease HII	PRK00015	1
PRK00024.1	DNA repair protein RadC	PRK00024	4
PRK00026.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	PRK00026	26
PRK00029.1	YdiU family protein	PRK00029	4
PRK00049.1	elongation factor Tu	PRK00049	40
PRK00054.1-2	dihydroorotate dehydrogenase electron transfer subunit	PRK00054	2
PRK00054.1-4	dihydroorotate dehydrogenase electron transfer subunit	PRK00054	9
PRK00055.1-1	ribonuclease Z	PRK00055	2
PRK00064.1-3	DNA replication/repair protein RecF	PRK00064	14
PRK00064.1-5	DNA replication/repair protein RecF	PRK00064	35
PRK00066.1	L-lactate dehydrogenase	PRK00066	21
PRK00071.1-4	nicotinate-nucleotide adenylyltransferase	PRK00071	17
PRK00071.2-2	nicotinate-nucleotide adenylyltransferase	PRK00071	4
PRK00074.1	glutamine-hydrolyzing GMP synthase	PRK00074	40
PRK00080.1	Holliday junction branch migration DNA helicase RuvB	PRK00080	63
PRK00089.1	GTPase Era	PRK00089	10
PRK00092.1-2	ribosome maturation factor RimP	PRK00092	17
PRK00092.2-5	ribosome maturation factor RimP	PRK00092	2
PRK00094.1-3	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	PRK00094	47
PRK00095.1-3	DNA mismatch repair endonuclease MutL	PRK00095	49
PRK00095.2-4	DNA mismatch repair endonuclease MutL	PRK00095	2
PRK00099.1-1	50S ribosomal protein L10	PRK00099	5
PRK00103.1-3	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	PRK00103	13
PRK00104.1-4	segregation/condensation protein A	PRK00104	10
PRK00106.1	ribonuclease Y	PRK00106	22
PRK00110.1	YebC/PmpR family DNA-binding transcriptional regulator	PRK00110	43
PRK00114.1	Hsp33 family molecular chaperone HslO	PRK00114	5
PRK00118.1-1	putative DNA-binding protein	PRK00118	3
PRK00118.1-4	putative DNA-binding protein	PRK00118	10
PRK00121.2-2	tRNA (guanosine(46)-N7)-methyltransferase TrmB	PRK00121	2
PRK00129.1	uracil phosphoribosyltransferase	PRK00129	11
PRK00132.1	30S ribosomal protein S9	PRK00132	13
PRK00136.1	30S ribosomal protein S8	PRK00136	7
PRK00139.1-2	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	PRK00139	6
PRK00139.2-3	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	PRK00139	4
PRK00139.2-4	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	PRK00139	3
PRK00143.1	tRNA 2-thiouridine(34) synthase MnmA	PRK00143	33
PRK00147.1	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	PRK00147	12
PRK00175.1	homoserine O-acetyltransferase	PRK00175	3
PRK00197.1	glutamate-5-semialdehyde dehydrogenase	PRK00197	2
PRK00202.1-1	transcription antitermination factor NusB	PRK00202	4
PRK00216.1-1	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE	PRK00216	4
PRK00226.1-1	transcription elongation factor GreA	PRK00226	4
PRK00230.1	orotidine-5'-phosphate decarboxylase	PRK00230	22
PRK00277.1	ATP-dependent Clp protease proteolytic subunit	PRK00277	22
PRK00279.1-2	adenylate kinase	PRK00279	37
PRK00279.1-4	adenylate kinase	PRK00279	6
PRK00281.3-4	undecaprenyl-diphosphate phosphatase	PRK00281	1
PRK00283.1	tyrosine recombinase	PRK00283	6
PRK00290.1	molecular chaperone DnaK	PRK00290	57
PRK00311.1	3-methyl-2-oxobutanoate hydroxymethyltransferase	PRK00311	1
PRK00331.1	isomerizing glutamine--fructose-6-phosphate transaminase	PRK00331	21
PRK00349.1	excinuclease ABC subunit UvrA	PRK00349	93
PRK00364.1-5	co-chaperone GroES	PRK00364	1
PRK00364.2-5	co-chaperone GroES	PRK00364	5
PRK00405.1	DNA-directed RNA polymerase subunit beta	PRK00405	64
PRK00409.1-3	endonuclease MutS2	PRK00409	63
PRK00409.1-5	endonuclease MutS2	PRK00409	8
PRK00443.1-1	glucosamine-6-phosphate deaminase	PRK00443	32
PRK00448.1	PolC-type DNA polymerase III	PRK00448	164
PRK00455.1-3	orotate phosphoribosyltransferase	PRK00455	2
PRK00465.1	50S ribosomal protein L36	PRK00465	2
PRK00476.1	aspartate--tRNA ligase	PRK00476	40
PRK00484.1	lysine--tRNA ligase	PRK00484	23
PRK00504.1	50S ribosomal protein L33	PRK00504	1
PRK00509.1	argininosuccinate synthase	PRK00509	5
PRK00529.1	elongation factor P	PRK00529	2
PRK00549.1	competence/damage-inducible protein A	PRK00549	15
PRK00558.1-5	excinuclease ABC subunit UvrC	PRK00558	5
PRK00567.1-3	large-conductance mechanosensitive channel protein MscL	PRK00567	2
PRK00571.1-3	F0F1 ATP synthase subunit epsilon	PRK00571	6
PRK00591.1	peptide chain release factor 1	PRK00591	28
PRK00595.1	50S ribosomal protein L33	PRK00595	4
PRK00596.1	30S ribosomal protein S10	PRK00596	15
PRK00654.1-1	glycogen synthase GlgA	PRK00654	6
PRK00654.1-2	glycogen synthase GlgA	PRK00654	2
PRK00668.1	nucleoside-diphosphate kinase	PRK00668	2
PRK00701.1	Mn(2+) uptake NRAMP transporter MntH	PRK00701	53
PRK00702.1	ribose-5-phosphate isomerase RpiA	PRK00702	4
PRK00741.1	peptide chain release factor 3	PRK00741	58
PRK00750.1-2	lysine--tRNA ligase	PRK00750	4
PRK00768.1	ammonia-dependent NAD(+) synthetase	PRK00768	18
PRK00779.1	ornithine carbamoyltransferase	PRK00779	4
PRK00802.1-2	DNA-3-methyladenine glycosylase	PRK00802	3
PRK00811.1	polyamine aminopropyltransferase	PRK00811	1
PRK00831.1	type B 50S ribosomal protein L36	PRK00831	4
PRK00856.1	aspartate carbamoyltransferase catalytic subunit	PRK00856	10
PRK00865.1-3	glutamate racemase	PRK00865	25
PRK00881.1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	PRK00881	40
PRK00892.1	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	PRK00892	2
PRK00913.2-4	leucyl aminopeptidase	PRK00913	1
PRK00915.1-4	2-isopropylmalate synthase	PRK00915	5
PRK00924.1	5-dehydro-4-deoxy-D-glucuronate isomerase	PRK00924	35
PRK00951.1-5	imidazoleglycerol-phosphate dehydratase HisB	PRK00951	1
PRK00977.1-2	exodeoxyribonuclease VII small subunit	PRK00977	13
PRK00982.1-2	acyl carrier protein	PRK00982	6
PRK00982.1-4	acyl carrier protein	PRK00982	8
PRK00982.1-5	acyl carrier protein	PRK00982	2
PRK01045.1-4	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	PRK01045	1
PRK01060.1-1	deoxyribonuclease IV	PRK01060	31
PRK01076.1	L-rhamnose isomerase	PRK01076	10
PRK01117.1	adenylosuccinate synthase	PRK01117	51
PRK01213.1	phosphoribosylformylglycinamidine synthase subunit PurL	PRK01213	85
PRK01259.1	ribose-phosphate diphosphokinase	PRK01259	17
PRK01278.1	acetylornithine transaminase	PRK01278	3
PRK01326.1	peptidylprolyl isomerase PrsA	PRK01326	2
PRK01372.1	D-alanine--D-alanine ligase	PRK01372	1
PRK01388.1	arginine deiminase	PRK01388	1
PRK01641.1	3-isopropylmalate dehydratase small subunit	PRK01641	4
PRK01655.1	transcriptional regulator Spx	PRK01655	9
PRK01678.1	type B 50S ribosomal protein L31	PRK01678	6
PRK01827.1-2	thymidylate synthase	PRK01827	13
PRK01844.1	YneF family protein	PRK01844	6
PRK01966.1-2	D-alanine--D-alanine ligase	PRK01966	2
PRK01966.1-4	D-alanine--D-alanine ligase	PRK01966	1
PRK01966.1-5	D-alanine--D-alanine ligase	PRK01966	28
PRK02234.1-1	Holliday junction resolvase RecU	PRK02234	5
PRK02234.1-5	Holliday junction resolvase RecU	PRK02234	18
PRK02260.2-4	S-ribosylhomocysteine lyase	PRK02260	29
PRK02269.1	ribose-phosphate diphosphokinase	PRK02269	52
PRK02304.1-2	adenine phosphoribosyltransferase	PRK02304	21
PRK02304.1-5	adenine phosphoribosyltransferase	PRK02304	3
PRK02406.1	DNA polymerase IV	PRK02406	17
PRK02458.1	ribose-phosphate diphosphokinase	PRK02458	20
PRK02463.1	membrane protein insertase YidC	PRK02463	13
PRK02471.1	bifunctional glutamate--cysteine ligase GshA/glutathione synthetase GshB	PRK02471	44
PRK02491.1	nucleoside-triphosphate diphosphatase	PRK02491	5
PRK02539.1	DUF896 family protein	PRK02539	9
PRK02597.1	DNA-directed RNA polymerase subunit beta'	PRK02597	18
PRK02628.1	NAD(+) synthase	PRK02628	4
PRK02833.1-1	phosphate-starvation-inducible protein PsiE	PRK02833	5
PRK02925.1	glucuronate isomerase	PRK02925	9
PRK02929.1	L-arabinose isomerase	PRK02929	57
PRK03080.1-2	phosphoserine transaminase	PRK03080	8
PRK03202.1	ATP-dependent 6-phosphofructokinase	PRK03202	8
PRK03619.1	phosphoribosylformylglycinamidine synthase subunit PurQ	PRK03619	22
PRK03643.1	tagaturonate reductase	PRK03643	41
PRK03767.1	NAD(P)H:quinone oxidoreductase	PRK03767	2
PRK03906.1	mannonate dehydratase	PRK03906	10
PRK03932.1	asparagine--tRNA ligase	PRK03932	37
PRK04158.1	GTP-sensing pleiotropic transcriptional regulator CodY	PRK04158	11
PRK04161.1	tagatose 1,6-diphosphate aldolase	PRK04161	13
PRK04280.1	transcriptional regulator ArgR	PRK04280	2
PRK04284.1	ornithine carbamoyltransferase	PRK04284	18
PRK04296.1-4	thymidine kinase	PRK04296	23
PRK04351.1	SprT family protein	PRK04351	9
PRK04375.1-2	heme o synthase	PRK04375	3
PRK04387.1	hypothetical protein	PRK04387	1
PRK04778.1-4	septation ring formation regulator EzrA	PRK04778	32
PRK04813.1	D-alanine--poly(phosphoribitol) ligase subunit DltA	PRK04813	18
PRK04837.1	ATP-dependent RNA helicase RhlB	PRK04837	7
PRK04885.1	NAD kinase	PRK04885	21
PRK05087.1	D-alanine--poly(phosphoribitol) ligase subunit DltC	PRK05087	6
PRK05092.1	[protein-PII] uridylyltransferase	PRK05092	2
PRK05170.1-5	YcgN family cysteine cluster protein	PRK05170	4
PRK05182.2-1	DNA-directed RNA polymerase subunit alpha	PRK05182	44
PRK05182.2-4	DNA-directed RNA polymerase subunit alpha	PRK05182	12
PRK05185.1	50S ribosomal protein L20	PRK05185	6
PRK05198.1	3-deoxy-8-phosphooctulonate synthase	PRK05198	12
PRK05201.1	ATP-dependent protease ATPase subunit HslU	PRK05201	22
PRK05205.1-4	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	PRK05205	12
PRK05205.1-5	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	PRK05205	6
PRK05218.1	molecular chaperone HtpG	PRK05218	1
PRK05222.1	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	PRK05222	4
PRK05234.1	methylglyoxal synthase	PRK05234	3
PRK05253.1	sulfate adenylyltransferase subunit CysD	PRK05253	3
PRK05254.1-1	uracil-DNA glycosylase	PRK05254	1
PRK05254.1-2	uracil-DNA glycosylase	PRK05254	14
PRK05254.1-5	uracil-DNA glycosylase	PRK05254	22
PRK05261.1-2	phosphoketolase	PRK05261	2
PRK05261.1-3	phosphoketolase	PRK05261	211
PRK05261.1-6	phosphoketolase	PRK05261	2
PRK05265.1-2	pyridoxine 5'-phosphate synthase	PRK05265	1
PRK05270.1-2	UDP-glucose--hexose-1-phosphate uridylyltransferase	PRK05270	4
PRK05270.1-3	UDP-glucose--hexose-1-phosphate uridylyltransferase	PRK05270	1
PRK05270.1-5	UDP-glucose--hexose-1-phosphate uridylyltransferase	PRK05270	10
PRK05270.2-2	UDP-glucose--hexose-1-phosphate uridylyltransferase	PRK05270	20
PRK05270.3-2	UDP-glucose--hexose-1-phosphate uridylyltransferase	PRK05270	6
PRK05291.1-3	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	PRK05291	9
PRK05293.1	glucose-1-phosphate adenylyltransferase	PRK05293	57
PRK05294.1	carbamoyl-phosphate synthase large subunit	PRK05294	38
PRK05298.1	excinuclease ABC subunit UvrB	PRK05298	52
PRK05309.1	30S ribosomal protein S11	PRK05309	18
PRK05312.1	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	PRK05312	3
PRK05322.1	galactokinase	PRK05322	51
PRK05327.1	30S ribosomal protein S4	PRK05327	12
PRK05330.1	oxygen-dependent coproporphyrinogen oxidase	PRK05330	1
PRK05335.1	methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO	PRK05335	33
PRK05339.1	pyruvate, phosphate dikinase/phosphoenolpyruvate synthase regulator	PRK05339	7
PRK05342.1	ATP-dependent Clp protease ATP-binding subunit ClpX	PRK05342	28
PRK05362.1	phosphopentomutase	PRK05362	11
PRK05380.1	CTP synthase	PRK05380	30
PRK05382.1	chorismate synthase	PRK05382	8
PRK05399.1	DNA mismatch repair protein MutS	PRK05399	8
PRK05416.1	RNase adapter RapZ	PRK05416	9
PRK05422.1	SsrA-binding protein SmpB	PRK05422	26
PRK05427.1	manganese-dependent inorganic pyrophosphatase	PRK05427	5
PRK05441.1	N-acetylmuramic acid 6-phosphate etherase	PRK05441	16
PRK05443.1-4	RNA degradosome polyphosphate kinase	PRK05443	4
PRK05446.1	bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB	PRK05446	1
PRK05450.1-1	3-deoxy-manno-octulosonate cytidylyltransferase	PRK05450	2
PRK05454.1-3	glucans biosynthesis glucosyltransferase MdoH	PRK05454	3
PRK05454.2-1	glucans biosynthesis glucosyltransferase MdoH	PRK05454	2
PRK05458.1	GMP reductase	PRK05458	13
PRK05467.1-3	Fe2+-dependent dioxygenase	PRK05467	1
PRK05467.1-4	Fe2+-dependent dioxygenase	PRK05467	3
PRK05469.1	tripeptide aminopeptidase PepT	PRK05469	10
PRK05472.1-3	redox-sensing transcriptional repressor Rex	PRK05472	25
PRK05473.1	IreB family regulatory phosphoprotein	PRK05473	12
PRK05474.1	xylose isomerase	PRK05474	10
PRK05477.1-1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	PRK05477	71
PRK05478.1	3-isopropylmalate dehydratase large subunit	PRK05478	1
PRK05479.1	ketol-acid reductoisomerase	PRK05479	4
PRK05480.1	uridine kinase	PRK05480	19
PRK05550.1	bifunctional methionine sulfoxide reductase B/A protein	PRK05550	1
PRK05560.1	DNA gyrase subunit A	PRK05560	17
PRK05561.1	DNA topoisomerase 4 subunit A	PRK05561	45
PRK05563.1	DNA polymerase III subunit gamma/tau	PRK05563	60
PRK05580.1-3	primosomal protein N'	PRK05580	18
PRK05580.1-4	primosomal protein N'	PRK05580	3
PRK05580.1-5	primosomal protein N'	PRK05580	36
PRK05581.1-4	ribulose-phosphate 3-epimerase	PRK05581	10
PRK05584.1	5'-methylthioadenosine/adenosylhomocysteine nucleosidase	PRK05584	6
PRK05586.1	acetyl-CoA carboxylase biotin carboxylase subunit	PRK05586	31
PRK05610.1	30S ribosomal protein S17	PRK05610	12
PRK05618.1-2	50S ribosomal protein L25/general stress protein Ctc	PRK05618	1
PRK05618.2-4	50S ribosomal protein L25/general stress protein Ctc	PRK05618	2
PRK05621.2-1	F0F1 ATP synthase subunit gamma	PRK05621	41
PRK05627.1-4	bifunctional riboflavin kinase/FAD synthetase	PRK05627	8
PRK05632.1	phosphate acetyltransferase	PRK05632	2
PRK05644.1	DNA gyrase subunit B	PRK05644	79
PRK05658.1	RNA polymerase sigma factor RpoD	PRK05658	13
PRK05673.1	DNA polymerase III subunit alpha	PRK05673	15
PRK05679.1	pyridoxal 5'-phosphate synthase	PRK05679	2
PRK05724.1	acetyl-CoA carboxylase carboxyltransferase subunit alpha	PRK05724	6
PRK05729.1	valine--tRNA ligase	PRK05729	73
PRK05738.2-1	50S ribosomal protein L23	PRK05738	2
PRK05748.1	replicative DNA helicase	PRK05748	32
PRK05755.1	DNA polymerase I	PRK05755	25
PRK05815.1-4	F0F1 ATP synthase subunit A	PRK05815	13
PRK05819.1	DeoD-type purine-nucleoside phosphorylase	PRK05819	14
PRK05820.1	thymidine phosphorylase	PRK05820	12
PRK05826.1	pyruvate kinase	PRK05826	1
PRK05899.2-4	transketolase	PRK05899	18
PRK05964.1	adenosylmethionine--8-amino-7-oxononanoate transaminase	PRK05964	2
PRK05996.1	MotB family protein	PRK05996	3
PRK06019.1-1	5-(carboxyamino)imidazole ribonucleotide synthase	PRK06019	27
PRK06078.1	pyrimidine-nucleoside phosphorylase	PRK06078	34
PRK06079.1	enoyl-ACP reductase FabI	PRK06079	31
PRK06128.1	SDR family oxidoreductase	PRK06128	15
PRK06247.1	pyruvate kinase	PRK06247	9
PRK06299.1-5	30S ribosomal protein S1	PRK06299	1
PRK06341.1	single-stranded DNA-binding protein	PRK06341	2
PRK06347.1	1,4-beta-N-acetylmuramoylhydrolase	PRK06347	9
PRK06349.1	homoserine dehydrogenase	PRK06349	1
PRK06354.1	pyruvate kinase	PRK06354	25
PRK06505.1	enoyl-ACP reductase FabI	PRK06505	2
PRK06550.1	3-oxoacyl-ACP reductase	PRK06550	28
