ID	Function	Source	Count
PRK06552.1	bifunctional 2-keto-4-hydroxyglutarate aldolase/2-keto-3-deoxy-6-phosphogluconate aldolase	PRK06552	21
PRK06596.1	RNA polymerase factor sigma-32	PRK06596	1
PRK06635.1-2	aspartate kinase	PRK06635	1
PRK06635.1-4	aspartate kinase	PRK06635	2
PRK06676.1	30S ribosomal protein S1	PRK06676	43
PRK06732.1	phosphopantothenate--cysteine ligase	PRK06732	11
PRK06751.1	single-stranded DNA-binding protein	PRK06751	6
PRK06876.1	F0F1 ATP synthase subunit C	PRK06876	2
PRK06920.1	DNA polymerase III subunit alpha	PRK06920	16
PRK07049.1	cystathionine gamma-synthase family protein	PRK07049	8
PRK07053.1	glutamine amidotransferase	PRK07053	1
PRK07097.1	gluconate 5-dehydrogenase	PRK07097	40
PRK07178.1	acetyl-CoA carboxylase biotin carboxylase subunit	PRK07178	1
PRK07252.1	S1 RNA-binding domain-containing protein	PRK07252	4
PRK07259.1	dihydroorotate dehydrogenase	PRK07259	41
PRK07275.1	single-stranded DNA-binding protein	PRK07275	59
PRK07279.1	DNA polymerase III subunit alpha	PRK07279	4
PRK07281.1	methionyl aminopeptidase	PRK07281	28
PRK07308.1	flavodoxin	PRK07308	25
PRK07314.1	beta-ketoacyl-ACP synthase II	PRK07314	42
PRK07315.1	fructose-bisphosphate aldolase	PRK07315	33
PRK07318.1	dipeptidase PepV	PRK07318	19
PRK07334.1	threonine ammonia-lyase	PRK07334	1
PRK07502.1	prephenate/arogenate dehydrogenase family protein	PRK07502	2
PRK07714.1	YlxQ family RNA-binding protein	PRK07714	1
PRK07726.1	DNA topoisomerase 3	PRK07726	18
PRK07729.1	glyceraldehyde-3-phosphate dehydrogenase	PRK07729	3
PRK07956.1	NAD-dependent DNA ligase LigA	PRK07956	33
PRK07985.1	SDR family oxidoreductase	PRK07985	29
PRK08058.1	DNA polymerase III subunit delta'	PRK08058	12
PRK08061.1	type Z 30S ribosomal protein S14	PRK08061	1
PRK08071.1	L-aspartate oxidase	PRK08071	7
PRK08159.1	enoyl-ACP reductase FabI	PRK08159	9
PRK08193.1	L-ribulose-5-phosphate 4-epimerase AraD	PRK08193	27
PRK08202.1	purine-nucleoside phosphorylase	PRK08202	24
PRK08273.1	thiamine pyrophosphate-requiring protein	PRK08273	1
PRK08363.1	alanine aminotransferase	PRK08363	8
PRK08415.1	enoyl-ACP reductase FabI	PRK08415	1
PRK08581.1-2	amidase domain-containing protein	PRK08581	27
PRK08582.1	S1 domain-containing RNA-binding protein	PRK08582	6
PRK08591.1	acetyl-CoA carboxylase biotin carboxylase subunit	PRK08591	31
PRK08621.1	galactose-6-phosphate isomerase subunit LacA	PRK08621	9
PRK08636.1	LL-diaminopimelate aminotransferase	PRK08636	1
PRK08654.1	acetyl-CoA carboxylase biotin carboxylase subunit	PRK08654	4
PRK08673.1	3-deoxy-7-phosphoheptulonate synthase	PRK08673	35
PRK08780.1	DNA topoisomerase I	PRK08780	8
PRK08936.1	glucose-1-dehydrogenase	PRK08936	15
PRK08939.1	primosomal protein DnaI	PRK08939	21
PRK09039.1-2	peptidoglycan -binding protein	PRK09039	1
PRK09102.1	ribonucleoside-diphosphate reductase subunit alpha	PRK09102	13
PRK09104.1	hypothetical protein	PRK09104	2
PRK09107.1	acetolactate synthase 3 large subunit	PRK09107	1
PRK09111.1	DNA polymerase III subunit gamma/tau	PRK09111	3
PRK09126.1	5-demethoxyubiquinol-8 5-hydroxylase UbiM	PRK09126	3
PRK09148.1	LL-diaminopimelate aminotransferase	PRK09148	5
PRK09165.1	replicative DNA helicase	PRK09165	2
PRK09185.1	beta-ketoacyl-ACP synthase	PRK09185	4
PRK09192.1	fatty acyl-AMP ligase	PRK09192	2
PRK09194.1	proline--tRNA ligase	PRK09194	25
PRK09200.1	preprotein translocase subunit SecA	PRK09200	12
PRK09206.1	pyruvate kinase PykF	PRK09206	4
PRK09210.1	RNA polymerase sigma factor RpoD	PRK09210	48
PRK09219.1	xanthine phosphoribosyltransferase	PRK09219	32
PRK09243.1-1	nicotinate phosphoribosyltransferase	PRK09243	69
PRK09243.1-4	nicotinate phosphoribosyltransferase	PRK09243	1
PRK09257.1	aromatic amino acid transaminase	PRK09257	1
PRK09263.1	anaerobic ribonucleoside-triphosphate reductase	PRK09263	90
PRK09275.1	bifunctional aspartate transaminase/aspartate 4-decarboxylase	PRK09275	23
PRK09287.1	NADP-dependent phosphogluconate dehydrogenase	PRK09287	45
PRK09311.1	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II	PRK09311	2
PRK09347.1-3	GTP cyclohydrolase I FolE	PRK09347	4
PRK09348.1	glycine--tRNA ligase subunit alpha	PRK09348	4
PRK09352.1	beta-ketoacyl-ACP synthase 3	PRK09352	26
PRK09355.1	hydroxyethylthiazole kinase	PRK09355	4
PRK09357.1-2	dihydroorotase	PRK09357	31
PRK09362.1-3	phosphoribosylaminoimidazolesuccinocarboxamide synthase	PRK09362	10
PRK09369.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	PRK09369	13
PRK09375.1-4	quinolinate synthase NadA	PRK09375	2
PRK09375.2-1	quinolinate synthase NadA	PRK09375	22
PRK09376.1	transcription termination factor Rho	PRK09376	33
PRK09379.1	LytR family transcriptional regulator	PRK09379	25
PRK09404.1	2-oxoglutarate dehydrogenase E1 component	PRK09404	1
PRK09410.1-5	PTS ascorbate transporter subunit IIC	PRK09410	47
PRK09422.1	alcohol dehydrogenase AdhP	PRK09422	69
PRK09423.1	glycerol dehydrogenase	PRK09423	2
PRK09441.1-2	alpha-amylase	PRK09441	12
PRK09441.1-3	alpha-amylase	PRK09441	4
PRK09441.1-5	alpha-amylase	PRK09441	1
PRK09452.1	spermidine/putrescine ABC transporter ATP-binding protein PotA	PRK09452	25
PRK09469.1	glutamate--ammonia ligase	PRK09469	3
PRK09473.1	oligopeptide ABC transporter ATP-binding protein OppD	PRK09473	22
PRK09493.1	glutamine ABC transporter ATP-binding protein GlnQ	PRK09493	15
PRK09533.1	bifunctional transaldolase/phosoglucose isomerase	PRK09533	5
PRK09553.1	taurine dioxygenase	PRK09553	3
PRK09557.1	fructokinase	PRK09557	2
PRK09564.1	CoA-disulfide reductase	PRK09564	11
PRK09580.1	Fe-S cluster assembly ATPase SufC	PRK09580	1
PRK09589.1	6-phospho-beta-glucosidase	PRK09589	53
PRK09593.1	6-phospho-beta-glucosidase	PRK09593	107
PRK09599.1	NADP-dependent phosphogluconate dehydrogenase	PRK09599	4
PRK09614.1-4	ribonucleotide-diphosphate reductase subunit beta	PRK09614	13
PRK09614.1-5	ribonucleotide-diphosphate reductase subunit beta	PRK09614	3
PRK09653.1	phosphotransacetylase	PRK09653	37
PRK09692.1	integrase domain-containing protein	PRK09692	1
PRK09700.1	D-allose ABC transporter ATP-binding protein AlsA	PRK09700	3
PRK09795.1	aminopeptidase	PRK09795	9
PRK09824.1	PTS beta-glucoside transporter subunit IIABC	PRK09824	32
PRK09864.1	aminopeptidase	PRK09864	2
PRK09874.1	multidrug efflux MFS transporter MdtG	PRK09874	2
PRK09907.1	endoribonuclease MazF	PRK09907	3
PRK09912.1	L-glyceraldehyde 3-phosphate reductase	PRK09912	2
PRK09977.1	MgtC/SapB family protein	PRK09977	2
PRK10084.1	dTDP-glucose 4,6-dehydratase	PRK10084	4
PRK10092.1	maltose O-acetyltransferase	PRK10092	12
PRK10247.1	iron ABC transporter ATP-binding protein FetA	PRK10247	5
PRK10263.1	DNA translocase FtsK	PRK10263	22
PRK10354.1	RNA chaperone/antiterminator CspA	PRK10354	11
PRK10443.1	pyrimidine-specific ribonucleoside hydrolase RihA	PRK10443	41
PRK10503.1	MdtB/MuxB family multidrug efflux RND transporter permease subunit	PRK10503	7
PRK10513.1	sugar-phosphatase	PRK10513	7
PRK10536.1	phosphate starvation-inducible protein PhoH	PRK10536	6
PRK10543.1	superoxide dismutase [Fe]	PRK10543	2
PRK10555.1	multidrug efflux RND transporter permease AcrD	PRK10555	4
PRK10581.1	(2E,6E)-farnesyl diphosphate synthase	PRK10581	2
PRK10619.1	histidine ABC transporter ATP-binding protein HisP	PRK10619	6
PRK10624.1	lactaldehyde reductase	PRK10624	36
PRK10642.1	glycine betaine/L-proline transporter ProP	PRK10642	2
PRK10643.1	two-component system response regulator PmrA	PRK10643	1
PRK10663.1	cytochrome o ubiquinol oxidase subunit III	PRK10663	1
PRK10664.1	DNA-binding protein HU-beta	PRK10664	2
PRK10671.1	copper-exporting P-type ATPase CopA	PRK10671	6
PRK10717.1	cysteine synthase A	PRK10717	5
PRK10720.1	uracil permease	PRK10720	9
PRK10735.1	metalloprotease TldD	PRK10735	1
PRK10767.1	molecular chaperone DnaJ	PRK10767	1
PRK10787.1	endopeptidase La	PRK10787	1
PRK10818.1	septum site-determining protein MinD	PRK10818	2
PRK10872.1	GTP diphosphokinase	PRK10872	1
PRK10917.1-3	ATP-dependent DNA helicase RecG	PRK10917	83
PRK10917.2-2	ATP-dependent DNA helicase RecG	PRK10917	1
PRK10918.1	phosphate ABC transporter substrate-binding protein PstS	PRK10918	1
PRK10925.1	superoxide dismutase [Mn]	PRK10925	7
PRK10933.1	alpha,alpha-phosphotrehalase	PRK10933	1
PRK10943.1	cold shock-like protein CspC	PRK10943	1
PRK10952.1	glycine betaine/L-proline ABC transporter permease ProW	PRK10952	4
PRK11000.1	maltose/maltodextrin ABC transporter ATP-binding protein MalK	PRK11000	1
PRK11034.1	ATP-dependent Clp protease ATP-binding subunit ClpA	PRK11034	2
PRK11083.1	two-component system response regulator CreB	PRK11083	1
PRK11103.1	PTS mannose transporter subunit IID	PRK11103	14
PRK11106.1	7-cyano-7-deazaguanine synthase QueC	PRK11106	6
PRK11145.1	pyruvate formate lyase 1-activating protein	PRK11145	2
PRK11177.1	phosphoenolpyruvate-protein phosphotransferase PtsI	PRK11177	11
PRK11192.1	ATP-dependent RNA helicase SrmB	PRK11192	5
PRK11231.1	Fe(3+) dicitrate ABC transporter ATP-binding protein FecE	PRK11231	4
PRK11241.1	NADP-dependent succinate-semialdehyde dehydrogenase	PRK11241	2
PRK11249.1	catalase HPII	PRK11249	3
PRK11264.1	L-cystine ABC transporter ATP-binding protein YecC	PRK11264	17
PRK11448.1	type I restriction-modification system endonuclease	PRK11448	3
PRK11543.1	arabinose-5-phosphate isomerase GutQ	PRK11543	1
PRK11565.1	2,5-didehydrogluconate reductase DkgA	PRK11565	2
PRK11634.1	DEAD/DEAH family ATP-dependent RNA helicase	PRK11634	1
PRK11650.1	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	PRK11650	65
PRK11670.1	iron-sulfur cluster carrier protein ApbC	PRK11670	2
PRK11705.1	cyclopropane fatty acyl phospholipid synthase	PRK11705	1
PRK11713.1-4	16S rRNA (uracil(1498)-N(3))-methyltransferase	PRK11713	8
PRK11713.3-2	16S rRNA (uracil(1498)-N(3))-methyltransferase	PRK11713	1
PRK11750.1	glutamate synthase large subunit	PRK11750	6
PRK11776.1	ATP-dependent RNA helicase DbpA	PRK11776	9
PRK11783.1	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	PRK11783	3
PRK11809.1	trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	PRK11809	6
PRK11819.1	energy-dependent translational throttle protein EttA	PRK11819	12
PRK11824.1	polyribonucleotide nucleotidyltransferase	PRK11824	32
PRK11830.1	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	PRK11830	1
PRK11886.1-1	bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA	PRK11886	5
PRK11892.1	pyruvate dehydrogenase complex E1 component subunit beta	PRK11892	1
PRK11904.1	bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA	PRK11904	4
PRK12267.1	methionine--tRNA ligase	PRK12267	42
PRK12281.1	50S ribosomal protein L24	PRK12281	4
PRK12297.1	GTPase ObgE	PRK12297	34
PRK12319.1	acetyl-CoA carboxylase carboxyl transferase subunit alpha	PRK12319	30
PRK12325.1	proline--tRNA ligase	PRK12325	4
PRK12347.1	L-ribulose-5-phosphate 4-epimerase	PRK12347	6
PRK12352.1	carbamate kinase	PRK12352	3
PRK12378.1	YebC/PmpR family DNA-binding transcriptional regulator	PRK12378	11
PRK12397.1	acetate/propionate family kinase	PRK12397	6
PRK12399.1	tagatose 1,6-diphosphate aldolase	PRK12399	19
PRK12411.1	cytidine deaminase	PRK12411	5
PRK12412.1	pyridoxine/pyridoxal/pyridoxamine kinase	PRK12412	3
PRK12413.1	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	PRK12413	3
PRK12448.1	dihydroxy-acid dehydratase	PRK12448	8
PRK12463.1	chorismate synthase	PRK12463	19
PRK12553.1	ATP-dependent Clp protease proteolytic subunit	PRK12553	4
PRK12555.1	chemotaxis-specific protein-glutamate methyltransferase CheB	PRK12555	2
PRK12570.1	N-acetylmuramic acid 6-phosphate etherase	PRK12570	30
PRK12595.1	bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase	PRK12595	2
PRK12613.1	galactose-6-phosphate isomerase subunit LacA	PRK12613	4
PRK12615.1	galactose-6-phosphate isomerase subunit LacB	PRK12615	18
PRK12656.1	fructose-6-phosphate aldolase	PRK12656	14
PRK12735.1	elongation factor Tu	PRK12735	28
PRK12736.1	elongation factor Tu	PRK12736	23
PRK12740.1-5	elongation factor G	PRK12740	6
PRK12815.1	carbamoyl phosphate synthase large subunit	PRK12815	12
PRK12830.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	PRK12830	63
PRK12838.1	carbamoyl phosphate synthase small subunit	PRK12838	6
PRK12849.1	chaperonin GroEL	PRK12849	1
PRK12850.1	chaperonin GroEL	PRK12850	6
PRK12851.1	chaperonin GroEL	PRK12851	1
PRK12861.1	NADP-dependent malic enzyme	PRK12861	1
PRK12881.1	aconitate hydratase AcnA	PRK12881	4
PRK12904.1	preprotein translocase subunit SecA	PRK12904	55
PRK13009.1	succinyl-diaminopimelate desuccinylase	PRK13009	1
PRK13024.1-3	protein translocase subunit SecDF	PRK13024	2
PRK13055.1	diacylglycerol kinase	PRK13055	37
PRK13128.1	D-aminopeptidase	PRK13128	1
PRK13145.1	L-ribulose-5-phosphate 4-epimerase	PRK13145	5
PRK13188.1	bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase	PRK13188	3
PRK13197.1	pyroglutamyl-peptidase I	PRK13197	14
PRK13206.1	urease subunit alpha	PRK13206	3
PRK13207.1	urease subunit alpha	PRK13207	3
PRK13211.1	N-acetylglucosamine-binding protein GbpA	PRK13211	1
PRK13253.1	citrate lyase subunit gamma	PRK13253	2
PRK13299.1	CCA tRNA nucleotidyltransferase	PRK13299	23
PRK13341.1-4	AAA family ATPase	PRK13341	7
PRK13343.1	F0F1 ATP synthase subunit alpha	PRK13343	19
PRK13411.1	molecular chaperone DnaK	PRK13411	5
PRK13480.1	3'-5' exoribonuclease YhaM	PRK13480	25
PRK13505.1	formate--tetrahydrofolate ligase	PRK13505	83
PRK13508.1	tagatose-6-phosphate kinase	PRK13508	5
PRK13511.1	6-phospho-beta-galactosidase	PRK13511	55
PRK13536.1	nodulation factor ABC transporter ATP-binding protein NodI	PRK13536	4
PRK13545.1	teichoic acids export protein ATP-binding subunit	PRK13545	4
PRK13549.1	xylose ABC transporter ATP-binding protein	PRK13549	3
PRK13634.1	energy-coupling factor ABC transporter ATP-binding protein	PRK13634	19
PRK13635.1	energy-coupling factor ABC transporter ATP-binding protein	PRK13635	18
PRK13657.1	glucan ABC transporter ATP-binding protein/ permease	PRK13657	10
PRK13660.1	hypothetical protein	PRK13660	8
PRK13661.1	ECF-type riboflavin transporter substrate-binding protein	PRK13661	12
PRK13662.1	hypothetical protein	PRK13662	17
PRK13666.1	hypothetical protein	PRK13666	4
PRK13670.1	nucleotidyltransferase	PRK13670	11
PRK13678.1-2	hypothetical protein	PRK13678	12
PRK13694.1	hypothetical protein	PRK13694	2
PRK13780.1	phosphocarrier protein HPr	PRK13780	15
PRK13783.1	adenylosuccinate synthase	PRK13783	1
PRK13803.1	bifunctional phosphoribosylanthranilate isomerase/tryptophan synthase subunit beta	PRK13803	3
PRK13805.1	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	PRK13805	116
PRK13818.1	ribosome-binding factor A	PRK13818	1
PRK13889.1	conjugal transfer relaxase TraA	PRK13889	7
PRK13905.1	UDP-N-acetylmuramate dehydrogenase	PRK13905	20
PRK13911.1	exodeoxyribonuclease III	PRK13911	6
PRK13927.1	rod shape-determining protein MreB	PRK13927	1
PRK13956.1	dUTP diphosphatase	PRK13956	1
PRK13962.1	bifunctional phosphoglycerate kinase/triosephosphate isomerase	PRK13962	51
PRK13969.1	proline racemase	PRK13969	51
PRK13977.1	oleate hydratase	PRK13977	8
PRK14012.1	IscS subfamily cysteine desulfurase	PRK14012	1
PRK14018.1	bifunctional peptide-methionine (S)-S-oxide reductase MsrA/peptide-methionine (R)-S-oxide reductase MsrB	PRK14018	19
PRK14019.1	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II	PRK14019	1
PRK14086.1	chromosomal replication initiator protein DnaA	PRK14086	9
PRK14097.1	glucose-6-phosphate isomerase	PRK14097	41
PRK14104.1	chaperonin GroEL	PRK14104	3
PRK14115.1	2,3-diphosphoglycerate-dependent phosphoglycerate mutase	PRK14115	2
PRK14116.1	2,3-diphosphoglycerate-dependent phosphoglycerate mutase	PRK14116	21
PRK14117.1	phosphoglycerate mutase	PRK14117	1
PRK14118.1	2,3-diphosphoglycerate-dependent phosphoglycerate mutase	PRK14118	36
PRK14127.1	cell division regulator GpsB	PRK14127	8
PRK14156.1	nucleotide exchange factor GrpE	PRK14156	5
PRK14162.1	nucleotide exchange factor GrpE	PRK14162	9
PRK14179.1	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	PRK14179	25
PRK14188.1	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	PRK14188	1
PRK14276.1	molecular chaperone DnaJ	PRK14276	37
PRK14277.1	chaperone protein DnaJ	PRK14277	1
PRK14280.1	molecular chaperone DnaJ	PRK14280	8
PRK14353.1	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	PRK14353	2
PRK14354.1	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	PRK14354	66
PRK14521.1	30S ribosomal protein S16	PRK14521	4
PRK14537.1	50S ribosomal protein L20/unknown domain fusion protein	PRK14537	6
PRK14608.1	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	PRK14608	2
PRK14669.1	excinuclease ABC subunit C	PRK14669	1
PRK14770.1	lipoprotein signal peptidase	PRK14770	1
PRK14822.1	XTP/dITP diphosphatase	PRK14822	13
PRK14830.1	isoprenyl transferase	PRK14830	21
PRK14834.1	isoprenyl transferase	PRK14834	2
PRK14844.1	DNA-directed RNA polymerase subunit beta/beta'	PRK14844	1
PRK14869.1-5	putative manganese-dependent inorganic diphosphatase	PRK14869	9
PRK14874.1	aspartate-semialdehyde dehydrogenase	PRK14874	4
PRK14902.1	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	PRK14902	20
PRK14906.1	DNA-directed RNA polymerase subunit beta'	PRK14906	18
PRK14908.1	glycine--tRNA ligase	PRK14908	16
PRK14939.1	DNA gyrase subunit B	PRK14939	10
PRK15014.1	6-phospho-beta-glucosidase	PRK15014	1
PRK15049.1	L-asparagine permease	PRK15049	5
PRK15061.1	catalase/peroxidase	PRK15061	8
PRK15064.1	ABC-F family ATPase	PRK15064	12
PRK15065.1	mannose/fructose/sorbose family PTS transporter subunit IIC	PRK15065	30
PRK15066.1	ABC transporter permease	PRK15066	24
PRK15079.1	murein tripeptide/oligopeptide ABC transporter ATP binding protein OppF	PRK15079	10
PRK15088.1	PTS mannose transporter subunit IIAB	PRK15088	14
PRK15104.1	oligopeptide ABC transporter substrate-binding protein OppA	PRK15104	2
PRK15122.1	magnesium-translocating P-type ATPase	PRK15122	30
PRK15138.1	alcohol dehydrogenase	PRK15138	4
PRK15452.1	tRNA 5-hydroxyuridine modification protein YegQ	PRK15452	4
PRTRC_parB	PRTRC system ParB family protein	TIGR03734	1
PR_assoc_PrdC	proline reductase-associated electron transfer protein PrdC	TIGR04481	38
PTS-II-ABC-beta	beta-glucoside-specific PTS transporter subunit IIABC	TIGR01995	85
PTS-II-BC-nag	N-acetylglucosamine-specific PTS transporter subunit IIBC	TIGR01998	22
PTS_IIC_fructo	fructose-specific PTS transporter subunit EIIC	TIGR01427	12
PTS_I_fam	phosphoenolpyruvate--protein phosphotransferase	TIGR01417	11
ParA_partition	ParA family partition ATPase		1
PepG1	type I toxin-antitoxin system toxin PepG1		143
PhnE	phosphonate ABC transporter, permease protein PhnE	TIGR01097	11
PhnT2	putative 2-aminoethylphosphonate ABC transporter ATP-binding protein	TIGR03265	3
PhoB	phosphate regulon transcriptional regulator PhoB	TIGR02154	7
PknB_PASTA_kin	Stk1 family PASTA domain-containing Ser/Thr kinase		52
Pmev_kin_Gr_pos	phosphomevalonate kinase	TIGR01220	33
PurN	phosphoribosylglycinamide formyltransferase	TIGR00639	3
PyrG	CTP synthase (glutamine hydrolyzing)	TIGR00337	8
Q_tRNA_tgt	tRNA guanosine(34) transglycosylase Tgt	TIGR00430	24
RNAP_delt_lowGC	DNA-directed RNA polymerase subunit delta	TIGR04567	15
RNA_bind_YhbY	ribosome assembly RNA-binding protein YhbY	TIGR00253	1
RNA_repair_RtcR	RNA repair transcriptional activator RtcR		2
RND_permease_1	multidrug efflux RND transporter permease subunit		2
RNR_1b_NrdE	class 1b ribonucleoside-diphosphate reductase subunit alpha	TIGR04170	41
RNaseIII	ribonuclease III	TIGR02191	1
RNasePH	ribonuclease PH	TIGR01966	28
RNase_R	ribonuclease R	TIGR02063	54
RNase_Y	ribonuclease Y	TIGR03319	38
RNase_Z	ribonuclease Z	TIGR02651	5
ROK_glcA_fam	ROK family glucokinase	TIGR00744	23
RicT_YaaT_fam	regulatory iron-sulfur-containing complex subunit RicT		29
S15_bact	30S ribosomal protein S15	TIGR00952	20
S16	30S ribosomal protein S16	TIGR00002	2
S18	30S ribosomal protein S18	TIGR00165	4
S1_dom_CvfD	CvfD/Ygs/GSP13 family RNA-binding post-transcriptional regulator		8
S21p	30S ribosomal protein S21	TIGR00030	2
SAM_DCase_Bsu	adenosylmethionine decarboxylase	TIGR03330	1
SMC_prok_B	chromosome segregation protein SMC	TIGR02168	61
SUF_scaf_2	SUF system NifU family Fe-S cluster assembly protein	TIGR01994	10
SecA2_Bac_anthr	accessory Sec system translocase SecA2	TIGR04397	3
SepM_fam_S16	SepM family pheromone-processing serine protease		7
Stp1_PP2C_phos	Stp1/IreP family PP2C-type Ser/Thr phosphatase		19
T4P_ComGB	competence type IV pilus assembly protein ComGB		4
T6A_TsaD_YgjD	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	TIGR03723	27
T6A_YeaZ	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB	TIGR03725	10
T6A_YjeE	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	TIGR00150	3
TF_CBS_SpxR	CBS-HotDog domain-containing transcription factor SpxR		6
TIGR00006	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	TIGR00006	20
TIGR00010	YchF/TatD family DNA exonuclease	TIGR00010	12
TIGR00043	rRNA maturation RNase YbeY	TIGR00043	7
TIGR00045	glycerate kinase	TIGR00045	6
TIGR00054	RIP metalloprotease RseP	TIGR00054	7
TIGR00056	MlaE family lipid ABC transporter permease subunit	TIGR00056	2
TIGR00092	redox-regulated ATPase YchF	TIGR00092	50
TIGR00096	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	TIGR00096	1
TIGR00159	diadenylate cyclase CdaA	TIGR00159	16
TIGR00242	division/cell wall cluster transcriptional repressor MraZ	TIGR00242	2
TIGR00244	transcriptional regulator NrdR	TIGR00244	15
TIGR00245	iron export ABC transporter permease subunit FetB	TIGR00245	4
TIGR00256	D-aminoacyl-tRNA deacylase	TIGR00256	11
TIGR00278	membrane protein insertion efficiency factor YidD	TIGR00278	1
TIGR00282	TIGR00282 family metallophosphoesterase	TIGR00282	8
TIGR00342	tRNA 4-thiouridine(8) synthase ThiI	TIGR00342	4
TIGR00357	peptide-methionine (R)-S-oxide reductase MsrB	TIGR00357	3
TIGR00426	competence protein ComEA helix-hairpin-helix repeat region	TIGR00426	2
TIGR00726	peptidoglycan editing factor PgeF	TIGR00726	1
TIGR01033	YebC/PmpR family DNA-binding transcriptional regulator	TIGR01033	6
TIGR01212	TIGR01212 family radical SAM protein	TIGR01212	10
TIGR02328	TIGR02328 family protein	TIGR02328	7
TIGR03766	conserved hypothetical integral membrane protein	TIGR03766	4
TRX_reduct	thioredoxin-disulfide reductase	TIGR01292	17
TTC	tartrate dehydrogenase	TIGR02089	2
TruB	tRNA pseudouridine(55) synthase TruB	TIGR00431	3
TypA_BipA	translational GTPase TypA	TIGR01394	50
Vat_ABCDEFH	Vat family streptogramin A O-acetyltransferase		2
WcaJ_sugtrans	undecaprenyl-phosphate glucose phosphotransferase	TIGR03023	1
XylB	xylulokinase	TIGR01312	7
Y_phosphoryl	pyrimidine-nucleoside phosphorylase	TIGR02644	10
YaaA_near_RecF	S4 domain-containing protein YaaA	TIGR02988	2
YbaK_EbsC	Cys-tRNA(Pro) deacylase	TIGR00011	3
YiiL_rotase	L-rhamnose mutarotase	TIGR02625	5
YloV	DAK2 domain fusion protein YloV	TIGR03599	18
accD	acetyl-CoA carboxylase, carboxyltransferase subunit beta	TIGR00515	28
ackA	acetate/propionate family kinase	TIGR00016	11
acolac_catab	acetolactate synthase AlsS	TIGR02418	3
addA_Gpos	helicase-exonuclease AddAB subunit AddA	TIGR02785	35
addA_alphas	double-strand break repair helicase AddA	TIGR02784	2
addB_Gpos	helicase-exonuclease AddAB subunit AddB	TIGR02773	2
addB_alphas	double-strand break repair protein AddB	TIGR02786	2
adh_fam_1	zinc-binding alcohol dehydrogenase family protein	TIGR02817	7
agaS_fam	putative sugar isomerase, AgaS family	TIGR02815	12
ahcY	adenosylhomocysteinase	TIGR00936	6
alaS	alanine--tRNA ligase	TIGR00344	35
alr	alanine racemase	TIGR00492	2
aman2_put	GH92 family glycosyl hydrolase	TIGR01180	3
antiport_TyrP	tyrosine-tyramine antiporter		50
antiport_nhaC	Na+/H+ antiporter NhaC	TIGR00931	4
araD	L-ribulose-5-phosphate 4-epimerase	TIGR00760	9
arcA	arginine deiminase	TIGR01078	14
arcC	carbamate kinase	TIGR00746	15
argB	acetylglutamate kinase	TIGR00761	2
argC_other	N-acetyl-gamma-glutamyl-phosphate reductase	TIGR01851	2
argH	argininosuccinate lyase	TIGR00838	1
argS	arginine--tRNA ligase	TIGR00456	1
aroB	3-dehydroquinate synthase	TIGR01357	25
aroD	type I 3-dehydroquinate dehydratase	TIGR01093	2
asnASE_II	type II asparaginase	TIGR00520	1
aspS_bact	aspartate--tRNA ligase	TIGR00459	6
asp_4_decarbox	aspartate 4-decarboxylase	TIGR03801	17
atpA	F0F1 ATP synthase subunit alpha	TIGR00962	73
atpD	F0F1 ATP synthase subunit beta	TIGR01039	93
