L1	ID	Function	EC	FUN_ID	Count
Glycoside hydrolase	GH1	beta-glucosidase	3.2.1.21	GH	1
Glycoside hydrolase	GH133	amylo-alpha-1,6-glucosidase	3.2.1.33	GH	1
