ID	Function	Count
pVOG0050	dCMP deaminase	1
pVOG0705	FtsK/SpoIIIE-like protein	1
pVOG6513	60 kDa chaperonin	1
pVOG6988	hypothetical protein	2
pVOG9205	DNA polymerase	1
