L1	L2	L3	ID	Function	EC	Gene	Count
Organismal Systems	Circulatory system	Adrenergic signaling in cardiomyocytes [PATH:ko04261]	K01539	Sodium/potassium-transporting ATPase subunit alpha	7.2.2.13	ATP1A	1
Organismal Systems	Digestive system	Salivary secretion [PATH:ko04970]	K01539	Sodium/potassium-transporting ATPase subunit alpha	7.2.2.13	ATP1A	1
Organismal Systems	Digestive system	Gastric acid secretion [PATH:ko04971]	K01539	Sodium/potassium-transporting ATPase subunit alpha	7.2.2.13	ATP1A	1
Organismal Systems	Digestive system	Pancreatic secretion [PATH:ko04972]	K01539	Sodium/potassium-transporting ATPase subunit alpha	7.2.2.13	ATP1A	1
Organismal Systems	Digestive system	Bile secretion [PATH:ko04976]	K01539	Sodium/potassium-transporting ATPase subunit alpha	7.2.2.13	ATP1A	1
Organismal Systems	Digestive system	Carbohydrate digestion and absorption [PATH:ko04973]	K01539	Sodium/potassium-transporting ATPase subunit alpha	7.2.2.13	ATP1A	1
Organismal Systems	Digestive system	Protein digestion and absorption [PATH:ko04974]	K01539	Sodium/potassium-transporting ATPase subunit alpha	7.2.2.13	ATP1A	1
Organismal Systems	Digestive system	Mineral absorption [PATH:ko04978]	K01539	Sodium/potassium-transporting ATPase subunit alpha	7.2.2.13	ATP1A	1
Organismal Systems	Excretory system	Aldosterone-regulated sodium reabsorption [PATH:ko04960]	K01539	Sodium/potassium-transporting ATPase subunit alpha	7.2.2.13	ATP1A	1
Organismal Systems	Excretory system	Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961]	K01539	Sodium/potassium-transporting ATPase subunit alpha	7.2.2.13	ATP1A	1
Organismal Systems	Excretory system	Proximal tubule bicarbonate reclamation [PATH:ko04964]	K01539	Sodium/potassium-transporting ATPase subunit alpha	7.2.2.13	ATP1A	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01539	Sodium/potassium-transporting ATPase subunit alpha	7.2.2.13	ATP1A	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01588	5-(carboxyamino)imidazole ribonucleotide mutase	5.4.99.18	purE	8
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01589	5-(carboxyamino)imidazole ribonucleotide synthase	6.3.4.18	purK	2
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K01597	Diphosphomevalonate decarboxylase	4.1.1.33	MVD, mvaD	1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01619	Deoxyribose-phosphate aldolase	4.1.2.4	deoC, DERA	4
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01621	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	4.1.2.9 4.1.2.22	xfp, xpk	36
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01621	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	4.1.2.9 4.1.2.22	xfp, xpk	36
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01624	Fructose-bisphosphate aldolase, class II	4.1.2.13	FBA, fbaA	4
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01624	Fructose-bisphosphate aldolase, class II	4.1.2.13	FBA, fbaA	4
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01624	Fructose-bisphosphate aldolase, class II	4.1.2.13	FBA, fbaA	4
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01624	Fructose-bisphosphate aldolase, class II	4.1.2.13	FBA, fbaA	4
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01624	Fructose-bisphosphate aldolase, class II	4.1.2.13	FBA, fbaA	4
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01629	Rhamnulose-1-phosphate aldolase	4.1.2.19	rhaD	13
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01629	Rhamnulose-1-phosphate aldolase	4.1.2.19	rhaD	13
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01635	Tagatose 1,6-diphosphate aldolase	4.1.2.40	lacD	22
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01635	Tagatose 1,6-diphosphate aldolase	4.1.2.40	lacD	22
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K01641	Hydroxymethylglutaryl-CoA synthase	2.3.3.10	E2.3.3.10	1
Metabolism	Lipid metabolism	Synthesis and degradation of ketone bodies [PATH:ko00072]	K01641	Hydroxymethylglutaryl-CoA synthase	2.3.3.10	E2.3.3.10	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K01641	Hydroxymethylglutaryl-CoA synthase	2.3.3.10	E2.3.3.10	1
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K01641	Hydroxymethylglutaryl-CoA synthase	2.3.3.10	E2.3.3.10	1
Organismal Systems	Endocrine system	PPAR signaling pathway [PATH:ko03320]	K01641	Hydroxymethylglutaryl-CoA synthase	2.3.3.10	E2.3.3.10	1
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K01643	Citrate lyase subunit alpha / citrate CoA-transferase	2.8.3.10	citF	29
Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism [PATH:ko00730]	K01662	1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	dxs	1
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K01662	1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	dxs	1
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis [PATH:ko00790]	K01665	Para-aminobenzoate synthetase component I	2.6.1.85	pabB	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K01681	Aconitate hydratase	4.2.1.3	ACO, acnA	3
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01681	Aconitate hydratase	4.2.1.3	ACO, acnA	3
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01681	Aconitate hydratase	4.2.1.3	ACO, acnA	3
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K01682	Aconitate hydratase 2 / 2-methylisocitrate dehydratase	4.2.1.3 4.2.1.99	acnB	2
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01682	Aconitate hydratase 2 / 2-methylisocitrate dehydratase	4.2.1.3 4.2.1.99	acnB	2
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01682	Aconitate hydratase 2 / 2-methylisocitrate dehydratase	4.2.1.3 4.2.1.99	acnB	2
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01682	Aconitate hydratase 2 / 2-methylisocitrate dehydratase	4.2.1.3 4.2.1.99	acnB	2
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01685	Altronate hydrolase	4.2.1.7	uxaA	1
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01686	Mannonate dehydratase	4.2.1.8	uxuA	2
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01689	Enolase	4.2.1.11	ENO, eno	12
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01689	Enolase	4.2.1.11	ENO, eno	12
Genetic Information Processing	Folding, sorting and degradation	RNA degradation [PATH:ko03018]	K01689	Enolase	4.2.1.11	ENO, eno	12
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K01689	Enolase	4.2.1.11	ENO, eno	12
Brite Hierarchies	Protein families: genetic information processing	Messenger RNA biogenesis [BR:ko03019]	K01689	Enolase	4.2.1.11	ENO, eno	12
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01689	Enolase	4.2.1.11	ENO, eno	12
Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism [PATH:ko00660]	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit	4.2.1.33 4.2.1.35	leuD, IPMI-S	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit	4.2.1.33 4.2.1.35	leuD, IPMI-S	1
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	9
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	9
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics [PATH:ko01055]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	9
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	9
Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis [PATH:ko00525]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	9
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01728	Pectate lyase	4.2.2.2	pel	2
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01728	Pectate lyase	4.2.2.2	pel	2
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01734	Methylglyoxal synthase	4.2.3.3	mgsA	8
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K01735	3-dehydroquinate synthase	4.2.3.4	aroB	1
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K01736	Chorismate synthase	4.2.3.5	aroC	3
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01752	L-serine dehydratase	4.3.1.17	E4.3.1.17, sdaA, sdaB, tdcG	6
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01752	L-serine dehydratase	4.3.1.17	E4.3.1.17, sdaA, sdaB, tdcG	6
Metabolism	Metabolism of other amino acids	D-Alanine metabolism [PATH:ko00473]	K01775	Alanine racemase	5.1.1.1	alr	5
Human Diseases	Drug resistance: antimicrobial	Vancomycin resistance [PATH:ko01502]	K01775	Alanine racemase	5.1.1.1	alr	5
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K01775	Alanine racemase	5.1.1.1	alr	5
Metabolism	Metabolism of other amino acids	D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K01776	Glutamate racemase	5.1.1.3	murI	4
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K01776	Glutamate racemase	5.1.1.3	murI	4
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01783	Ribulose-phosphate 3-epimerase	5.1.3.1	rpe, RPE	1
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01783	Ribulose-phosphate 3-epimerase	5.1.3.1	rpe, RPE	1
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01783	Ribulose-phosphate 3-epimerase	5.1.3.1	rpe, RPE	1
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01784	UDP-glucose 4-epimerase	5.1.3.2	galE, GALE	6
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K01784	UDP-glucose 4-epimerase	5.1.3.2	galE, GALE	6
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01784	UDP-glucose 4-epimerase	5.1.3.2	galE, GALE	6
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01790	DTDP-4-dehydrorhamnose 3,5-epimerase	5.1.3.13	rfbC, rmlC	7
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K01790	DTDP-4-dehydrorhamnose 3,5-epimerase	5.1.3.13	rfbC, rmlC	7
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K01790	DTDP-4-dehydrorhamnose 3,5-epimerase	5.1.3.13	rfbC, rmlC	7
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K01791	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)	5.1.3.14	wecB	4
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01791	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)	5.1.3.14	wecB	4
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K01791	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)	5.1.3.14	wecB	4
Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Vibrio cholerae [PATH:ko05111]	K01791	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)	5.1.3.14	wecB	4
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01803	Triosephosphate isomerase (TIM)	5.3.1.1	TPI, tpiA	1
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01803	Triosephosphate isomerase (TIM)	5.3.1.1	TPI, tpiA	1
Metabolism	Carbohydrate metabolism	Inositol phosphate metabolism [PATH:ko00562]	K01803	Triosephosphate isomerase (TIM)	5.3.1.1	TPI, tpiA	1
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01803	Triosephosphate isomerase (TIM)	5.3.1.1	TPI, tpiA	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01803	Triosephosphate isomerase (TIM)	5.3.1.1	TPI, tpiA	1
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01804	L-arabinose isomerase	5.3.1.4	araA	7
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01805	Xylose isomerase	5.3.1.5	xylA	6
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01805	Xylose isomerase	5.3.1.5	xylA	6
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01807	Ribose 5-phosphate isomerase A	5.3.1.6	rpiA	4
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01807	Ribose 5-phosphate isomerase A	5.3.1.6	rpiA	4
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01812	Glucuronate isomerase	5.3.1.12	uxaC	2
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01813	L-rhamnose isomerase	5.3.1.14	rhaA	40
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01815	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	5.3.1.17	kduI	5
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01819	Galactose-6-phosphate isomerase	5.3.1.26	E5.3.1.26, lacA, lacB	5
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	5
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	5
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	5
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	5
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	5
Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	5
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11	PGAM, gpmA	5
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01838	Beta-phosphoglucomutase	5.4.2.6	pgmB	8
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01839	Phosphopentomutase	5.4.2.7	deoB	6
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01839	Phosphopentomutase	5.4.2.7	deoB	6
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01854	UDP-galactopyranose mutase	5.4.99.9	glf	2
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K01854	UDP-galactopyranose mutase	5.4.99.9	glf	2
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01854	UDP-galactopyranose mutase	5.4.99.9	glf	2
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01866	Tyrosyl-tRNA synthetase	6.1.1.1	YARS, tyrS	4
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01866	Tyrosyl-tRNA synthetase	6.1.1.1	YARS, tyrS	4
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01866	Tyrosyl-tRNA synthetase	6.1.1.1	YARS, tyrS	4
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K01866	Tyrosyl-tRNA synthetase	6.1.1.1	YARS, tyrS	4
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01867	Tryptophanyl-tRNA synthetase	6.1.1.2	WARS, trpS	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01867	Tryptophanyl-tRNA synthetase	6.1.1.2	WARS, trpS	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01867	Tryptophanyl-tRNA synthetase	6.1.1.2	WARS, trpS	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01868	Threonyl-tRNA synthetase	6.1.1.3	TARS, thrS	15
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01868	Threonyl-tRNA synthetase	6.1.1.3	TARS, thrS	15
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01868	Threonyl-tRNA synthetase	6.1.1.3	TARS, thrS	15
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01869	Leucyl-tRNA synthetase	6.1.1.4	LARS, leuS	30
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01869	Leucyl-tRNA synthetase	6.1.1.4	LARS, leuS	30
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01869	Leucyl-tRNA synthetase	6.1.1.4	LARS, leuS	30
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K01869	Leucyl-tRNA synthetase	6.1.1.4	LARS, leuS	30
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01870	Isoleucyl-tRNA synthetase	6.1.1.5	IARS, ileS	12
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01870	Isoleucyl-tRNA synthetase	6.1.1.5	IARS, ileS	12
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01870	Isoleucyl-tRNA synthetase	6.1.1.5	IARS, ileS	12
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01872	Alanyl-tRNA synthetase	6.1.1.7	AARS, alaS	10
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01872	Alanyl-tRNA synthetase	6.1.1.7	AARS, alaS	10
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01872	Alanyl-tRNA synthetase	6.1.1.7	AARS, alaS	10
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01873	Valyl-tRNA synthetase	6.1.1.9	VARS, valS	20
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01873	Valyl-tRNA synthetase	6.1.1.9	VARS, valS	20
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01873	Valyl-tRNA synthetase	6.1.1.9	VARS, valS	20
Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K01874	Methionyl-tRNA synthetase	6.1.1.10	MARS, metG	8
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01874	Methionyl-tRNA synthetase	6.1.1.10	MARS, metG	8
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01874	Methionyl-tRNA synthetase	6.1.1.10	MARS, metG	8
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01874	Methionyl-tRNA synthetase	6.1.1.10	MARS, metG	8
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01875	Seryl-tRNA synthetase	6.1.1.11	SARS, serS	16
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01875	Seryl-tRNA synthetase	6.1.1.11	SARS, serS	16
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01875	Seryl-tRNA synthetase	6.1.1.11	SARS, serS	16
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01876	Aspartyl-tRNA synthetase	6.1.1.12	DARS2, aspS	3
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01876	Aspartyl-tRNA synthetase	6.1.1.12	DARS2, aspS	3
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01876	Aspartyl-tRNA synthetase	6.1.1.12	DARS2, aspS	3
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K01876	Aspartyl-tRNA synthetase	6.1.1.12	DARS2, aspS	3
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01878	Glycyl-tRNA synthetase alpha chain	6.1.1.14	glyQ	11
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01878	Glycyl-tRNA synthetase alpha chain	6.1.1.14	glyQ	11
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01878	Glycyl-tRNA synthetase alpha chain	6.1.1.14	glyQ	11
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01879	Glycyl-tRNA synthetase beta chain	6.1.1.14	glyS	3
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01879	Glycyl-tRNA synthetase beta chain	6.1.1.14	glyS	3
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01879	Glycyl-tRNA synthetase beta chain	6.1.1.14	glyS	3
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01881	Prolyl-tRNA synthetase	6.1.1.15	PARS, proS	3
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01881	Prolyl-tRNA synthetase	6.1.1.15	PARS, proS	3
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01881	Prolyl-tRNA synthetase	6.1.1.15	PARS, proS	3
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01883	Cysteinyl-tRNA synthetase	6.1.1.16	CARS, cysS	8
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01883	Cysteinyl-tRNA synthetase	6.1.1.16	CARS, cysS	8
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01883	Cysteinyl-tRNA synthetase	6.1.1.16	CARS, cysS	8
Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism [PATH:ko00860]	K01885	Glutamyl-tRNA synthetase	6.1.1.17	EARS, gltX	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01885	Glutamyl-tRNA synthetase	6.1.1.17	EARS, gltX	1
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01885	Glutamyl-tRNA synthetase	6.1.1.17	EARS, gltX	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01885	Glutamyl-tRNA synthetase	6.1.1.17	EARS, gltX	1
Brite Hierarchies	Protein families: signaling and cellular processes	Prokaryotic defense system [BR:ko02048]	K01885	Glutamyl-tRNA synthetase	6.1.1.17	EARS, gltX	1
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01889	Phenylalanyl-tRNA synthetase alpha chain	6.1.1.20	FARSA, pheS	5
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01889	Phenylalanyl-tRNA synthetase alpha chain	6.1.1.20	FARSA, pheS	5
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01889	Phenylalanyl-tRNA synthetase alpha chain	6.1.1.20	FARSA, pheS	5
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01893	Asparaginyl-tRNA synthetase	6.1.1.22	NARS, asnS	17
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01893	Asparaginyl-tRNA synthetase	6.1.1.22	NARS, asnS	17
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01893	Asparaginyl-tRNA synthetase	6.1.1.22	NARS, asnS	17
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K01910	[citrate (pro-3S)-lyase] ligase	6.2.1.22	citC	7
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K01916	NAD+ synthase	6.3.1.5	nadE	4
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01919	Glutamate--cysteine ligase	6.3.2.2	gshA	2
