L1	ID	Function	EC	FUN_ID	Count
Glycoside hydrolase	GH103	peptidoglycan lytic transglycosylase	3.2.1.-	GH	1
Glycoside hydrolase	GH77	amylomaltase or 4-alpha-glucanotransferase	2.4.1.25	GH	1
Polysacharide lyases	PL11	rhamnogalacturonan endolyase	4.2.2.23	PL	1
