L1	L2	L3	L4	ID	Function	EC	Count
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K00927	PGK, pgk; phosphoglycerate kinase	2.7.2.3	32
16_Embden Meyerhof-Parnos (EMP)	EMP			K00927	PGK, pgk; phosphoglycerate kinase	2.7.2.3	32
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K00927	PGK, pgk; phosphoglycerate kinase	2.7.2.3	32
17_Gluconeogenesis	Gluconeogenesis in archea			K00927	PGK, pgk; phosphoglycerate kinase	2.7.2.3	32
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00930	argB; acetylglutamate kinase	2.7.2.8	3
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K00930	argB; acetylglutamate kinase	2.7.2.8	3
21_Cellular response to stress	Response to oxidative stress			K00937	ppk1; polyphosphate kinase	2.7.4.1	2
07_Nucleic acid metabolism	Purine metabolism			K00939	adk, AK; adenylate kinase	2.7.4.3	12
21_Cellular response to stress	Cellular response to stress			K00939	adk, AK; adenylate kinase	2.7.4.3	12
07_Nucleic acid metabolism	Pyrimidine metabolism			K00940	ndk, NME; nucleoside-diphosphate kinase	2.7.4.6	2
07_Nucleic acid metabolism	Purine metabolism			K00940	ndk, NME; nucleoside-diphosphate kinase	2.7.4.6	2
07_Nucleic acid metabolism	Purine metabolism			K00942	E2.7.4.8, gmk; guanylate kinase	2.7.4.8	22
07_Nucleic acid metabolism	Pyrimidine metabolism			K00943	tmk, DTYMK; dTMP kinase	2.7.4.9	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K00945	cmk; CMP/dCMP kinase	2.7.4.25	16
07_Nucleic acid metabolism	Purine metabolism			K00948	PRPS, prsA; ribose-phosphate pyrophosphokinase	2.7.6.1	59
07_Nucleic acid metabolism	Purine metabolism			K00951	relA; GTP pyrophosphokinase	2.7.6.5	5
03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)				K00955	cysNC; bifunctional enzyme CysN/CysC	2.7.7.4 2.7.1.25	1
07_Nucleic acid metabolism	Purine metabolism			K00955	cysNC; bifunctional enzyme CysN/CysC	2.7.7.4 2.7.1.25	1
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)		K00955	cysNC; bifunctional enzyme CysN/CysC	2.7.7.4 2.7.1.25	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfate reduction (assimilatory)		K00955	cysNC; bifunctional enzyme CysN/CysC	2.7.7.4 2.7.1.25	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfate reduction (assimilatory)		K00955	cysNC; bifunctional enzyme CysN/CysC	2.7.7.4 2.7.1.25	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfate reduction (dissimilatory)		K00955	cysNC; bifunctional enzyme CysN/CysC	2.7.7.4 2.7.1.25	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfite oxidation		K00955	cysNC; bifunctional enzyme CysN/CysC	2.7.7.4 2.7.1.25	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfur disproportionation		K00955	cysNC; bifunctional enzyme CysN/CysC	2.7.7.4 2.7.1.25	1
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K00955	cysNC; bifunctional enzyme CysN/CysC	2.7.7.4 2.7.1.25	1
21_Cellular response to stress	Cellular response to oxidative stress			K00955	cysNC; bifunctional enzyme CysN/CysC	2.7.7.4 2.7.1.25	1
21_Cellular response to stress	Cellular response to stress			K00955	cysNC; bifunctional enzyme CysN/CysC	2.7.7.4 2.7.1.25	1
07_Nucleic acid metabolism	Purine metabolism			K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	3
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)		K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	3
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfate reduction (assimilatory)		K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	3
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfate reduction (dissimilatory)		K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	3
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfite oxidation		K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	3
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfur disproportionation		K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	3
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	3
21_Cellular response to stress	Cellular response to oxidative stress			K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	3
21_Cellular response to stress	Cellular response to stress			K00956	cysN; sulfate adenylyltransferase subunit 1	2.7.7.4	3
07_Nucleic acid metabolism	Purine metabolism			K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	3
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)		K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	3
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfate reduction (assimilatory)		K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	3
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfate reduction (dissimilatory)		K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	3
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfite oxidation		K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	3
18_Sulfur compounds metabolism	Sulfur compounds cycle	Sulfur disproportionation		K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	3
18_Sulfur compounds metabolism	Sulfur compounds cycle	Thiosulfate disproportionation		K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	3
21_Cellular response to stress	Cellular response to oxidative stress			K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	3
21_Cellular response to stress	Cellular response to stress			K00957	cysD; sulfate adenylyltransferase subunit 2	2.7.7.4	3
07_Nucleic acid metabolism	Pyrimidine metabolism			K00962	pnp, PNPT1; polyribonucleotide nucleotidyltransferase	2.7.7.8	77
07_Nucleic acid metabolism	Purine metabolism			K00962	pnp, PNPT1; polyribonucleotide nucleotidyltransferase	2.7.7.8	77
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K00974	cca; tRNA nucleotidyltransferase (CCA-adding enzyme)	2.7.7.72 3.1.3.- 3.1.4.-	8
03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)				K00975	glgC; glucose-1-phosphate adenylyltransferase	2.7.7.27	17
20_Hydrolysis of polymers	Starch			K00975	glgC; glucose-1-phosphate adenylyltransferase	2.7.7.27	17
03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)				K00979	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	2.7.7.38	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K00979	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	2.7.7.38	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase	2.7.8.13	15
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase	2.7.8.13	15
01_Fermentation	Mixed acid fermentation			K01089	hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase	4.2.1.19 3.1.3.15	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to lactate		K01089	hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase	4.2.1.19 3.1.3.15	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K01089	hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase	4.2.1.19 3.1.3.15	1
07_Nucleic acid metabolism	Purine metabolism			K01139	spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	2.7.6.5 3.1.7.2	84
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01182	IMA, malL; oligo-1,6-glucosidase	3.2.1.10	23
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K01182	IMA, malL; oligo-1,6-glucosidase	3.2.1.10	23
20_Hydrolysis of polymers	Starch			K01182	IMA, malL; oligo-1,6-glucosidase	3.2.1.10	23
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01184	E3.2.1.15; polygalacturonase	3.2.1.15	6
20_Hydrolysis of polymers	Starch			K01184	E3.2.1.15; polygalacturonase	3.2.1.15	6
20_Hydrolysis of polymers	Pectin			K01184	E3.2.1.15; polygalacturonase	3.2.1.15	6
20_Hydrolysis of polymers	Xylose			K01184	E3.2.1.15; polygalacturonase	3.2.1.15	6
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01185	E3.2.1.17; lysozyme	3.2.1.17	2
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01190	lacZ; beta-galactosidase	3.2.1.23	17
19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K01190	lacZ; beta-galactosidase	3.2.1.23	17
20_Hydrolysis of polymers	Galactose			K01190	lacZ; beta-galactosidase	3.2.1.23	17
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01198	xynB; xylan 1,4-beta-xylosidase	3.2.1.37	9
20_Hydrolysis of polymers	Starch			K01198	xynB; xylan 1,4-beta-xylosidase	3.2.1.37	9
20_Hydrolysis of polymers	Xylose			K01198	xynB; xylan 1,4-beta-xylosidase	3.2.1.37	9
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01209	abfA; alpha-L-arabinofuranosidase	3.2.1.55	15
20_Hydrolysis of polymers	Arabinose			K01209	abfA; alpha-L-arabinofuranosidase	3.2.1.55	15
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01220	E3.2.1.85, lacG; 6-phospho-beta-galactosidase	3.2.1.85	52
20_Hydrolysis of polymers	Galactose			K01220	E3.2.1.85, lacG; 6-phospho-beta-galactosidase	3.2.1.85	52
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01223	E3.2.1.86B, bglA; 6-phospho-beta-glucosidase	3.2.1.86	144
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01243	mtnN, mtn, pfs; adenosylhomocysteine nucleosidase	3.2.2.9	5
06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K01251	E3.3.1.1, ahcY; adenosylhomocysteinase	3.3.1.1	8
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01251	E3.3.1.1, ahcY; adenosylhomocysteinase	3.3.1.1	8
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K01426	E3.5.1.4, amiE; amidase	3.5.1.4	6
06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K01426	E3.5.1.4, amiE; amidase	3.5.1.4	6
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01426	E3.5.1.4, amiE; amidase	3.5.1.4	6
08_Hydrocarbon degradation	Other aromatics degradation			K01426	E3.5.1.4, amiE; amidase	3.5.1.4	6
09_Carbohydrate Active enzyme - CAZy	Carbohydrate esterase			K01426	E3.5.1.4, amiE; amidase	3.5.1.4	6
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01427	URE; urease	3.5.1.5	2
07_Nucleic acid metabolism	Purine metabolism			K01427	URE; urease	3.5.1.5	2
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01428	ureC; urease subunit alpha	3.5.1.5	5
07_Nucleic acid metabolism	Purine metabolism			K01428	ureC; urease subunit alpha	3.5.1.5	5
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K01439	dapE; succinyl-diaminopimelate desuccinylase	3.5.1.18	12
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01439	dapE; succinyl-diaminopimelate desuccinylase	3.5.1.18	12
20_Hydrolysis of polymers	Galactose			K01443	nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase	3.5.1.25	5
07_Nucleic acid metabolism	Pyrimidine metabolism			K01465	URA4, pyrC; dihydroorotase	3.5.2.3	11
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01478	arcA; arginine deiminase	3.5.3.6	14
07_Nucleic acid metabolism	Pyrimidine metabolism			K01489	cdd, CDA; cytidine deaminase	3.5.4.5	10
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	1.5.1.5 3.5.4.9	24
15_Methylotrophy	Formaldehyde oxidation (tetrahydrofolate pathway)			K01491	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	1.5.1.5 3.5.4.9	24
07_Nucleic acid metabolism	Pyrimidine metabolism			K01493	comEB; dCMP deaminase	3.5.4.12	2
07_Nucleic acid metabolism	Purine metabolism			K01515	nudF; ADP-ribose pyrophosphatase	3.6.1.13	2
07_Nucleic acid metabolism	Pyrimidine metabolism			K01519	ITPA; inosine triphosphate pyrophosphatase	3.6.1.-	8
07_Nucleic acid metabolism	Purine metabolism			K01519	ITPA; inosine triphosphate pyrophosphatase	3.6.1.-	8
21_Cellular response to stress	Response to osmotic stress			K01537	ATP2C; P-type Ca2+ transporter type 2C	7.2.2.10	80
07_Nucleic acid metabolism	Purine metabolism			K01588	purE; 5-(carboxyamino)imidazole ribonucleotide mutase	5.4.99.18	11
07_Nucleic acid metabolism	Purine metabolism			K01589	purK; 5-(carboxyamino)imidazole ribonucleotide synthase	6.3.4.18	16
08_Hydrocarbon degradation	Polycyclic aromatic hydrocarbon degradation			K01619	deoC, DERA; deoxyribose-phosphate aldolase	4.1.2.4	9
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01621	xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	4.1.2.9 4.1.2.22	162
01_Fermentation	Bifidobacterium shunt			K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II	4.1.2.13	15
15_Methylotrophy	RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)			K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II	4.1.2.13	15
16_Embden Meyerhof-Parnos (EMP)	EMP			K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II	4.1.2.13	15
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II	4.1.2.13	15
16_Embden Meyerhof-Parnos (EMP)	EMP  in archea			K01624	FBA, fbaA; fructose-bisphosphate aldolase, class II	4.1.2.13	15
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01625	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase	4.1.2.14 4.1.3.42	2
15_Methylotrophy	RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)			K01625	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase	4.1.2.14 4.1.3.42	2
20_Hydrolysis of polymers	Xylose			K01625	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase	4.1.2.14 4.1.3.42	2
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01627	kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	2.5.1.55	12
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01627	kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	2.5.1.55	12
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K01627	kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	2.5.1.55	12
20_Hydrolysis of polymers	Xylose			K01629	rhaD; rhamnulose-1-phosphate aldolase	4.1.2.19	28
20_Hydrolysis of polymers	Galactose			K01635	lacD; tagatose 1,6-diphosphate aldolase	4.1.2.40	25
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K01641	E2.3.3.10; hydroxymethylglutaryl-CoA synthase	2.3.3.10	6
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01649	leuA, IMS; 2-isopropylmalate synthase	2.3.3.13	2
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01657	trpE; anthranilate synthase component I	4.1.3.27	2
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01657	trpE; anthranilate synthase component I	4.1.3.27	2
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01679	E4.2.1.2B, fumC, FH; fumarate hydratase, class II	4.2.1.2	2
10_TCA cycle	TCA cycle			K01679	E4.2.1.2B, fumC, FH; fumarate hydratase, class II	4.2.1.2	2
10_TCA cycle	Incomplete TCA fork			K01679	E4.2.1.2B, fumC, FH; fumarate hydratase, class II	4.2.1.2	2
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Pyruvate to leucine		K01681	ACO, acnA; aconitate hydratase	4.2.1.3	4
10_TCA cycle	TCA cycle			K01681	ACO, acnA; aconitate hydratase	4.2.1.3	4
10_TCA cycle	Incomplete TCA fork			K01681	ACO, acnA; aconitate hydratase	4.2.1.3	4
21_Cellular response to stress	Regulation of translation in response to oxidative stress			K01681	ACO, acnA; aconitate hydratase	4.2.1.3	4
20_Hydrolysis of polymers	Xylose			K01685	uxaA; altronate hydrolase	4.2.1.7	34
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01686	uxuA; mannonate dehydratase	4.2.1.8	15
20_Hydrolysis of polymers	Xylose			K01686	uxuA; mannonate dehydratase	4.2.1.8	15
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01687	ilvD; dihydroxy-acid dehydratase	4.2.1.9	4
09_Carbohydrate Active enzyme - CAZy	Polysaccharide lyase			K01687	ilvD; dihydroxy-acid dehydratase	4.2.1.9	4
09_Carbohydrate Active enzyme - CAZy	Carbohydrate esterase			K01687	ilvD; dihydroxy-acid dehydratase	4.2.1.9	4
05_Fatty acid oxidation	Fatty acid beta-oxidation I			K01689	ENO, eno; enolase	4.2.1.11	64
05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K01689	ENO, eno; enolase	4.2.1.11	64
05_Fatty acid oxidation	Fatty acid beta-oxidation IV (unsaturated)			K01689	ENO, eno; enolase	4.2.1.11	64
05_Fatty acid oxidation	Fatty acid activation			K01689	ENO, eno; enolase	4.2.1.11	64
15_Methylotrophy	Serine pathway for formaldehyde fixation			K01689	ENO, eno; enolase	4.2.1.11	64
16_Embden Meyerhof-Parnos (EMP)	EMP			K01689	ENO, eno; enolase	4.2.1.11	64
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K01689	ENO, eno; enolase	4.2.1.11	64
16_Embden Meyerhof-Parnos (EMP)	EMP  in archea			K01689	ENO, eno; enolase	4.2.1.11	64
17_Gluconeogenesis	Gluconeogenesis in archea			K01689	ENO, eno; enolase	4.2.1.11	64
01_Fermentation	Mixed acid fermentation			K01693	hisB; imidazoleglycerol-phosphate dehydratase	4.2.1.19	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to lactate		K01693	hisB; imidazoleglycerol-phosphate dehydratase	4.2.1.19	1
06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K01693	hisB; imidazoleglycerol-phosphate dehydratase	4.2.1.19	1
01_Fermentation	Mixed acid fermentation			K01696	trpB; tryptophan synthase beta chain	4.2.1.20	14
01_Fermentation	Mixed acid fermentation			K01696	trpB; tryptophan synthase beta chain	4.2.1.20	14
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01696	trpB; tryptophan synthase beta chain	4.2.1.20	14
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01696	trpB; tryptophan synthase beta chain	4.2.1.20	14
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01703	leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	4.2.1.33 4.2.1.35	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01703	leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	4.2.1.33 4.2.1.35	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K01703	leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit	4.2.1.33 4.2.1.35	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01704	leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit	4.2.1.33 4.2.1.35	4
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K01704	leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit	4.2.1.33 4.2.1.35	4
09_Carbohydrate Active enzyme - CAZy	Polysaccharide lyase			K01728	pel; pectate lyase	4.2.2.2	11
20_Hydrolysis of polymers	Xylose			K01728	pel; pectate lyase	4.2.2.2	11
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01733	thrC; threonine synthase	4.2.3.1	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01735	aroB; 3-dehydroquinate synthase	4.2.3.4	36
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K01736	aroC; chorismate synthase	4.2.3.5	16
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01738	cysK; cysteine synthase	2.5.1.47	3
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01738	cysK; cysteine synthase	2.5.1.47	3
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01752	E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase	4.3.1.17	42
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01752	E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase	4.3.1.17	42
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01755	argH, ASL; argininosuccinate lyase	4.3.2.1	5
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01755	argH, ASL; argininosuccinate lyase	4.3.2.1	5
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01756	purB, ADSL; adenylosuccinate lyase	4.3.2.2	15
07_Nucleic acid metabolism	Purine metabolism			K01756	purB, ADSL; adenylosuccinate lyase	4.3.2.2	15
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K01758	CTH; cystathionine gamma-lyase	4.4.1.1	1
06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01758	CTH; cystathionine gamma-lyase	4.4.1.1	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01758	CTH; cystathionine gamma-lyase	4.4.1.1	1
01_Fermentation	Bifidobacterium shunt			K01776	murI; glutamate racemase	5.1.1.3	18
01_Fermentation	Heterolactic fermentation			K01776	murI; glutamate racemase	5.1.1.3	18
06_Amino acid utilization biosynthesis metabolism	D-glutamine and D-glutamate metabolism			K01776	murI; glutamate racemase	5.1.1.3	18
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K01777	prdF; proline racemase	5.1.1.4	23
06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K01778	dapF; diaminopimelate epimerase	5.1.1.7	2
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	Pentose			K01783	rpe, RPE; ribulose-phosphate 3-epimerase	5.1.3.1	15
20_Hydrolysis of polymers	Xylose			K01783	rpe, RPE; ribulose-phosphate 3-epimerase	5.1.3.1	15
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	Pentose			K01784	galE, GALE; UDP-glucose 4-epimerase	5.1.3.2	17
20_Hydrolysis of polymers	Galactose			K01784	galE, GALE; UDP-glucose 4-epimerase	5.1.3.2	17
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5.3.1.1	36
16_Embden Meyerhof-Parnos (EMP)	EMP			K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5.3.1.1	36
16_Embden Meyerhof-Parnos (EMP)	Glycolysis III (EMP)			K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5.3.1.1	36
16_Embden Meyerhof-Parnos (EMP)	EMP  in archea			K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5.3.1.1	36
17_Gluconeogenesis	Gluconeogenesis in archea			K01803	TPI, tpiA; triosephosphate isomerase (TIM)	5.3.1.1	36
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	Hexose			K01804	araA; L-arabinose isomerase	5.3.1.4	50
20_Hydrolysis of polymers	Xylose			K01804	araA; L-arabinose isomerase	5.3.1.4	50
20_Hydrolysis of polymers	Arabinose			K01804	araA; L-arabinose isomerase	5.3.1.4	50
01_Fermentation	Bifidobacterium shunt			K01805	xylA; xylose isomerase	5.3.1.5	56
01_Fermentation	Heterolactic fermentation			K01805	xylA; xylose isomerase	5.3.1.5	56
01_Fermentation	Homolactic fermentation			K01805	xylA; xylose isomerase	5.3.1.5	56
02_Homoacetogenesis	Glycolysis			K01805	xylA; xylose isomerase	5.3.1.5	56
20_Hydrolysis of polymers	Xylose			K01805	xylA; xylose isomerase	5.3.1.5	56
01_Fermentation	Bifidobacterium shunt			K01807	rpiA; ribose 5-phosphate isomerase A	5.3.1.6	9
01_Fermentation	Heterolactic fermentation			K01807	rpiA; ribose 5-phosphate isomerase A	5.3.1.6	9
01_Fermentation	Homolactic fermentation			K01807	rpiA; ribose 5-phosphate isomerase A	5.3.1.6	9
02_Homoacetogenesis	Glycolysis			K01807	rpiA; ribose 5-phosphate isomerase A	5.3.1.6	9
01_Fermentation	Bifidobacterium shunt			K01808	rpiB; ribose 5-phosphate isomerase B	5.3.1.6	3
