L1	L2	L3	ID	Function	EC	Gene	Count
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	1.2.7.3 1.2.7.11	korA, oorA, oforA	2
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	1.2.7.3 1.2.7.11	korA, oorA, oforA	2
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	1.2.7.3 1.2.7.11	korA, oorA, oforA	2
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00254	Dihydroorotate dehydrogenase	1.3.5.2	DHODH, pyrD	1
Metabolism	Energy metabolism	Sulfur metabolism [PATH:ko00920]	K00380	Sulfite reductase (NADPH) flavoprotein alpha-component	1.8.1.2	cysJ	4
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00520	Mercuric reductase	1.16.1.1	merA	4
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00560	Thymidylate synthase	2.1.1.45	thyA, TYMS	2
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00560	Thymidylate synthase	2.1.1.45	thyA, TYMS	2
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00560	Thymidylate synthase	2.1.1.45	thyA, TYMS	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	2
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	2
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	2
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00602	Phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	2.1.2.3 3.5.4.10	purH	2
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00661	Maltose O-acetyltransferase	2.3.1.79	maa	2
Metabolism	Glycan biosynthesis and metabolism	N-Glycan biosynthesis [PATH:ko00510]	K00721	Dolichol-phosphate mannosyltransferase	2.4.1.83	DPM1	1
Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K00721	Dolichol-phosphate mannosyltransferase	2.4.1.83	DPM1	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00769	Xanthine phosphoribosyltransferase	2.4.2.22	gpt	2
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00773	Queuine tRNA-ribosyltransferase	2.4.2.29	tgt	2
Genetic Information Processing	Translation	RNA transport [PATH:ko03013]	K00784	Ribonuclease Z	3.1.26.11	rnz	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K00784	Ribonuclease Z	3.1.26.11	rnz	1
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	murA	2
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	murA	2
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	murA	2
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00876	Uridine kinase	2.7.1.48	udk, UCK	48
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K00876	Uridine kinase	2.7.1.48	udk, UCK	48
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K00919	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	2.7.1.148	ispE	2
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00931	Glutamate 5-kinase	2.7.2.11	proB	1
Metabolism	Biosynthesis of other secondary metabolites	Carbapenem biosynthesis [PATH:ko00332]	K00931	Glutamate 5-kinase	2.7.2.11	proB	1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00948	Ribose-phosphate pyrophosphokinase	2.7.6.1	PRPS, prsA	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00948	Ribose-phosphate pyrophosphokinase	2.7.6.1	PRPS, prsA	1
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	4
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	4
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	4
Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis [PATH:ko00525]	K00973	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	rfbA, rmlA, rffH	4
Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K01095	Phosphatidylglycerophosphatase A	3.1.3.27	pgpA	1
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01147	Exoribonuclease II	3.1.13.1	rnb	1
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01214	Isoamylase	3.2.1.68	ISA, treX	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01223	6-phospho-beta-glucosidase	3.2.1.86	E3.2.1.86B, bglA	2
Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01223	6-phospho-beta-glucosidase	3.2.1.86	E3.2.1.86B, bglA	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01487	Guanine deaminase	3.5.4.3	E3.5.4.3, guaD	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01534	Zn2+/Cd2+-exporting ATPase	7.2.2.12 7.2.2.21	zntA	2
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K01537	P-type Ca2+ transporter type 2C	7.2.2.10	ATP2C	1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01621	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	4.1.2.9 4.1.2.22	xfp, xpk	1
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01621	Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	4.1.2.9 4.1.2.22	xfp, xpk	1
Metabolism	Carbohydrate metabolism	Galactose metabolism [PATH:ko00052]	K01631	2-dehydro-3-deoxyphosphogalactonate aldolase	4.1.2.21	dgoA	2
Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism [PATH:ko00730]	K01662	1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	dxs	3
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K01662	1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	dxs	3
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K01679	Fumarate hydratase, class II	4.2.1.2	E4.2.1.2B, fumC, FH	2
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01679	Fumarate hydratase, class II	4.2.1.2	E4.2.1.2B, fumC, FH	2
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01679	Fumarate hydratase, class II	4.2.1.2	E4.2.1.2B, fumC, FH	2
Human Diseases	Cancer: overview	Pathways in cancer [PATH:ko05200]	K01679	Fumarate hydratase, class II	4.2.1.2	E4.2.1.2B, fumC, FH	2
Human Diseases	Cancer: specific types	Renal cell carcinoma [PATH:ko05211]	K01679	Fumarate hydratase, class II	4.2.1.2	E4.2.1.2B, fumC, FH	2
Human Diseases	Endocrine and metabolic disease	Cushing syndrome [PATH:ko04934]	K01679	Fumarate hydratase, class II	4.2.1.2	E4.2.1.2B, fumC, FH	2
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01689	Enolase	4.2.1.11	ENO, eno	1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01689	Enolase	4.2.1.11	ENO, eno	1
Genetic Information Processing	Folding, sorting and degradation	RNA degradation [PATH:ko03018]	K01689	Enolase	4.2.1.11	ENO, eno	1
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K01689	Enolase	4.2.1.11	ENO, eno	1
Brite Hierarchies	Protein families: genetic information processing	Messenger RNA biogenesis [BR:ko03019]	K01689	Enolase	4.2.1.11	ENO, eno	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01689	Enolase	4.2.1.11	ENO, eno	1
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	1
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	1
Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of vancomycin group antibiotics [PATH:ko01055]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	1
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	1
Metabolism	Biosynthesis of other secondary metabolites	Acarbose and validamycin biosynthesis [PATH:ko00525]	K01710	DTDP-glucose 4,6-dehydratase	4.2.1.46	rfbB, rmlB, rffG	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K01752	L-serine dehydratase	4.3.1.17	E4.3.1.17, sdaA, sdaB, tdcG	2
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01752	L-serine dehydratase	4.3.1.17	E4.3.1.17, sdaA, sdaB, tdcG	2
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K01783	Ribulose-phosphate 3-epimerase	5.1.3.1	rpe, RPE	1
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01783	Ribulose-phosphate 3-epimerase	5.1.3.1	rpe, RPE	1
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K01783	Ribulose-phosphate 3-epimerase	5.1.3.1	rpe, RPE	1
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K01805	Xylose isomerase	5.3.1.5	xylA	1
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01805	Xylose isomerase	5.3.1.5	xylA	1
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01813	L-rhamnose isomerase	5.3.1.14	rhaA	2
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01872	Alanyl-tRNA synthetase	6.1.1.7	AARS, alaS	2
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01872	Alanyl-tRNA synthetase	6.1.1.7	AARS, alaS	2
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01872	Alanyl-tRNA synthetase	6.1.1.7	AARS, alaS	2
Genetic Information Processing	Translation	Aminoacyl-tRNA biosynthesis [PATH:ko00970]	K01886	Glutaminyl-tRNA synthetase	6.1.1.18	QARS, glnS	2
Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K01886	Glutaminyl-tRNA synthetase	6.1.1.18	QARS, glnS	2
Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K01886	Glutaminyl-tRNA synthetase	6.1.1.18	QARS, glnS	2
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01895	Acetyl-CoA synthetase	6.2.1.1	ACSS1_2, acs	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01895	Acetyl-CoA synthetase	6.2.1.1	ACSS1_2, acs	1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01895	Acetyl-CoA synthetase	6.2.1.1	ACSS1_2, acs	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01895	Acetyl-CoA synthetase	6.2.1.1	ACSS1_2, acs	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01895	Acetyl-CoA synthetase	6.2.1.1	ACSS1_2, acs	1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01895	Acetyl-CoA synthetase	6.2.1.1	ACSS1_2, acs	1
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K01895	Acetyl-CoA synthetase	6.2.1.1	ACSS1_2, acs	1
Metabolism	Metabolism of other amino acids	D-Glutamine and D-glutamate metabolism [PATH:ko00471]	K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase	6.3.2.9	murD	2
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase	6.3.2.9	murD	2
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase	6.3.2.9	murD	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01939	Adenylosuccinate synthase	6.3.4.4	purA, ADSS	2
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01939	Adenylosuccinate synthase	6.3.4.4	purA, ADSS	2
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01940	Argininosuccinate synthase	6.3.4.5	argG, ASS1	2
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K01940	Argininosuccinate synthase	6.3.4.5	argG, ASS1	2
Human Diseases	Cardiovascular disease	Fluid shear stress and atherosclerosis [PATH:ko05418]	K01940	Argininosuccinate synthase	6.3.4.5	argG, ASS1	2
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01940	Argininosuccinate synthase	6.3.4.5	argG, ASS1	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01951	GMP synthase (glutamine-hydrolysing)	6.3.5.2	guaA, GMPS	1
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K01951	GMP synthase (glutamine-hydrolysing)	6.3.5.2	guaA, GMPS	1
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01951	GMP synthase (glutamine-hydrolysing)	6.3.5.2	guaA, GMPS	1
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K01955	Carbamoyl-phosphate synthase large subunit	6.3.5.5	carB, CPA2	2
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01955	Carbamoyl-phosphate synthase large subunit	6.3.5.5	carB, CPA2	2
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01961	Acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2 6.3.4.14	accC	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01961	Acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2 6.3.4.14	accC	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01961	Acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2 6.3.4.14	accC	1
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K01961	Acetyl-CoA carboxylase, biotin carboxylase subunit	6.4.1.2 6.3.4.14	accC	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02025	Multiple sugar transport system permease protein		ABC.MS.P	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02028	Polar amino acid transport system ATP-binding protein	7.4.2.1	ABC.PA.A	1
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K02031	Peptide/nickel transport system ATP-binding protein		ddpD	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02031	Peptide/nickel transport system ATP-binding protein		ddpD	1
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K02033	Peptide/nickel transport system permease protein		ABC.PE.P	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02033	Peptide/nickel transport system permease protein		ABC.PE.P	1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K02042	Phosphonate transport system permease protein		phnE	2
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02042	Phosphonate transport system permease protein		phnE	2
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02049	NitT/TauT family transport system ATP-binding protein		ABC.SN.A	1
Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K02052	Putative spermidine/putrescine transport system ATP-binding protein		ABC.SP.A	1
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02052	Putative spermidine/putrescine transport system ATP-binding protein		ABC.SP.A	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K02082	Tagatose-6-phosphate ketose/aldose isomerase	5.-.-.-	agaS	1
Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism [PATH:ko00860]	K02190	Sirohydrochlorin cobaltochelatase	4.99.1.3	cbiK	1
Genetic Information Processing	Replication and repair	DNA replication [PATH:ko03030]	K02343	DNA polymerase III subunit gamma/tau	2.7.7.7	dnaX	2
Genetic Information Processing	Replication and repair	Mismatch repair [PATH:ko03430]	K02343	DNA polymerase III subunit gamma/tau	2.7.7.7	dnaX	2
Genetic Information Processing	Replication and repair	Homologous recombination [PATH:ko03440]	K02343	DNA polymerase III subunit gamma/tau	2.7.7.7	dnaX	2
Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02343	DNA polymerase III subunit gamma/tau	2.7.7.7	dnaX	2
Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K02343	DNA polymerase III subunit gamma/tau	2.7.7.7	dnaX	2
Brite Hierarchies	Protein families: genetic information processing	Translation factors [BR:ko03012]	K02355	Elongation factor G		fusA, GFM, EFG	1
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K02355	Elongation factor G		fusA, GFM, EFG	1
Organismal Systems	Environmental adaptation	Plant-pathogen interaction [PATH:ko04626]	K02358	Elongation factor Tu		tuf, TUFM	1
Brite Hierarchies	Protein families: genetic information processing	Translation factors [BR:ko03012]	K02358	Elongation factor Tu		tuf, TUFM	1
Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K02358	Elongation factor Tu		tuf, TUFM	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K02358	Elongation factor Tu		tuf, TUFM	1
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	4.2.1.59	fabZ	1
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	4.2.1.59	fabZ	1
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	4.2.1.59	fabZ	1
Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K02424	L-cystine transport system substrate-binding protein		fliY, tcyA	2
Cellular Processes	Cell motility	Flagellar assembly [PATH:ko02040]	K02424	L-cystine transport system substrate-binding protein		fliY, tcyA	2
Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02424	L-cystine transport system substrate-binding protein		fliY, tcyA	2
Brite Hierarchies	Protein families: signaling and cellular processes	Bacterial motility proteins [BR:ko02035]	K02424	L-cystine transport system substrate-binding protein		fliY, tcyA	2
