ID	Function	Count
GVOG01720	cysteinyl-tRNA synthetase	1
GVOG01825	no_annotation	3
GVOG02016	no_annotation	1
GVOG02020	no_annotation	1
GVOG02361	no_annotation	1
GVOG02414	no_annotation	1
GVOG04441	aminopeptidase	2
GVOG05780	metallopeptidase WLM	3
GVOG06317	no_annotation	1
GVOG07994	no_annotation	2
GVOG11896	AAA family ATPase - unique in NCLDV; ATPase domain similar to repl_factorC_sub2	3
GVOGm0307	no_annotation	1
GVOGm0505	no_annotation	2
GVOGm0548	Hsp70 protein | heat shock protein 70	2
GVOGm0678	DNA topoisomerase I	2
GVOGm1119	guanosine monophosphate reductase	1
GVOGm1261	uridine kinase	2
