ID	Function	Source	Count
2A0106	metabolite/H+ symporter	TIGR00883	1
ATPase-IB_hvy	heavy metal translocating P-type ATPase	TIGR01525	2
Bac_Flav_CT_J	conjugative transposon protein TraJ	TIGR03782	4
CBS_CbpB	cyclic-di-AMP-binding protein CbpB		1
CPSaseII_lrg	carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit	TIGR01369	2
EF-G	elongation factor G	TIGR00484	1
FGAM_synth_I	phosphoribosylformylglycinamidine synthase I	TIGR01737	1
FnlA	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase	TIGR04130	2
FtsH_fam	ATP-dependent zinc metalloprotease FtsH	TIGR01241	1
GTP_HydF	[FeFe] hydrogenase H-cluster maturation GTPase HydF	TIGR03918	2
L11_bact	50S ribosomal protein L11	TIGR01632	2
LTA_dltB	D-alanyl-lipoteichoic acid biosynthesis protein DltB	TIGR04091	1
L_lactate_LldD	FMN-dependent L-lactate dehydrogenase LldD		2
MsbA_rel	ABC transporter, permease/ATP-binding protein	TIGR02204	1
OAFO_sf	2-oxoacid:acceptor oxidoreductase subunit alpha	TIGR03710	2
PRK00046.1	UDP-N-acetylmuramate dehydrogenase	PRK00046	2
PRK00066.1	L-lactate dehydrogenase	PRK00066	1
PRK00074.1	glutamine-hydrolyzing GMP synthase	PRK00074	2
PRK00106.1	ribonuclease Y	PRK00106	2
PRK00110.1	YebC/PmpR family DNA-binding transcriptional regulator	PRK00110	1
PRK00139.2-3	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	PRK00139	1
PRK00174.1	acetate--CoA ligase	PRK00174	1
PRK00290.1	molecular chaperone DnaK	PRK00290	1
PRK00349.1	excinuclease ABC subunit UvrA	PRK00349	2
PRK00448.1	PolC-type DNA polymerase III	PRK00448	2
PRK00509.1	argininosuccinate synthase	PRK00509	2
PRK00701.1	Mn(2+) uptake NRAMP transporter MntH	PRK00701	2
PRK00733.2-2	sodium-translocating pyrophosphatase	PRK00733	1
PRK01045.1-4	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	PRK01045	1
PRK01076.1	L-rhamnose isomerase	PRK01076	2
PRK01678.1	type B 50S ribosomal protein L31	PRK01678	1
PRK02269.1	ribose-phosphate diphosphokinase	PRK02269	2
PRK03202.1	ATP-dependent 6-phosphofructokinase	PRK03202	1
PRK03619.1	phosphoribosylformylglycinamidine synthase subunit PurQ	PRK03619	1
PRK05254.1-5	uracil-DNA glycosylase	PRK05254	2
PRK05261.1-3	phosphoketolase	PRK05261	1
PRK05286.1-4	quinone-dependent dihydroorotate dehydrogenase	PRK05286	1
PRK05298.1	excinuclease ABC subunit UvrB	PRK05298	1
PRK05339.1	pyruvate, phosphate dikinase/phosphoenolpyruvate synthase regulator	PRK05339	1
PRK05474.1	xylose isomerase	PRK05474	1
PRK05563.1	DNA polymerase III subunit gamma/tau	PRK05563	2
PRK05621.2-1	F0F1 ATP synthase subunit gamma	PRK05621	1
PRK05653.1-4	3-oxoacyl-ACP reductase FabG	PRK05653	1
PRK05672.1	error-prone DNA polymerase	PRK05672	2
PRK05815.1-4	F0F1 ATP synthase subunit A	PRK05815	1
PRK05819.1	DeoD-type purine-nucleoside phosphorylase	PRK05819	1
PRK06299.1-3	30S ribosomal protein S1	PRK06299	2
PRK06997.1	enoyl-ACP reductase FabI	PRK06997	2
PRK07097.1	gluconate 5-dehydrogenase	PRK07097	2
PRK08654.1	acetyl-CoA carboxylase biotin carboxylase subunit	PRK08654	1
PRK08706.1	lipid A biosynthesis lauroyl acyltransferase	PRK08706	1
PRK09076.1	enoyl-CoA hydratase	PRK09076	2
PRK09102.1	ribonucleoside-diphosphate reductase subunit alpha	PRK09102	1
PRK09103.1	ribonucleoside-diphosphate reductase subunit alpha	PRK09103	1
PRK09140.1	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	PRK09140	1
PRK09177.1	xanthine phosphoribosyltransferase	PRK09177	2
