L1	L2	L3	ID	Function	EC	Gene	Count
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00003	Homoserine dehydrogenase	1.1.1.3	hom	3
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00003	Homoserine dehydrogenase	1.1.1.3	hom	3
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K00003	Homoserine dehydrogenase	1.1.1.3	hom	3
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00005	Glycerol dehydrogenase	1.1.1.6	gldA	4
Metabolism	Lipid metabolism	Glycerolipid metabolism [PATH:ko00561]	K00005	Glycerol dehydrogenase	1.1.1.6	gldA	4
Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	K00013	Histidinol dehydrogenase	1.1.1.23	hisD	5
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K00014	Shikimate dehydrogenase	1.1.1.25	aroE	2
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00015	Glyoxylate reductase	1.1.1.26	gyaR, GOR1	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	13
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	13
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	13
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	13
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	13
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	13
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	13
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00016	L-lactate dehydrogenase	1.1.1.27	LDH, ldh	13
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00020	3-hydroxyisobutyrate dehydrogenase	1.1.1.31	HIBADH, mmsB	2
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00027	Malate dehydrogenase (oxaloacetate-decarboxylating)	1.1.1.38	ME2, sfcA, maeA	32
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00027	Malate dehydrogenase (oxaloacetate-decarboxylating)	1.1.1.38	ME2, sfcA, maeA	32
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00029	Malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)	1.1.1.40	E1.1.1.40, maeB	1
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K00029	Malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)	1.1.1.40	E1.1.1.40, maeB	1
Organismal Systems	Endocrine system	PPAR signaling pathway [PATH:ko03320]	K00029	Malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)	1.1.1.40	E1.1.1.40, maeB	1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00033	6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	PGD, gnd, gntZ	43
Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00033	6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	PGD, gnd, gntZ	43
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00034	Glucose 1-dehydrogenase	1.1.1.47	gdh	9
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	15
Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	15
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	15
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	15
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00036	Glucose-6-phosphate 1-dehydrogenase	1.1.1.49 1.1.1.363	G6PD, zwf	15
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00040	Fructuronate reductase	1.1.1.57	uxuB	3
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00041	Tagaturonate reductase	1.1.1.58	uxaB	29
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00042	2-hydroxy-3-oxopropionate reductase	1.1.1.60	garR, glxR	2
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00046	Gluconate 5-dehydrogenase	1.1.1.69	idnO	20
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00048	Lactaldehyde reductase	1.1.1.77	fucO	57
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00048	Lactaldehyde reductase	1.1.1.77	fucO	57
Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism [PATH:ko00660]	K00052	3-isopropylmalate dehydrogenase	1.1.1.85	leuB, IMDH	2
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K00052	3-isopropylmalate dehydrogenase	1.1.1.85	leuB, IMDH	2
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K00053	Ketol-acid reductoisomerase	1.1.1.86	ilvC	3
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K00053	Ketol-acid reductoisomerase	1.1.1.86	ilvC	3
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K00054	Hydroxymethylglutaryl-CoA reductase	1.1.1.88	mvaA	51
Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K00057	Glycerol-3-phosphate dehydrogenase (NAD(P)+)	1.1.1.94	gpsA	19
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	serA, PHGDH	2
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	serA, PHGDH	2
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	serA, PHGDH	2
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	serA, PHGDH	2
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	12
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	12
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis [PATH:ko00333]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	12
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K00059	3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	fabG, OAR1	12
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00067	DTDP-4-dehydrorhamnose reductase	1.1.1.133	rfbD, rmlD	5
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K00067	DTDP-4-dehydrorhamnose reductase	1.1.1.133	rfbD, rmlD	5
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K00067	DTDP-4-dehydrorhamnose reductase	1.1.1.133	rfbD, rmlD	5
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00075	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	murB	18
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K00075	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	murB	18
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K00075	UDP-N-acetylmuramate dehydrogenase	1.3.1.98	murB	18
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K00078	Dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)	1.3.1.20 1.1.1.179	DHDH	2
Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	K00078	Dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)	1.3.1.20 1.1.1.179	DHDH	2
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00088	IMP dehydrogenase	1.1.1.205	IMPDH, guaB	36
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K00088	IMP dehydrogenase	1.1.1.205	IMPDH, guaB	36
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00088	IMP dehydrogenase	1.1.1.205	IMPDH, guaB	36
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00091	Dihydroflavonol-4-reductase	1.1.1.219	E1.1.1.219	2
Metabolism	Metabolism of cofactors and vitamins	Vitamin B6 metabolism [PATH:ko00750]	K00097	4-hydroxythreonine-4-phosphate dehydrogenase	1.1.1.262	pdxA	5
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K00099	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	dxr	2
Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K00105	Alpha-glycerophosphate oxidase	1.1.3.21	E1.1.3.21	2
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00117	Quinoprotein glucose dehydrogenase	1.1.5.2	gcd	5
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	4
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	4
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	4
Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	4
Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	4
Metabolism	Metabolism of cofactors and vitamins	Retinol metabolism [PATH:ko00830]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	4
Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation [PATH:ko00625]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	4
Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation [PATH:ko00626]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	4
Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	4
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - cytochrome P450 [PATH:ko00982]	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase	1.1.1.284 1.1.1.1	frmA, ADH5, adhC	4
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00133	Aspartate-semialdehyde dehydrogenase	1.2.1.11	asd	10
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00133	Aspartate-semialdehyde dehydrogenase	1.2.1.11	asd	10
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K00133	Aspartate-semialdehyde dehydrogenase	1.2.1.11	asd	10
Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis [PATH:ko00261]	K00133	Aspartate-semialdehyde dehydrogenase	1.2.1.11	asd	10
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	66
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	66
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	66
Human Diseases	Infectious disease: bacterial	Pathogenic Escherichia coli infection [PATH:ko05130]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	66
Human Diseases	Infectious disease: bacterial	Salmonella infection [PATH:ko05132]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	66
Human Diseases	Neurodegenerative disease	Alzheimer disease [PATH:ko05010]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	66
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	66
Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	66
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00134	Glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	GAPDH, gapA	66
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00147	Glutamate-5-semialdehyde dehydrogenase	1.2.1.41	proA	5
Metabolism	Biosynthesis of other secondary metabolites	Carbapenem biosynthesis [PATH:ko00332]	K00147	Glutamate-5-semialdehyde dehydrogenase	1.2.1.41	proA	5
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00158	Pyruvate oxidase	1.2.3.3	E1.2.3.3, poxL	26
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	4
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	4
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	4
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	4
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	4
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	4
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00161	Pyruvate dehydrogenase E1 component alpha subunit	1.2.4.1	PDHA, pdhA	4
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	10
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	10
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	10
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	10
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	10
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	10
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00162	Pyruvate dehydrogenase E1 component beta subunit	1.2.4.1	PDHB, pdhB	10
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00163	Pyruvate dehydrogenase E1 component	1.2.4.1	aceE	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00163	Pyruvate dehydrogenase E1 component	1.2.4.1	aceE	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00163	Pyruvate dehydrogenase E1 component	1.2.4.1	aceE	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00164	2-oxoglutarate dehydrogenase E1 component	1.2.4.2	OGDH, sucA	13
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00166	2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	BCKDHA, bkdA1	8
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00166	2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	BCKDHA, bkdA1	8
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00167	2-oxoisovalerate dehydrogenase E1 component beta subunit	1.2.4.4	BCKDHB, bkdA2	23
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00167	2-oxoisovalerate dehydrogenase E1 component beta subunit	1.2.4.4	BCKDHB, bkdA2	23
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	19
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	19
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis [PATH:ko00333]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	19
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K00208	Enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	fabI	19
Metabolism	Amino acid metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	K00220	Cyclohexadieny/prephenate dehydrogenase	1.3.1.43 1.3.1.12	tyrC	3
Metabolism	Biosynthesis of other secondary metabolites	Novobiocin biosynthesis [PATH:ko00401]	K00220	Cyclohexadieny/prephenate dehydrogenase	1.3.1.43 1.3.1.12	tyrC	3
Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism [PATH:ko00860]	K00228	Coproporphyrinogen III oxidase	1.3.3.3	CPOX, hemF	2
Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00254	Dihydroorotate dehydrogenase	1.3.5.2	DHODH, pyrD	2
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	3
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	3
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K00265	Glutamate synthase (NADPH) large chain	1.4.1.13	gltB	3
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00266	Glutamate synthase (NADPH) small chain	1.4.1.13	gltD	6
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00266	Glutamate synthase (NADPH) small chain	1.4.1.13	gltD	6
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00278	L-aspartate oxidase	1.4.3.16	nadB	11
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K00278	L-aspartate oxidase	1.4.3.16	nadB	11
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00284	Glutamate synthase (ferredoxin)	1.4.7.1	GLU, gltS	2
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00284	Glutamate synthase (ferredoxin)	1.4.7.1	GLU, gltS	2
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K00284	Glutamate synthase (ferredoxin)	1.4.7.1	GLU, gltS	2
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00286	Pyrroline-5-carboxylate reductase	1.5.1.2	proC	6
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis [PATH:ko00790]	K00287	Dihydrofolate reductase	1.5.1.3	DHFR, folA	6
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00287	Dihydrofolate reductase	1.5.1.3	DHFR, folA	6
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00287	Dihydrofolate reductase	1.5.1.3	DHFR, folA	6
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00311	Electron-transferring-flavoprotein dehydrogenase	1.5.5.1	ETFDH	14
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00335	NADH-quinone oxidoreductase subunit F	7.1.1.2	nuoF	2
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00354	NADPH2 dehydrogenase	1.6.99.1	E1.6.99.1	6
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00364	GMP reductase	1.7.1.7	E1.7.1.7, guaC	21
Metabolism	Energy metabolism	Sulfur metabolism [PATH:ko00920]	K00381	Sulfite reductase (NADPH) hemoprotein beta-component	1.8.1.2	cysI	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	15
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	15
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	15
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	15
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	15
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	15
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	15
Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	15
Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	15
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00382	Dihydrolipoamide dehydrogenase	1.8.1.4	DLD, lpd, pdhD	15
Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00383	Glutathione reductase (NADPH)	1.8.1.7	GSR, gor	5
Organismal Systems	Endocrine system	Thyroid hormone synthesis [PATH:ko04918]	K00383	Glutathione reductase (NADPH)	1.8.1.7	GSR, gor	5
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00383	Glutathione reductase (NADPH)	1.8.1.7	GSR, gor	5
Metabolism	Metabolism of other amino acids	Selenocompound metabolism [PATH:ko00450]	K00384	Thioredoxin reductase (NADPH)	1.8.1.9	trxB, TRR	55
Metabolism	Energy metabolism	Sulfur metabolism [PATH:ko00920]	K00390	Phosphoadenosine phosphosulfate reductase	1.8.4.8 1.8.4.10	cysH	1
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00410	Ubiquinol-cytochrome c reductase cytochrome b/c1 subunit		fbcH	6
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00410	Ubiquinol-cytochrome c reductase cytochrome b/c1 subunit		fbcH	6
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00411	Ubiquinol-cytochrome c reductase iron-sulfur subunit	7.1.1.8	UQCRFS1, RIP1, petA	1
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00411	Ubiquinol-cytochrome c reductase iron-sulfur subunit	7.1.1.8	UQCRFS1, RIP1, petA	1
Organismal Systems	Circulatory system	Cardiac muscle contraction [PATH:ko04260]	K00411	Ubiquinol-cytochrome c reductase iron-sulfur subunit	7.1.1.8	UQCRFS1, RIP1, petA	1
Organismal Systems	Environmental adaptation	Thermogenesis [PATH:ko04714]	K00411	Ubiquinol-cytochrome c reductase iron-sulfur subunit	7.1.1.8	UQCRFS1, RIP1, petA	1
