ID	Function	Source	Count
Bac_Flav_CT_G	TraG family conjugative transposon ATPase	TIGR03783	2
Bac_Flav_CT_M	conjugative transposon protein TraM	TIGR03779	1
C69_fam_dipept	C69 family dipeptidase		456
CBO2463_dom	CBO2463/CBO2479 domain-containing protein		114
CBS_CbpA	cyclic di-AMP binding protein CbpA		124
CBS_CbpB	cyclic-di-AMP-binding protein CbpB		63
CDF	cation diffusion facilitator family transporter	TIGR01297	19
CPSaseII_lrg	carbamoyl-phosphate synthase (glutamine-hydrolyzing) large subunit	TIGR01369	452
CPSaseIIsmall	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	TIGR01368	331
C_S_lyase_PatB	PatB family C-S lyase	TIGR04350	29
ChvE	sugar ABC transporter substrate-binding protein		595
ClpA	ATP-dependent Clp protease ATP-binding subunit ClpA	TIGR02639	90
CobT	Cobalamin biosynthesis protein CobT	PF06213.14	1
CobT	cobaltochelatase subunit CobT	TIGR01651	1
Cof-subfamily	Cof-type HAD-IIB family hydrolase	TIGR00099	173
CofD_related	uridine diphosphate-N-acetylglucosamine-binding protein YvcK	TIGR01826	183
ComEB	ComE operon protein 2	TIGR02571	70
D-ala-DACP-lig	D-alanine--poly(phosphoribitol) ligase subunit DltA	TIGR01734	128
DHAK_reg	dihydroxyacetone kinase transcriptional activator DhaS	TIGR02366	3
DNA_S_dndA	cysteine desulfurase DndA	TIGR03235	11
DNA_bind_WhiA	DNA-binding protein WhiA	TIGR00647	136
D_ala_D_alaTIGR	D-alanine--D-alanine ligase	TIGR01205	1
D_pro_red_PrdA	D-proline reductase (dithiol) proprotein PrdA	TIGR04480	922
D_pro_red_PrdB	D-proline reductase (dithiol) protein PrdB	TIGR04483	625
Dhydh_Halo	D-2-hydroxyacid dehydrogenase		47
DivI1A_domain	DivIVA domain-containing protein	TIGR03544	25
DnaA	chromosomal replication initiator protein DnaA	TIGR00362	245
DnaB	DnaB-like helicase N-terminal domain-containing protein	PF00772.23	35
DnaB	replicative DNA helicase	TIGR00665	35
ECF_ATPase_1	energy-coupling factor transporter ATPase	TIGR04520	39
ECF_ThiT_YuaJ	energy-coupled thiamine transporter ThiT	TIGR02357	60
EF-G	elongation factor G	TIGR00484	1751
EF-Tu	elongation factor Tu	TIGR00485	414
EIIA-LAC	lactose-specific PTS transporter subunit IIA	TIGR00823	20
EIID-AGA	PTS system mannose/fructose/sorbose family transporter subunit IID	PF03613.16	155
EIID-AGA	mannose/fructose/sorbose PTS transporter subunit IID	TIGR00828	155
EPS_sugtrans	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase	TIGR03025	212
EpaQ_fam	EpaQ family protein		143
FGAM_synth_I	phosphoribosylformylglycinamidine synthase I	TIGR01737	31
FGAM_synth_II	phosphoribosylformylglycinamidine synthase subunit PurL	TIGR01736	53
FRU	fructose PTS transporter subunit IIB	TIGR00829	94
FakA_VfrB	fatty acid kinase catalytic subunit FakA		198
FeS_nifS	cysteine desulfurase NifS	TIGR03402	94
FnlA	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase	TIGR04130	409
FtsE	cell division ATP-binding protein FtsE	TIGR02673	185
FtsH_fam	ATP-dependent zinc metalloprotease FtsH	TIGR01241	883
FtsX_Gpos	permease-like cell division protein FtsX		96
GAPDH-I	type I glyceraldehyde-3-phosphate dehydrogenase	TIGR01534	563
GMP_reduct_2	GMP reductase	TIGR01306	253
GTP_HflX	GTPase HflX	TIGR03156	291
GTPase_EngA	ribosome biogenesis GTPase Der	TIGR03594	138
GTPase_YlqF	ribosome biogenesis GTPase YlqF	TIGR03596	188
GTPase_YqeH	ribosome biogenesis GTPase YqeH	TIGR03597	150
GTPase_YsxC	ribosome biogenesis GTP-binding protein YihA/YsxC	TIGR03598	125
GalA	beta-galactosidase GalA		4
GalB	beta-galactosidase GalB		37
GguA	sugar ABC transporter ATP-binding protein		645
GguB	sugar ABC transporter permease		452
GlnA	type I glutamate--ammonia ligase	TIGR00653	430
GlrX_NrdH	glutaredoxin-like protein NrdH	TIGR02194	35
GroEL	chaperonin GroEL	TIGR02348	16
GyrA_w_intein	intein-containing DNA gyrase subunit A		37
HAD-SF-IIA-hyp2	TIGR01457 family HAD-type hydrolase	TIGR01457	131
HEQRo_perm_3TM	ABC transporter permease subunit	TIGR01726	18
HGPRTase	hypoxanthine phosphoribosyltransferase	TIGR01203	77
HK_VanS_ACDEFG	vancomycin resistance histidine kinase VanS		56
HK_VicK	cell wall metabolism sensor histidine kinase VicK		23
HK_WalK	cell wall metabolism sensor histidine kinase WalK		556
HMG-CoA-S_prok	hydroxymethylglutaryl-CoA synthase	TIGR01835	461
HMG_CoA_R_NAD	hydroxymethylglutaryl-CoA reductase, degradative	TIGR00532	42
HMP-P_kinase	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	TIGR00097	98
HTH_metalloreg	metalloregulator ArsR/SmtB family transcription factor		8
IF-2	Translation-initiation factor 2	PF11987.10	688
IF-2	translation initiation factor IF-2	TIGR00487	688
IMPACT_YIGZ	YigZ family protein	TIGR00257	73
IMP_dehydrog	IMP dehydrogenase	TIGR01302	495
IPP_isom_2	type 2 isopentenyl-diphosphate Delta-isomerase	TIGR02151	61
Jag_EloR	RNA-binding cell elongation regulator Jag/EloR		26
L11_bact	50S ribosomal protein L11	TIGR01632	225
L12	50S ribosomal protein L7/L12	TIGR00855	66
L17	50S ribosomal protein L17	TIGR00059	41
L18_bact	50S ribosomal protein L18	TIGR00060	76
L21	50S ribosomal protein L21	TIGR00061	8
L27	50S ribosomal protein L27	TIGR00062	99
L28	50S ribosomal protein L28	TIGR00009	11
L29	50S ribosomal protein L29	TIGR00012	83
L3_bact	50S ribosomal protein L3	TIGR03625	185
L6_bact	50S ribosomal protein L6	TIGR03654	256
LPS_export_lptB	LPS export ABC transporter ATP-binding protein	TIGR04406	2
LTA_DltD	D-alanyl-lipoteichoic acid biosynthesis protein DltD	TIGR04092	202
LTA_dltB	D-alanyl-lipoteichoic acid biosynthesis protein DltB	TIGR04091	298
L_ocin_972_ABC	putative bacteriocin export ABC transporter	TIGR03608	191
LolD_lipo_ex	lipoprotein-releasing ABC transporter ATP-binding protein LolD	TIGR02211	12
M3_fam_3	M3 family oligoendopeptidase	TIGR02290	319
MG423	RNase J family beta-CASP ribonuclease	TIGR00649	245
MGSA	methylglyoxal synthase	TIGR00160	62
MTHFS_bact	5-formyltetrahydrofolate cyclo-ligase	TIGR02727	24
MsbA_lipidA	lipid A export permease/ATP-binding protein MsbA	TIGR02203	351
MsbA_rel	ABC transporter, permease/ATP-binding protein	TIGR02204	159
MtrAB_MtrA	MtrAB system response regulator MtrA		22
NHLM_micro_ABC1	NHLP family bacteriocin export ABC transporter peptidase/permease/ATPase subunit	TIGR03796	94
NusA	transcription termination factor NusA	TIGR01953	159
NusG_myco	transcription termination/antitermination protein NusG	TIGR01956	18
OAH_OAS_sulfhy	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase	TIGR01326	1
OMP_RagA_SusC	SusC/RagA family TonB-linked outer membrane protein	TIGR04056	2
Obg_CgtA_exten	Obg family GTPase CgtA	TIGR03595	24
PBP_1a_fam	PBP1A family penicillin-binding protein	TIGR02074	13
PDH_E1_alph_x	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	TIGR03181	416
PFKA_ATP	6-phosphofructokinase	TIGR02482	166
PFL2-3	formate C-acetyltransferase/glycerol dehydratase family glycyl radical enzyme	TIGR01774	148
PFLA	pyruvate formate-lyase-activating protein	TIGR02493	50
PFLE_PFLC	glycyl-radical enzyme activating protein	TIGR02494	58
PNPH	purine nucleoside phosphorylase I, inosine and guanosine-specific	TIGR01700	114
PQQ_ABC_ATP	ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system	TIGR03864	16
PQQ_syn_pqqE	pyrroloquinoline quinone biosynthesis protein PqqE	TIGR02109	1
PRK00006.1	3-hydroxyacyl-ACP dehydratase FabZ	PRK00006	64
PRK00010.1	50S ribosomal protein L5	PRK00010	327
PRK00011.1	serine hydroxymethyltransferase	PRK00011	555
PRK00013.1	chaperonin GroEL	PRK00013	649
PRK00015.1-1	ribonuclease HII	PRK00015	246
PRK00024.1	DNA repair protein RadC	PRK00024	75
PRK00026.1	tRNA (guanosine(37)-N1)-methyltransferase TrmD	PRK00026	240
PRK00047.1	glycerol kinase GlpK	PRK00047	3
PRK00049.1	elongation factor Tu	PRK00049	315
PRK00054.1-2	dihydroorotate dehydrogenase electron transfer subunit	PRK00054	20
PRK00054.1-4	dihydroorotate dehydrogenase electron transfer subunit	PRK00054	96
PRK00055.1-1	ribonuclease Z	PRK00055	24
PRK00064.1-3	DNA replication/repair protein RecF	PRK00064	55
PRK00064.1-5	DNA replication/repair protein RecF	PRK00064	244
PRK00066.1	L-lactate dehydrogenase	PRK00066	407
PRK00071.1-4	nicotinate-nucleotide adenylyltransferase	PRK00071	204
PRK00074.1	glutamine-hydrolyzing GMP synthase	PRK00074	460
PRK00080.1	Holliday junction branch migration DNA helicase RuvB	PRK00080	443
PRK00089.1	GTPase Era	PRK00089	168
PRK00092.1-2	ribosome maturation factor RimP	PRK00092	201
PRK00094.1-3	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	PRK00094	424
PRK00095.1-3	DNA mismatch repair endonuclease MutL	PRK00095	607
PRK00099.1-1	50S ribosomal protein L10	PRK00099	130
PRK00103.1-3	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	PRK00103	43
PRK00104.1-4	segregation/condensation protein A	PRK00104	96
PRK00106.1	ribonuclease Y	PRK00106	322
PRK00110.1	YebC/PmpR family DNA-binding transcriptional regulator	PRK00110	226
PRK00114.1	Hsp33 family molecular chaperone HslO	PRK00114	70
PRK00118.1-1	putative DNA-binding protein	PRK00118	31
PRK00118.1-4	putative DNA-binding protein	PRK00118	80
PRK00121.2-2	tRNA (guanosine(46)-N7)-methyltransferase TrmB	PRK00121	23
PRK00129.1	uracil phosphoribosyltransferase	PRK00129	142
PRK00132.1	30S ribosomal protein S9	PRK00132	180
PRK00136.1	30S ribosomal protein S8	PRK00136	154
PRK00139.1-2	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	PRK00139	1
PRK00139.2-3	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	PRK00139	121
PRK00139.2-4	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	PRK00139	132
PRK00143.1	tRNA 2-thiouridine(34) synthase MnmA	PRK00143	218
PRK00147.1	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	PRK00147	236
PRK00202.1-1	transcription antitermination factor NusB	PRK00202	27
PRK00226.1-1	transcription elongation factor GreA	PRK00226	66
PRK00226.1-4	transcription elongation factor GreA	PRK00226	35
PRK00230.1	orotidine-5'-phosphate decarboxylase	PRK00230	154
PRK00258.2-4	shikimate dehydrogenase	PRK00258	2
PRK00277.1	ATP-dependent Clp protease proteolytic subunit	PRK00277	145
PRK00278.2-4	indole-3-glycerol phosphate synthase TrpC	PRK00278	1
PRK00279.1-2	adenylate kinase	PRK00279	232
PRK00279.1-4	adenylate kinase	PRK00279	34
PRK00283.1	tyrosine recombinase	PRK00283	43
PRK00285.1	integration host factor subunit alpha	PRK00285	1
PRK00290.1	molecular chaperone DnaK	PRK00290	721
PRK00331.1	isomerizing glutamine--fructose-6-phosphate transaminase	PRK00331	209
PRK00349.1	excinuclease ABC subunit UvrA	PRK00349	1050
PRK00364.2-5	co-chaperone GroES	PRK00364	94
PRK00405.1	DNA-directed RNA polymerase subunit beta	PRK00405	544
PRK00409.1-3	endonuclease MutS2	PRK00409	439
PRK00409.1-5	endonuclease MutS2	PRK00409	164
PRK00443.1-1	glucosamine-6-phosphate deaminase	PRK00443	150
PRK00443.1-4	glucosamine-6-phosphate deaminase	PRK00443	4
PRK00448.1	PolC-type DNA polymerase III	PRK00448	1673
PRK00455.1-3	orotate phosphoribosyltransferase	PRK00455	12
PRK00465.1	50S ribosomal protein L36	PRK00465	49
PRK00476.1	aspartate--tRNA ligase	PRK00476	376
PRK00484.1	lysine--tRNA ligase	PRK00484	237
PRK00504.1	50S ribosomal protein L33	PRK00504	27
PRK00529.1	elongation factor P	PRK00529	35
PRK00549.1	competence/damage-inducible protein A	PRK00549	138
PRK00558.1-5	excinuclease ABC subunit UvrC	PRK00558	15
PRK00567.1-3	large-conductance mechanosensitive channel protein MscL	PRK00567	8
PRK00571.1-3	F0F1 ATP synthase subunit epsilon	PRK00571	135
PRK00591.1	peptide chain release factor 1	PRK00591	278
PRK00595.1	50S ribosomal protein L33	PRK00595	29
PRK00596.1	30S ribosomal protein S10	PRK00596	178
PRK00654.1-1	glycogen synthase GlgA	PRK00654	167
PRK00654.1-2	glycogen synthase GlgA	PRK00654	14
PRK00701.1	Mn(2+) uptake NRAMP transporter MntH	PRK00701	526
PRK00702.1	ribose-5-phosphate isomerase RpiA	PRK00702	44
PRK00741.1	peptide chain release factor 3	PRK00741	496
PRK00768.1	ammonia-dependent NAD(+) synthetase	PRK00768	335
PRK00802.1-2	DNA-3-methyladenine glycosylase	PRK00802	51
PRK00856.1	aspartate carbamoyltransferase catalytic subunit	PRK00856	133
PRK00865.1-3	glutamate racemase	PRK00865	178
PRK00881.1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	PRK00881	579
PRK00913.2-4	leucyl aminopeptidase	PRK00913	2
PRK00924.1	5-dehydro-4-deoxy-D-glucuronate isomerase	PRK00924	235
PRK00977.1-2	exodeoxyribonuclease VII small subunit	PRK00977	64
PRK00982.1-2	acyl carrier protein	PRK00982	11
PRK00982.1-4	acyl carrier protein	PRK00982	85
PRK01060.1-1	deoxyribonuclease IV	PRK01060	246
PRK01076.1	L-rhamnose isomerase	PRK01076	97
PRK01117.1	adenylosuccinate synthase	PRK01117	454
PRK01213.1	phosphoribosylformylglycinamidine synthase subunit PurL	PRK01213	788
PRK01259.1	ribose-phosphate diphosphokinase	PRK01259	223
PRK01286.1-3	deoxyguanosinetriphosphate triphosphohydrolase	PRK01286	1
PRK01326.1	peptidylprolyl isomerase PrsA	PRK01326	9
PRK01388.1	arginine deiminase	PRK01388	35
PRK01655.1	transcriptional regulator Spx	PRK01655	115
PRK01678.1	type B 50S ribosomal protein L31	PRK01678	62
PRK01827.1-2	thymidylate synthase	PRK01827	204
PRK01844.1	YneF family protein	PRK01844	29
PRK01966.1-2	D-alanine--D-alanine ligase	PRK01966	11
PRK01966.1-4	D-alanine--D-alanine ligase	PRK01966	47
PRK01966.1-5	D-alanine--D-alanine ligase	PRK01966	292
PRK02048.1	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	PRK02048	1
PRK02234.1-1	Holliday junction resolvase RecU	PRK02234	18
PRK02234.1-5	Holliday junction resolvase RecU	PRK02234	99
PRK02260.2-4	S-ribosylhomocysteine lyase	PRK02260	125
PRK02269.1	ribose-phosphate diphosphokinase	PRK02269	611
PRK02304.1-2	adenine phosphoribosyltransferase	PRK02304	187
PRK02304.1-5	adenine phosphoribosyltransferase	PRK02304	1
PRK02406.1	DNA polymerase IV	PRK02406	217
PRK02458.1	ribose-phosphate diphosphokinase	PRK02458	298
PRK02463.1	membrane protein insertase YidC	PRK02463	183
PRK02471.1	bifunctional glutamate--cysteine ligase GshA/glutathione synthetase GshB	PRK02471	446
PRK02491.1	nucleoside-triphosphate diphosphatase	PRK02491	89
PRK02539.1	DUF896 family protein	PRK02539	82
PRK02597.1	DNA-directed RNA polymerase subunit beta'	PRK02597	164
PRK02625.1	DNA-directed RNA polymerase subunit gamma	PRK02625	4
PRK02833.1-1	phosphate-starvation-inducible protein PsiE	PRK02833	15
PRK02886.1	hypothetical protein	PRK02886	1
PRK02925.1	glucuronate isomerase	PRK02925	194
PRK02929.1	L-arabinose isomerase	PRK02929	647
PRK02944.1	YidC family membrane integrase SpoIIIJ	PRK02944	25
PRK02948.1	IscS subfamily cysteine desulfurase	PRK02948	2
PRK03092.1	ribose-phosphate diphosphokinase	PRK03092	2
PRK03202.1	ATP-dependent 6-phosphofructokinase	PRK03202	112
PRK03619.1	phosphoribosylformylglycinamidine synthase subunit PurQ	PRK03619	286
PRK03643.1	tagaturonate reductase	PRK03643	255
PRK03906.1	mannonate dehydratase	PRK03906	263
PRK03932.1	asparagine--tRNA ligase	PRK03932	442
PRK04158.1	GTP-sensing pleiotropic transcriptional regulator CodY	PRK04158	84
PRK04161.1	tagatose 1,6-diphosphate aldolase	PRK04161	399
PRK04208.1	ribulose-bisphosphate carboxylase large subunit	PRK04208	2
PRK04280.1	transcriptional regulator ArgR	PRK04280	25
PRK04284.1	ornithine carbamoyltransferase	PRK04284	243
PRK04296.1-4	thymidine kinase	PRK04296	283
PRK04351.1	SprT family protein	PRK04351	117
PRK04387.1	hypothetical protein	PRK04387	23
PRK04778.1-4	septation ring formation regulator EzrA	PRK04778	362
PRK04813.1	D-alanine--poly(phosphoribitol) ligase subunit DltA	PRK04813	344
PRK04837.1	ATP-dependent RNA helicase RhlB	PRK04837	104
PRK04885.1	NAD kinase	PRK04885	214
PRK05087.1	D-alanine--poly(phosphoribitol) ligase subunit DltC	PRK05087	62
PRK05182.1-2	DNA-directed RNA polymerase subunit alpha	PRK05182	1
PRK05182.2-1	DNA-directed RNA polymerase subunit alpha	PRK05182	560
PRK05182.2-4	DNA-directed RNA polymerase subunit alpha	PRK05182	154
PRK05185.1	50S ribosomal protein L20	PRK05185	110
PRK05201.1	ATP-dependent protease ATPase subunit HslU	PRK05201	399
PRK05205.1-4	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	PRK05205	200
PRK05205.1-5	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	PRK05205	115
PRK05222.1	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	PRK05222	1
PRK05234.1	methylglyoxal synthase	PRK05234	52
PRK05254.1-1	uracil-DNA glycosylase	PRK05254	26
PRK05254.1-2	uracil-DNA glycosylase	PRK05254	96
PRK05254.1-5	uracil-DNA glycosylase	PRK05254	177
PRK05261.1-2	phosphoketolase	PRK05261	15
PRK05261.1-3	phosphoketolase	PRK05261	2425
PRK05261.1-4	phosphoketolase	PRK05261	2
PRK05261.1-6	phosphoketolase	PRK05261	32
PRK05270.1-2	UDP-glucose--hexose-1-phosphate uridylyltransferase	PRK05270	42
PRK05270.1-3	UDP-glucose--hexose-1-phosphate uridylyltransferase	PRK05270	10
PRK05270.1-5	UDP-glucose--hexose-1-phosphate uridylyltransferase	PRK05270	153
PRK05270.2-2	UDP-glucose--hexose-1-phosphate uridylyltransferase	PRK05270	307
PRK05270.3-2	UDP-glucose--hexose-1-phosphate uridylyltransferase	PRK05270	72
PRK05277.1	H(+)/Cl(-) exchange transporter ClcA	PRK05277	7
PRK05291.1-3	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	PRK05291	40
PRK05293.1	glucose-1-phosphate adenylyltransferase	PRK05293	461
PRK05294.1	carbamoyl-phosphate synthase large subunit	PRK05294	614
PRK05298.1	excinuclease ABC subunit UvrB	PRK05298	528
PRK05309.1	30S ribosomal protein S11	PRK05309	311
PRK05322.1	galactokinase	PRK05322	515
PRK05327.1	30S ribosomal protein S4	PRK05327	218
PRK05335.1	methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO	PRK05335	323
PRK05339.1	pyruvate, phosphate dikinase/phosphoenolpyruvate synthase regulator	PRK05339	109
PRK05342.1	ATP-dependent Clp protease ATP-binding subunit ClpX	PRK05342	255
PRK05362.1	phosphopentomutase	PRK05362	213
PRK05380.1	CTP synthase	PRK05380	327
PRK05382.1	chorismate synthase	PRK05382	7
PRK05388.1	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	PRK05388	1
PRK05395.1-1	type II 3-dehydroquinate dehydratase	PRK05395	1
PRK05399.1	DNA mismatch repair protein MutS	PRK05399	118
PRK05416.1	RNase adapter RapZ	PRK05416	161
PRK05422.1	SsrA-binding protein SmpB	PRK05422	134
PRK05427.1	manganese-dependent inorganic pyrophosphatase	PRK05427	120
PRK05441.1	N-acetylmuramic acid 6-phosphate etherase	PRK05441	144
PRK05454.1-3	glucans biosynthesis glucosyltransferase MdoH	PRK05454	1
PRK05456.1	ATP-dependent protease subunit HslV	PRK05456	6
PRK05458.1	GMP reductase	PRK05458	194
PRK05469.1	tripeptide aminopeptidase PepT	PRK05469	49
PRK05472.1-1	redox-sensing transcriptional repressor Rex	PRK05472	21
PRK05472.1-3	redox-sensing transcriptional repressor Rex	PRK05472	311
PRK05472.2-3	redox-sensing transcriptional repressor Rex	PRK05472	6
PRK05473.1	IreB family regulatory phosphoprotein	PRK05473	87
PRK05474.1	xylose isomerase	PRK05474	111
PRK05477.1-1	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	PRK05477	1092
PRK05477.1-5	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	PRK05477	1
PRK05480.1	uridine kinase	PRK05480	199
PRK05550.1	bifunctional methionine sulfoxide reductase B/A protein	PRK05550	27
PRK05560.1	DNA gyrase subunit A	PRK05560	375
PRK05561.1	DNA topoisomerase 4 subunit A	PRK05561	373
PRK05563.1	DNA polymerase III subunit gamma/tau	PRK05563	455
PRK05578.1	cytidine deaminase	PRK05578	1
PRK05580.1-3	primosomal protein N'	PRK05580	231
PRK05580.1-4	primosomal protein N'	PRK05580	31
PRK05580.1-5	primosomal protein N'	PRK05580	555
PRK05581.1-4	ribulose-phosphate 3-epimerase	PRK05581	65
PRK05584.1	5'-methylthioadenosine/adenosylhomocysteine nucleosidase	PRK05584	155
PRK05586.1	acetyl-CoA carboxylase biotin carboxylase subunit	PRK05586	455
PRK05610.1	30S ribosomal protein S17	PRK05610	81
PRK05618.2-4	50S ribosomal protein L25/general stress protein Ctc	PRK05618	40
PRK05621.2-1	F0F1 ATP synthase subunit gamma	PRK05621	398
PRK05627.1-1	bifunctional riboflavin kinase/FAD synthetase	PRK05627	2
PRK05627.1-3	bifunctional riboflavin kinase/FAD synthetase	PRK05627	1
PRK05627.1-4	bifunctional riboflavin kinase/FAD synthetase	PRK05627	62
PRK05632.1	phosphate acetyltransferase	PRK05632	43
PRK05644.1	DNA gyrase subunit B	PRK05644	907
PRK05658.1	RNA polymerase sigma factor RpoD	PRK05658	140
PRK05673.1	DNA polymerase III subunit alpha	PRK05673	128
PRK05729.1	valine--tRNA ligase	PRK05729	720
PRK05738.2-1	50S ribosomal protein L23	PRK05738	140
PRK05738.2-4	50S ribosomal protein L23	PRK05738	12
PRK05748.1	replicative DNA helicase	PRK05748	507
PRK05755.1	DNA polymerase I	PRK05755	318
PRK05815.1-4	F0F1 ATP synthase subunit A	PRK05815	143
PRK05819.1	DeoD-type purine-nucleoside phosphorylase	PRK05819	250
PRK05820.1	thymidine phosphorylase	PRK05820	116
PRK05898.1	DNA polymerase III subunit alpha	PRK05898	3
PRK05899.2-4	transketolase	PRK05899	164
PRK05901.1-3	RNA polymerase sigma factor	PRK05901	25
PRK05974.1	phosphoribosylformylglycinamidine synthase subunit PurS	PRK05974	13
PRK06019.1-1	5-(carboxyamino)imidazole ribonucleotide synthase	PRK06019	242
PRK06078.1	pyrimidine-nucleoside phosphorylase	PRK06078	297
PRK06079.1	enoyl-ACP reductase FabI	PRK06079	520
PRK06107.1	aspartate transaminase	PRK06107	1
PRK06128.1	SDR family oxidoreductase	PRK06128	69
PRK06223.1	malate dehydrogenase	PRK06223	2
PRK06247.1	pyruvate kinase	PRK06247	1
PRK06319.1	DNA topoisomerase I/SWI domain fusion protein	PRK06319	2
PRK06333.1	beta-ketoacyl-ACP synthase	PRK06333	10
PRK06347.1	1,4-beta-N-acetylmuramoylhydrolase	PRK06347	37
PRK06348.1	pyridoxal phosphate-dependent aminotransferase	PRK06348	1
PRK06349.1	homoserine dehydrogenase	PRK06349	4
PRK06354.1	pyruvate kinase	PRK06354	416
PRK06370.1-4	FAD-containing oxidoreductase	PRK06370	22
PRK06464.1	phosphoenolpyruvate synthase	PRK06464	2
PRK06531.1	preprotein translocase subunit YajC	PRK06531	19
PRK06550.1	3-oxoacyl-ACP reductase	PRK06550	248
PRK06552.1	bifunctional 2-keto-4-hydroxyglutarate aldolase/2-keto-3-deoxy-6-phosphogluconate aldolase	PRK06552	273
PRK06676.1	30S ribosomal protein S1	PRK06676	379
PRK06732.1	phosphopantothenate--cysteine ligase	PRK06732	117
PRK06751.1	single-stranded DNA-binding protein	PRK06751	101
PRK06876.1	F0F1 ATP synthase subunit C	PRK06876	6
PRK06920.1	DNA polymerase III subunit alpha	PRK06920	128
