feature	metadata	value	coef	stderr	pval	qval	N	N.not.zero	module	class
M00134	disease_status	Healthy	0.2249968773607905	0.39772666650976246	0.5840622606953352	0.7497729486135465	12	9	M00134: Polyamine biosynthesis, arginine => ornithine => putrescine	Pathway modules; Amino acid metabolism; Polyamine biosynthesis
M00135	disease_status	Healthy	0.3789698865168203	0.4267998601306381	0.3954315105687545	0.5822797119051316	12	4	M00135: GABA biosynthesis, eukaryotes, putrescine => GABA	Pathway modules; Amino acid metabolism; Polyamine biosynthesis
M00136	disease_status	Healthy	0.5003182069856204	0.3448113022825067	0.17741763810055866	0.3737959398149175	12	2	M00136: GABA biosynthesis, prokaryotes, putrescine => GABA	Pathway modules; Amino acid metabolism; Polyamine biosynthesis
M00140	disease_status	Healthy	-0.4274272327081151	0.35866518728611685	0.2608869038426843	0.48003190307053917	12	10	M00140: C1-unit interconversion, prokaryotes	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00141	disease_status	Healthy	-0.7551911954488444	0.38029518482389996	0.075143739660358	0.21566721866774638	12	8	M00141: C1-unit interconversion, eukaryotes	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00144	disease_status	Healthy	0.7241070306357105	0.2914348657466096	0.03228594715737229	0.13299882709604108	12	8	M00144: NADH	Pathway modules; Energy metabolism; ATP synthesis
M00149	disease_status	Healthy	0.767323251073811	0.4336559217142364	0.10725179816838715	0.28381805357649115	12	6	M00149: Succinate dehydrogenase, prokaryotes	Pathway modules; Energy metabolism; ATP synthesis
M00150	disease_status	Healthy	-0.018834545288228505	0.3634809776105351	0.9596948712324047	0.9910198587154312	12	10	M00150: Fumarate reductase, prokaryotes	Pathway modules; Energy metabolism; ATP synthesis
M00151	disease_status	Healthy	-0.6607739836440389	0.3873501483745002	0.11884099066878274	0.2968542222574414	12	9	M00151: Cytochrome bc1 complex respiratory unit	Pathway modules; Energy metabolism; ATP synthesis
M00152	disease_status	Healthy	-0.3923491284444471	0.37622559596230526	0.32157020488542365	0.5411791252949812	12	9	M00152: Cytochrome bc1 complex	Pathway modules; Energy metabolism; ATP synthesis
M00153	disease_status	Healthy	-0.30068554918949175	0.365902853344936	0.4303684150657777	0.6113060030401771	12	10	M00153: Cytochrome bd ubiquinol oxidase	Pathway modules; Energy metabolism; ATP synthesis
M00154	disease_status	Healthy	-0.23469564390824577	0.37429506766223886	0.5446862974005945	0.7297738741872043	12	7	M00154: Cytochrome c oxidase	Pathway modules; Energy metabolism; ATP synthesis
M00155	disease_status	Healthy	-0.9095212911968397	0.38040085321905737	0.037896740938790384	0.14731690843811474	12	8	M00155: Cytochrome c oxidase, prokaryotes	Pathway modules; Energy metabolism; ATP synthesis
M00156	disease_status	Healthy	0.5795244358620388	0.26941996937991447	0.05696753468607645	0.18282604155066395	12	1	M00156: Cytochrome c oxidase, cbb3-type	Pathway modules; Energy metabolism; ATP synthesis
M00157	disease_status	Healthy	0.8161409857205397	0.3303543874422549	0.03307645242787101	0.13425148338371173	12	8	M00157: F-type ATPase, prokaryotes and chloroplasts	Pathway modules; Energy metabolism; ATP synthesis
M00158	disease_status	Healthy	-0.439620205822285	0.3817337530812318	0.2762585239605421	0.49618408949847886	12	9	M00158: F-type ATPase, eukaryotes	Pathway modules; Energy metabolism; ATP synthesis
M00159	disease_status	Healthy	0.9199353499248242	0.3837958283200247	0.03751128660333328	0.14731690843811474	12	6	M00159: V/A-type ATPase, prokaryotes	Pathway modules; Energy metabolism; ATP synthesis
M00165	disease_status	Healthy	0.6829677117806547	0.29776059996753085	0.044732730901880145	0.16034069777816778	12	5	M00165: Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules; Energy metabolism; Carbon fixation
M00168	disease_status	Healthy	0.16813433817840498	0.41594683415139083	0.6945601159407647	0.8519937422206714	12	9	M00168: CAM (Crassulacean acid metabolism), dark	Pathway modules; Energy metabolism; Carbon fixation
M00169	disease_status	Healthy	0.6795156090150344	0.2334766621860432	0.015553482594690232	0.08255309992566354	12	11	M00169: CAM (Crassulacean acid metabolism), light	Pathway modules; Energy metabolism; Carbon fixation
M00170	disease_status	Healthy	0.7965246706287004	0.34625724603571945	0.044225393858152426	0.16034069777816778	12	9	M00170: C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	Pathway modules; Energy metabolism; Carbon fixation
M00171	disease_status	Healthy	0.8022853612919193	0.31950469188907066	0.030858173366020758	0.12904327043972316	12	8	M00171: C4-dicarboxylic acid cycle, NAD - malic enzyme type	Pathway modules; Energy metabolism; Carbon fixation
M00172	disease_status	Healthy	0.6318720087758274	0.24022392016090843	0.025147218280189832	0.11378085648085891	12	11	M00172: C4-dicarboxylic acid cycle, NADP - malic enzyme type	Pathway modules; Energy metabolism; Carbon fixation
M00173	disease_status	Healthy	0.9623008081721824	0.19904807465606206	6.871162141938676e-4	0.018964407511750745	12	6	M00173: Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules; Energy metabolism; Carbon fixation
M00176	disease_status	Healthy	-0.7795886905131164	0.3787827506943203	0.06659414504452577	0.20422204480321235	12	8	M00176: Assimilatory sulfate reduction, sulfate => H2S	Pathway modules; Energy metabolism; Sulfur metabolism
M00307	disease_status	Healthy	0.8993473707818146	0.28776962954306007	0.010777546837665226	0.07327034006779719	12	5	M00307: Pyruvate oxidation, pyruvate => acetyl-CoA	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism
M00308	disease_status	Healthy	0.6359465170565551	0.3629517704822423	0.11029633092953499	0.2871866729863364	12	5	M00308: Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism
M00309	disease_status	Healthy	0.6564734171376865	0.25547661399526106	0.027909676408891124	0.11850877982852231	12	1	M00309: Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism
M00338	disease_status	Healthy	0.06677252997518811	0.4811967676804014	0.892391732421394	0.956001635166993	12	5	M00338: Cysteine biosynthesis, homocysteine + serine => cysteine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism
M00344	disease_status	Healthy	1.1465325211351782	0.19641907899935973	1.6444185706973466e-4	0.0072837869610171795	12	6	M00344: Formaldehyde assimilation, xylulose monophosphate pathway	Pathway modules; Energy metabolism; Methane metabolism
M00345	disease_status	Healthy	0.002996578904196261	0.2923898787645743	0.9920245425201777	0.9956319044929783	12	11	M00345: Formaldehyde assimilation, ribulose monophosphate pathway	Pathway modules; Energy metabolism; Methane metabolism
M00346	disease_status	Healthy	-0.006771443545472444	0.2963604363256977	0.9822204790174396	0.9930141106549938	12	11	M00346: Formaldehyde assimilation, serine pathway	Pathway modules; Energy metabolism; Methane metabolism
M00356	disease_status	Healthy	0.7305333204044241	0.33691014036779776	0.05532553809992656	0.1796452766538792	12	3	M00356: Methanogenesis, methanol => methane	Pathway modules; Energy metabolism; Methane metabolism
M00357	disease_status	Healthy	1.1182752229730961	0.2684314001018835	0.0019303254253665424	0.033298113587572856	12	5	M00357: Methanogenesis, acetate => methane	Pathway modules; Energy metabolism; Methane metabolism
M00364	disease_status	Healthy	-0.13579325415075547	0.30423558130397893	0.66485958219468555	0.8303223741435892	12	11	M00364: C10-C20 isoprenoid biosynthesis, bacteria	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis
M00365	disease_status	Healthy	-0.39865426302797935	0.4025038253979756	0.345320597807119	0.5573595613728938	12	9	M00365: C10-C20 isoprenoid biosynthesis, archaea	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis
M00366	disease_status	Healthy	-0.0934001998150933	0.30163189145099273	0.7631835872819153	0.8857909973234801	12	11	M00366: C10-C20 isoprenoid biosynthesis, plants	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis
M00367	disease_status	Healthy	-0.3420367529363658	0.39915534307742484	0.41156381448522983	0.5954219095748904	12	9	M00367: C10-C20 isoprenoid biosynthesis, non-plant eukaryotes	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis
M00368	disease_status	Healthy	-0.06173915369640907	0.36656919956868594	0.869607290929631	0.9417096782518153	12	10	M00368: Ethylene biosynthesis, methionine => ethylene	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism
M00373	disease_status	Healthy	-0.02636282801554773	0.33059371126884707	0.9380142285830269	0.9910198587154312	12	10	M00373: Ethylmalonyl pathway	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
M00374	disease_status	Healthy	0.7872514583237393	0.2807608829867655	0.018666257308901278	0.08882563822856471	12	5	M00374: Dicarboxylate-hydroxybutyrate cycle	Pathway modules; Energy metabolism; Carbon fixation
M00375	disease_status	Healthy	4.4447482753866947e-4	0.3730776654540669	0.9990728534411608	0.9990728534411608	12	5	M00375: Hydroxypropionate-hydroxybutylate cycle	Pathway modules; Energy metabolism; Carbon fixation
M00376	disease_status	Healthy	0.6281647020465474	0.3824190745307234	0.13149454626186022	0.30952246790842575	12	6	M00376: 3-Hydroxypropionate bi-cycle	Pathway modules; Energy metabolism; Carbon fixation
M00377	disease_status	Healthy	-0.14611093117489396	0.37674058322225984	0.7062699197940598	0.8549583239612303	12	10	M00377: Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Pathway modules; Energy metabolism; Carbon fixation
M00416	disease_status	Healthy	0.31567937221921455	0.3203390696598655	0.3476436721392552	0.5578468227350839	12	2	M00416: Cytochrome aa3-600 menaquinol oxidase	Pathway modules; Energy metabolism; ATP synthesis
M00417	disease_status	Healthy	-0.763396615374697	0.3770588140329988	0.07043612478506382	0.21130837435519145	12	8	M00417: Cytochrome o ubiquinol oxidase	Pathway modules; Energy metabolism; ATP synthesis
M00418	disease_status	Healthy	0.4045736438748124	0.32148754514145755	0.23681880593151783	0.4539027113687425	12	3	M00418: Toluene degradation, anaerobic, toluene => benzoyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation
M00432	disease_status	Healthy	-0.0374754539944203	0.32316874482267666	0.9099779417408871	0.9697062236312156	12	11	M00432: Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism
M00525	disease_status	Healthy	1.05247277609137	0.17608548157924625	1.3621823507181435e-4	0.0072837869610171795	12	8	M00525: Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism
M00526	disease_status	Healthy	0.7047121697487174	0.24842934794533214	0.01764887135670636	0.08782188107147389	12	9	M00526: Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism
M00527	disease_status	Healthy	0.9901680401247908	0.19284883225173025	4.4132423469648674e-4	0.015225686097028792	12	5	M00527: Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules; Amino acid metabolism; Lysine metabolism
M00529	disease_status	Healthy	0.1944555281521981	0.3659652223763897	0.6067765420645803	0.7717526525798349	12	6	M00529: Denitrification, nitrate => nitrogen	Pathway modules; Energy metabolism; Nitrogen metabolism
M00530	disease_status	Healthy	-1.4420519597192407	0.14116673874215452	1.307247976268832e-6	1.2026681381673255e-4	12	6	M00530: Dissimilatory nitrate reduction, nitrate => ammonia	Pathway modules; Energy metabolism; Nitrogen metabolism
M00532	disease_status	Healthy	-0.5676026191925453	0.36642590054424484	0.15241785522603984	0.3448141642818606	12	10	M00532: Photorespiration	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
M00535	disease_status	Healthy	-0.39700856759354675	0.3842416907629511	0.325838800302351	0.5417560776111379	12	9	M00535: Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism
M00537	disease_status	Healthy	0.8926090657966298	0.2887327300294096	0.011415306604765503	0.07327034006779719	12	2	M00537: Xylene degradation, xylene => methylbenzoate	Pathway modules; Xenobiotics biodegradation; Aromatics degradation
M00538	disease_status	Healthy	0.8926090657966298	0.2887327300294096	0.011415306604765503	0.07327034006779719	12	2	M00538: Toluene degradation, toluene => benzoate	Pathway modules; Xenobiotics biodegradation; Aromatics degradation
M00540	disease_status	Healthy	0.29823325941478196	0.3256394716640534	0.38130630151103395	0.570301920415607	12	2	M00540: Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation
M00541	disease_status	Healthy	0.568074775354397	0.28203980791959166	0.07167490365248305	0.21207925145184253	12	2	M00541: Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation
M00545	disease_status	Healthy	0.6731560538974829	0.24622998111907762	0.021053787694879214	0.09684742339644438	12	1	M00545: Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation
M00546	disease_status	Healthy	0.6555648463543103	0.32692242776714475	0.07274729291644953	0.21207925145184253	12	6	M00546: Purine degradation, xanthine => urea	Pathway modules; Nucleotide metabolism; Purine metabolism
M00549	disease_status	Healthy	0.5862884873638341	0.3496891211213166	0.12455408573553817	0.3028681725261932	12	6	M00549: Nucleotide sugar biosynthesis, glucose => UDP-glucose	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
M00550	disease_status	Healthy	0.011057412044249341	0.36857887895409464	0.9766572520673815	0.9910198587154312	12	5	M00550: Ascorbate degradation, ascorbate => D-xylulose-5P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
M00552	disease_status	Healthy	0.9818485546485924	0.25305106969100966	0.0030587285609345455	0.04020043251513974	12	6	M00552: D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
M00554	disease_status	Healthy	-0.6055816964986638	0.36236760427627396	0.12563795722924784	0.3028681725261932	12	9	M00554: Nucleotide sugar biosynthesis, galactose => UDP-galactose	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
M00555	disease_status	Healthy	-0.11183956915527377	0.40917253965699907	0.7901607507410451	0.9049143867407818	12	2	M00555: Betaine biosynthesis, choline => betaine	Pathway modules; Amino acid metabolism; Serine and threonine metabolism
M00563	disease_status	Healthy	0.757428589581282	0.3257127626431256	0.04237751844882353	0.15689501766164932	12	3	M00563: Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Pathway modules; Energy metabolism; Methane metabolism
M00564	disease_status	Healthy	-0.8446980820503156	0.24172081682757707	0.005779188998354879	0.04984550511081083	12	6	M00564: Helicobacter pylori pathogenicity signature, cagA pathogenicity island	Signature modules; Gene set; Pathogenicity
M00565	disease_status	Healthy	0.0980003572117524	0.3173909652614221	0.7638342658079285	0.8857909973234801	12	11	M00565: Trehalose biosynthesis, D-glucose 1P => trehalose	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
M00567	disease_status	Healthy	0.8371983012911212	0.295916093727568	0.01787719192396964	0.08782188107147389	12	4	M00567: Methanogenesis, CO2 => methane	Pathway modules; Energy metabolism; Methane metabolism
M00568	disease_status	Healthy	0.2989612296935757	0.3188773142880295	0.37056995203845555	0.5682072597922986	12	2	M00568: Catechol ortho-cleavage, catechol => 3-oxoadipate	Pathway modules; Xenobiotics biodegradation; Aromatics degradation
M00569	disease_status	Healthy	-0.7557519600988654	0.32548852018721514	0.04263451566892644	0.15689501766164932	12	8	M00569: Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation
M00570	disease_status	Healthy	-0.011976759487235757	0.3089417920883628	0.9698391477601149	0.9910198587154312	12	11	M00570: Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules; Amino acid metabolism; Branched-chain amino acid metabolism
M00572	disease_status	Healthy	0.059984414733568275	0.3573984407743982	0.8700578549065685	0.9417096782518153	12	3	M00572: Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00573	disease_status	Healthy	-0.3614094356365772	0.35700004186705264	0.33523773441695215	0.5520376504764112	12	10	M00573: Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00575	disease_status	Healthy	-1.1330686688858191	0.3238764677378343	0.00574126446530053	0.04984550511081083	12	5	M00575: Pertussis pathogenicity signature, T1SS	Signature modules; Gene set; Pathogenicity
M00577	disease_status	Healthy	-0.479513259758593	0.3805131956145649	0.2362188004316258	0.4539027113687425	12	10	M00577: Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00579	disease_status	Healthy	0.021063550145104904	0.294091411924784	0.9443145680376039	0.9910198587154312	12	11	M00579: Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	Pathway modules; Energy metabolism; Carbon fixation
M00580	disease_status	Healthy	-0.8007662416217037	0.3832047074150221	0.06316546164110544	0.19756230517181317	12	8	M00580: Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism
M00596	disease_status	Healthy	-0.38235937971228384	0.4202689126727568	0.38433390288877867	0.570301920415607	12	5	M00596: Dissimilatory sulfate reduction, sulfate => H2S	Pathway modules; Energy metabolism; Sulfur metabolism
M00609	disease_status	Healthy	-0.15173386313941484	0.32544488198150884	0.651037620114076	0.8167562870522045	12	11	M00609: Cysteine biosynthesis, methionine => cysteine	Pathway modules; Amino acid metabolism; Cysteine and methionine metabolism
M00615	disease_status	Healthy	0.3641434003776356	0.4157649676771897	0.40166554744821503	0.5865592121465997	12	6	M00615: Nitrate assimilation	Signature modules; Module set; Metabolic capacity
M00616	disease_status	Healthy	0.08674595656231097	0.36615038250395543	0.8175066008615325	0.9172025277958658	12	6	M00616: Sulfate-sulfur assimilation	Signature modules; Module set; Metabolic capacity
M00620	disease_status	Healthy	0.1799541031225026	0.33632666717833815	0.6043034067018852	0.7717526525798349	12	5	M00620: Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Pathway modules; Energy metabolism; Carbon fixation
M00621	disease_status	Healthy	-0.6891831741907318	0.3827948387086511	0.10198605349288443	0.2752241375093963	12	9	M00621: Glycine cleavage system	Pathway modules; Amino acid metabolism; Serine and threonine metabolism
M00622	disease_status	Healthy	0.4544747243138906	0.3277802015193813	0.1957185101252862	0.40312170742223136	12	3	M00622: Nicotinate degradation, nicotinate => fumarate	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00623	disease_status	Healthy	0.6106596134668497	0.26218271592440173	0.04211205361998299	0.15689501766164932	12	1	M00623: Phthalate degradation, phthalate => protocatechuate	Pathway modules; Xenobiotics biodegradation; Aromatics degradation
M00625	disease_status	Healthy	-0.6547050885724041	0.36088733889686236	0.09972419808868117	0.2725136502225347	12	4	M00625: Methicillin resistance	Signature modules; Gene set; Drug resistance
M00627	disease_status	Healthy	-0.375601388261326	0.39621244863660265	0.3654851685903011	0.5667073400613658	12	9	M00627: beta-Lactam resistance, Bla system	Signature modules; Gene set; Drug resistance
M00631	disease_status	Healthy	-0.2755262897559043	0.3024400350099231	0.38372402760540025	0.570301920415607	12	11	M00631: D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
M00632	disease_status	Healthy	-0.07309073608505899	0.2942847793935023	0.808876219324145	0.9172025277958658	12	11	M00632: Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
M00641	disease_status	Healthy	0.4412005623542196	0.33118479460591943	0.21236063957758924	0.4247212791551785	12	2	M00641: Multidrug resistance, efflux pump MexEF-OprN	Signature modules; Gene set; Drug resistance
M00642	disease_status	Healthy	0.4746714006057041	0.3347309319985722	0.18657203085451746	0.39010515542308194	12	2	M00642: Multidrug resistance, efflux pump MexJK-OprM	Signature modules; Gene set; Drug resistance
M00643	disease_status	Healthy	-0.8873960985079667	0.2987708613919368	0.014042069804320842	0.07777975100318482	12	5	M00643: Multidrug resistance, efflux pump MexXY-OprM	Signature modules; Gene set; Drug resistance
M00651	disease_status	Healthy	-0.43680792684112857	0.39243416976264506	0.2917169430028525	0.5095814953720714	12	9	M00651: Vancomycin resistance, D-Ala-D-Lac type	Signature modules; Gene set; Drug resistance
M00652	disease_status	Healthy	-1.22440838294031	0.286327122127604	0.0016209266419970306	0.03248842103636595	12	7	M00652: Vancomycin resistance, D-Ala-D-Ser type	Signature modules; Gene set; Drug resistance
M00696	disease_status	Healthy	-0.5194543212008679	0.35184180771812834	0.1706227048927293	0.36224512731071756	12	5	M00696: Multidrug resistance, efflux pump AcrEF-TolC	Signature modules; Gene set; Drug resistance
M00697	disease_status	Healthy	-0.5194543212008679	0.35184180771812834	0.1706227048927293	0.36224512731071756	12	5	M00697: Multidrug resistance, efflux pump MdtEF-TolC	Signature modules; Gene set; Drug resistance
M00698	disease_status	Healthy	0.06562877420590993	0.38969021339153365	0.8696161771323045	0.9417096782518153	12	3	M00698: Multidrug resistance, efflux pump BpeEF-OprC	Signature modules; Gene set; Drug resistance
M00700	disease_status	Healthy	-0.11640596184496477	0.37174092822439936	0.7606096900470481	0.8857909973234801	12	10	M00700: Multidrug resistance, efflux pump AbcA	Signature modules; Gene set; Drug resistance
M00704	disease_status	Healthy	0.8692496741272749	0.31142271739091043	0.019079756325151624	0.08925445331765844	12	2	M00704: Tetracycline resistance, efflux pump Tet38	Signature modules; Gene set; Drug resistance
M00705	disease_status	Healthy	-1.0041702720728973	0.3107678171765605	0.009001779346774083	0.06370489999255505	12	5	M00705: Multidrug resistance, efflux pump MepA	Signature modules; Gene set; Drug resistance
M00718	disease_status	Healthy	-0.4919523980804531	0.40897624942313365	0.2567258952131269	0.4755459535491478	12	7	M00718: Multidrug resistance, efflux pump MexAB-OprM	Signature modules; Gene set; Drug resistance
M00725	disease_status	Healthy	-0.44883209091186044	0.3434346378391843	0.2205029740518336	0.43256464822001717	12	6	M00725: Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon	Signature modules; Gene set; Drug resistance
M00726	disease_status	Healthy	-0.8041129405745163	0.3775002324748033	0.0590114062974448	0.18720859928844558	12	8	M00726: Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF	Signature modules; Gene set; Drug resistance
M00730	disease_status	Healthy	-0.3513830612457109	0.3686640950660802	0.3629968657387296	0.5667073400613658	12	3	M00730: Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter	Signature modules; Gene set; Drug resistance
M00740	disease_status	Healthy	0.4508442142093991	0.33174629477238504	0.20400496124828746	0.4140100684156422	12	6	M00740: Methylaspartate cycle	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
M00741	disease_status	Healthy	-0.13974405871475193	0.37954132422452685	0.7204044471882018	0.8637314396280799	12	7	M00741: Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
M00744	disease_status	Healthy	-1.4865573692314766	0.1074262668270518	7.568875177391313e-8	1.0445047744800012e-5	12	6	M00744: Cationic antimicrobial peptide (CAMP) resistance, protease PgtE	Signature modules; Gene set; Drug resistance
M00745	disease_status	Healthy	0.3641434003776354	0.3635140519908171	0.3400961757097184	0.5554233402123211	12	2	M00745: Imipenem resistance, repression of porin OprD	Signature modules; Gene set; Drug resistance
M00761	disease_status	Healthy	0.26316047017697486	0.32533151626261975	0.4373949547526764	0.6127969924453741	12	1	M00761: Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
M00763	disease_status	Healthy	0.49222290765122406	0.32494803858347915	0.16077883340231622	0.35218220650031173	12	4	M00763: Ornithine biosynthesis, mediated by LysW, glutamate => ornithine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism
M00769	disease_status	Healthy	0.7339414131385071	0.2408496765408981	0.012308268628425973	0.07351282007403427	12	1	M00769: Multidrug resistance, efflux pump MexPQ-OpmE	Signature modules; Gene set; Drug resistance
M00778	disease_status	Healthy	-0.5377770118161043	0.3525445253766143	0.15813910348692342	0.3519870367934747	12	4	M00778: Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	Pathway modules; Biosynthesis of terpenoids and polyketides; Type II polyketide biosynthesis
M00793	disease_status	Healthy	0.7345610993036482	0.31059443228098854	0.039612688630883144	0.15184863975171872	12	4	M00793: dTDP-L-rhamnose biosynthesis	Pathway modules; Biosynthesis of terpenoids and polyketides; Polyketide sugar unit biosynthesis
M00804	disease_status	Healthy	-0.259176856168211	0.3865339333615566	0.5177147332857063	0.7004375803277203	12	4	M00804: Complete nitrification, comammox, ammonia => nitrite => nitrate	Pathway modules; Energy metabolism; Nitrogen metabolism
M00811	disease_status	Healthy	0.7592937385561717	0.2331670674936509	0.00862599918835498	0.06265199410489407	12	1	M00811: Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00840	disease_status	Healthy	-1.1856108876747145	0.3158932990562037	0.003763966735557397	0.04516760082668877	12	7	M00840: Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00841	disease_status	Healthy	-0.07568371351123929	0.3112835157557061	0.8128159855943808	0.9172025277958658	12	11	M00841: Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00842	disease_status	Healthy	-0.6726818032976213	0.38933172903070185	0.11472390930091933	0.2904935685050801	12	6	M00842: Tetrahydrobiopterin biosynthesis, GTP => BH4	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00843	disease_status	Healthy	-0.6726818032976213	0.38933172903070185	0.11472390930091933	0.2904935685050801	12	6	M00843: L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00844	disease_status	Healthy	1.0267844825499626	0.2774685474024836	0.004104814325556097	0.04720536474389511	12	5	M00844: Arginine biosynthesis, ornithine => arginine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism
M00845	disease_status	Healthy	0.3087880709422862	0.36207665831833064	0.41371602328514534	0.5954219095748904	12	10	M00845: Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules; Amino acid metabolism; Arginine and proline metabolism
M00846	disease_status	Healthy	-0.2907807449723259	0.35506720068737335	0.43190098040882074	0.6113060030401771	12	10	M00846: Siroheme biosynthesis, glutamyl-tRNA => siroheme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00848	disease_status	Healthy	-0.2199964224079919	0.37483741774818463	0.5702751146580366	0.7494500344543703	12	4	M00848: Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics
