feature	metadata	value	coef	stderr	pval	qval	N	N.not.zero	module	class
M00849	disease_status	Healthy	-0.10980642693575825	0.2922955301403437	0.7150090212761129	0.8617575976952276	12	11	M00849: C5 isoprenoid biosynthesis, mevalonate pathway, archaea	Pathway modules; Biosynthesis of terpenoids and polyketides; Terpenoid backbone biosynthesis
M00850	disease_status	Healthy	-0.2270634144161353	0.38731369383886666	0.5707012896672444	0.7494500344543703	12	4	M00850: Vibrio cholerae pathogenicity signature, cholera toxins	Signature modules; Gene set; Pathogenicity
M00854	disease_status	Healthy	-0.0593182648004249	0.3052766165939849	0.8498238440160322	0.9393067810212933	12	11	M00854: Glycogen biosynthesis, glucose-1P => glycogen/starch	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
M00855	disease_status	Healthy	0.840557342568965	0.29356236555992443	0.01686123293195217	0.0861796349855333	12	4	M00855: Glycogen degradation, glycogen => glucose-6P	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
M00860	disease_status	Healthy	0.9270156136657738	0.2838955784137774	0.008497015783149356	0.06265199410489407	12	2	M00860: Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis	Signature modules; Gene set; Pathogenicity
M00866	disease_status	Healthy	-0.44117177460922646	0.357343704092789	0.24520797693305216	0.4593316606133108	12	10	M00866: KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism
M00867	disease_status	Healthy	0.5271662231861949	0.3241652290434031	0.13496139510066252	0.3130197062838896	12	2	M00867: KDO2-lipid A modification pathway	Pathway modules; Glycan metabolism; Lipopolysaccharide metabolism
M00868	disease_status	Healthy	-0.28775288271316435	0.324921533521442	0.39662531100784326	0.5822797119051316	12	11	M00868: Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00872	disease_status	Healthy	0.8680532366679535	0.21946562976663478	0.002706940859037971	0.038525016875261865	12	2	M00872: O-glycan biosynthesis, mannose type (core M3)	Pathway modules; Glycan metabolism; Glycan biosynthesis
M00873	disease_status	Healthy	0.17239345079536103	0.3001209564235022	0.5783799178941336	0.7494500344543703	12	10	M00873: Fatty acid biosynthesis in mitochondria, animals	Pathway modules; Lipid metabolism; Fatty acid metabolism
M00874	disease_status	Healthy	0.08802420386256458	0.32020120528671936	0.7889869530249641	0.9049143867407818	12	11	M00874: Fatty acid biosynthesis in mitochondria, fungi	Pathway modules; Lipid metabolism; Fatty acid metabolism
M00875	disease_status	Healthy	0.7732037336871208	0.2335771721214144	0.007875719666208309	0.06256116951754297	12	1	M00875: Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other bacterial compounds
M00877	disease_status	Healthy	-0.07490360308133522	0.39301733978995285	0.8526635049117914	0.9393067810212933	12	2	M00877: Kanosamine biosynthesis, glucose 6-phosphate => kanosamine	Pathway modules; Biosynthesis of other secondary metabolites; Biosynthesis of other antibiotics
M00878	disease_status	Healthy	-0.4632708664610689	0.35822623974329254	0.2250053458589247	0.43733433420467055	12	5	M00878: Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA	Pathway modules; Xenobiotics biodegradation; Aromatics degradation
M00880	disease_status	Healthy	-0.35315618844517016	0.36563020461010515	0.3568800431427144	0.5651625468885283	12	3	M00880: Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00881	disease_status	Healthy	0.06009032783695753	0.43821633514832453	0.8936537024387109	0.956001635166993	12	7	M00881: Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00882	disease_status	Healthy	0.4043852909741964	0.4368584294137402	0.3764176978838052	0.570301920415607	12	6	M00882: Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00883	disease_status	Healthy	-0.41545674192537413	0.3540899607613414	0.2678609486161316	0.48960014449041267	12	9	M00883: Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00884	disease_status	Healthy	0.4043852909741964	0.4368584294137402	0.3764176978838052	0.570301920415607	12	6	M00884: Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00885	disease_status	Healthy	-1.0276360506985835	0.3379846009758132	0.012452332873385933	0.07351282007403427	12	8	M00885: Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)	Pathway modules; Lipid metabolism; Fatty acid metabolism
M00886	disease_status	Healthy	-1.0418089321086417	0.34362463852077907	0.012637756580190746	0.07351282007403427	12	8	M00886: Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)	Pathway modules; Lipid metabolism; Fatty acid metabolism
M00887	disease_status	Healthy	0.11565992196898005	0.36826153916236626	0.7599218657638721	0.8857909973234801	12	3	M00887: Mycolic acid biosynthesis, meromycolic acid + alpha-carboxyacyl-CoA + trehalose => TMM => TDM/mAGP/GMM	Pathway modules; Lipid metabolism; Fatty acid metabolism
M00888	disease_status	Healthy	-1.0991339230357229	0.32254582503214924	0.006684241928863278	0.055904568859583774	12	7	M00888: Galactofuranan biosynthesis, decaprenyl phosphate + UDP-GlcNAc (+ dTDP-Rha/UDP-Galf) => GL-5	Pathway modules; Glycan metabolism; Other polysaccharide metabolism
M00892	disease_status	Healthy	0.7798483707006661	0.3550629940502251	0.05276455657715737	0.1754580435577763	12	6	M00892: UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc	Pathway modules; Carbohydrate metabolism; Other carbohydrate metabolism
M00895	disease_status	Healthy	-0.20339865544241728	0.32670171774939755	0.5474926631795711	0.7299902175727615	12	11	M00895: Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
M00896	disease_status	Healthy	-0.4287946476110476	0.34609225709215247	0.2436520627097083	0.4593316606133108	12	10	M00896: Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism
